text,id,all_categories,all_ate,all_polarities,data_origin,text_cleaned,all_categories_old
"Magazinul mai organizat si personalul mai informativ, personal marit pt a nu astepta sau cauta foarte mult pt o informatie.",417019,staff availability; shop organization; staff competency,"personal marit pt a nu astepta sau cauta foarte mult pt o informatie;Magazinul mai organizat;personalul mai informativ,",Negative; Negative; Negative,manual,"Magazinul mai organizat si personalul mai informativ, personal marit pt a nu astepta sau cauta foarte mult pt o informatie.",staff availability;shop organization;staff competency
"Dupa ce am fost informat pe email ca produsul nu va mai reveni in stoc pentru o perioada, am retrimis o cerere de informare pe mail cand revine produsul si in 10 minute primesc mail ca produsul a revenit in stoc. Un pic cam ciudata experienta dar ma bucur ca am reusit in final sa beneficiez de produsul dorit.",417020,misc,"Dupa ce am fost informat pe email ca produsul nu va mai reveni in stoc pentru o perioada, am retrimis o cerere de informare pe mail cand revine produsul si in 10 minute primesc mail ca produsul a revenit in stoc. Un pic cam ciudata experienta dar ma bucur ca am reusit in final sa beneficiez de produsul dorit.",Neutral,manual,"Dupa ce am fost informat pe email ca produsul nu va mai reveni in stoc pentru o perioada, am retrimis o cerere de informare pe mail cand revine produsul si in 10 minute primesc mail ca produsul a revenit in stoc. Un pic cam ciudata experienta dar ma bucur ca am reusit in final sa beneficiez de produsul dorit.",misc
"Nu am gasit mancare liofilizata, in rest am gasit tot ce cautam. Preturi ok, reduceri, oameni de treaba.",417021,promotions; shop diversity; price; staff competency,"reduceri;Nu am gasit mancare liofilizata,;in rest am gasit tot ce cautam;Preturi ok;oameni de treaba",Positive; Negative; Positive; Positive; Positive,manual,"Nu am gasit mancare liofilizata, in rest am gasit tot ce cautam. Preturi ok, reduceri, oameni de treaba.",promotions;shop diversity;shop diversity;price;staff competency
Lipsa multor produse. Desi se apropie sezonul de ski la aceast departament nu era nimic....,417022,shop diversity,Lipsa multor produse. Desi se apropie sezonul de ski la aceast departament nu era nimic....,Negative,manual,Lipsa multor produse. Desi se apropie sezonul de ski la aceast departament nu era nimic....,shop diversity
"Am vazut ca este in stoc la pallady,dar mai sus scrie pe rosu ca produsul nu este in momentan pe stoc,nu stiu ce sa cred,pana la urma este pe stoc sau nu?Va multumesc anticipat",417023,tech support,"Am vazut ca este in stoc la pallady,dar mai sus scrie pe rosu ca produsul nu este in momentan pe stoc,nu stiu ce sa cred,pana la urma este pe stoc sau nu?Va multumesc anticipat",Negative,manual,"Am vazut ca este in stoc la pallady,dar mai sus scrie pe rosu ca produsul nu este in momentan pe stoc,nu stiu ce sa cred,pana la urma este pe stoc sau nu?Va multumesc anticipat",tech support
Multumit de rezultate - in combinatie cu miscare da rezultate bune.,417024,product,Multumit de rezultate - in combinatie cu miscare da rezultate bune.,Positive,manual,Multumit de rezultate - in combinatie cu miscare da rezultate bune.,product
"O caciula comfortabila si foarte rezistenta, care acopera urechile in intregime. Singura sugestie ar putea fi introducerea unei game ceva mai mare de culori din care sa se poata alege.",417025,product; shop diversity,"O caciula comfortabila si foarte rezistenta, care acopera urechile in intregime.;Singura sugestie ar putea fi introducerea unei game ceva mai mare de culori din care sa se poata alege.",Positive; Negative,manual,"O caciula comfortabila si foarte rezistenta, care acopera urechile in intregime. Singura sugestie ar putea fi introducerea unei game ceva mai mare de culori din care sa se poata alege.",product;shop diversity
"Ar trebui ca angajații să mai fie școliți în ale magazinului, că sincer, sunt cam paraleli cu tot ce înseamnă reglaje la produsele cumpărate... Sincer sunt PLACUT-DEZAMAGIT, adică sunteți dotați cu de toate, dar cunoștințele personalului sunt aproape zero, în materie de service...",417026,staff competency; shop diversity,"Ar trebui ca angajații să mai fie școliți în ale magazinului, că sincer, sunt cam paraleli cu tot ce înseamnă reglaje la produsele cumpărate;sunteți dotați cu de toate",Negative; Positive,manual,"Ar trebui ca angajații să mai fie școliți în ale magazinului, că sincer, sunt cam paraleli cu tot ce înseamnă reglaje la produsele cumpărate... Sincer sunt PLACUT-DEZAMAGIT, adică sunteți dotați cu de toate, dar cunoștințele personalului sunt aproape zero, în materie de service...",staff competency;shop diversity
"Produse de calitate, preturi accesibile si servicii excelente! Sunt foarte multumita si recomand!",417027,service; quality; price,servicii excelente;Produse de calitate;preturi accesibile,Positive; Positive; Positive,manual,"Produse de calitate, preturi accesibile si servicii excelente! Sunt foarte multumita si recomand!",service;quality;price
"Produse variate si foarte bune calitativ, preturi excelente , personal foarte amabil",417028,staff competency; price; shop diversity; quality,personal foarte amabil;preturi excelente;Produse variate;foarte bune calitativ,Positive; Positive; Positive; Positive,manual,"Produse variate si foarte bune calitativ, preturi excelente , personal foarte amabil",staff competency;price;shop diversity;quality
"A fost totul ok, am gasit ce doream si aveam nevoie doar ca ma asteptam la o varietate mai mare de produse.",417030,shop diversity,ma asteptam la o varietate mai mare de produse;am gasit ce doream si aveam nevoie,Negative; Positive,manual,"A fost totul ok, am gasit ce doream si aveam nevoie doar ca ma asteptam la o varietate mai mare de produse.",shop diversity;shop diversity
"O recomand oricui , este o pompa usoara ieftina si reusesti sa iti faci treaba cu ea ..... nu este performanta dar pentru situatii urgente e perfecta .",417031,product; price,"O recomand oricui , este o pompa usoara ieftina si reusesti sa iti faci treaba cu ea ..... nu este performanta dar pentru situatii urgente e perfecta .;ieftina ",Positive; Positive,manual,"O recomand oricui , este o pompa usoara ieftina si reusesti sa iti faci treaba cu ea ..... nu este performanta dar pentru situatii urgente e perfecta .",product;price
"Sunteti buni in ceea ce faceti, mergeti pe acest drum.",417032,misc,"Sunteti buni in ceea ce faceti, mergeti pe acest drum.",Neutral,manual,"Sunteti buni in ceea ce faceti, mergeti pe acest drum.",misc
Articol perfect pentru joaca de zi cu zi in zapada. Raportul pret/calitate este foarte bun. Recomand cu incredere intrucit a fost testat cu succes un weekend intreg pe partie.,417033,quality; product; price,Raportul pret/calitate este foarte bun.;Articol perfect pentru joaca de zi cu zi in zapada. Raportul pret/calitate este foarte bun. Recomand cu incredere intrucit a fost testat cu succes un weekend intreg pe partie.;Raportul pret/calitate este foarte bun.,Positive; Positive; Positive,manual,Articol perfect pentru joaca de zi cu zi in zapada. Raportul pret/calitate este foarte bun. Recomand cu incredere intrucit a fost testat cu succes un weekend intreg pe partie.,quality;product;price
"Angajatul de la casa vorbea la telefon in timp ce ne servea, mai multe produse nu aveau pretul afisat.",417034,shop organization; staff competency,mai multe produse nu aveau pretul afisat;Angajatul de la casa vorbea la telefon in timp ce ne servea,Negative; Negative,manual,"Angajatul de la casa vorbea la telefon in timp ce ne servea, mai multe produse nu aveau pretul afisat.",shop organization;staff competency
Se simt rezultate f bune dupa ce faci efort purtand produsul,417035,product,Se simt rezultate f bune dupa ce faci efort purtand produsul,Positive,manual,Se simt rezultate f bune dupa ce faci efort purtand produsul,product
"Am fost extrem de placut impresionata de amabilitatea baiatului de pe raionul cu rolele care la rugamintea mea mi-a schimbat frana la o pereche de role pe care urma sa le achizitionez de pe dreapta pe stanga, mi le-a pus deoaprte si m-a asteptat pana m-am intors. Imi place enorm de mult ca aveti personal profi si foarte atent la nevoile clientilor. Tineti-o tot asa.",417036,staff competency,"Am fost extrem de placut impresionata de amabilitatea baiatului de pe raionul cu rolele care la rugamintea mea mi-a schimbat frana la o pereche de role pe care urma sa le achizitionez de pe dreapta pe stanga, mi le-a pus deoaprte si m-a asteptat pana m-am intors. Imi place enorm de mult ca aveti personal profi si foarte atent la nevoile clientilor. Tineti-o tot asa.",Positive,manual,"Am fost extrem de placut impresionata de amabilitatea baiatului de pe raionul cu rolele care la rugamintea mea mi-a schimbat frana la o pereche de role pe care urma sa le achizitionez de pe dreapta pe stanga, mi le-a pus deoaprte si m-a asteptat pana m-am intors. Imi place enorm de mult ca aveti personal profi si foarte atent la nevoile clientilor. Tineti-o tot asa.",staff competency
"Raportul pret calitate este foarte buna, cel putin la produsele cumpărate de noi.",417037,price; quality,Raportul pret calitate este foarte buna;Raportul pret calitate este foarte buna,Positive; Positive,manual,"Raportul pret calitate este foarte buna, cel putin la produsele cumpărate de noi.",price;quality
"AM LUAT PENTRU BAIETEL PRODUSUL, OCHELARII SUNT SUPER, NU SE ABURESC FOARTE TARE INTR-UN TIMP SCURT, TUBUL NU E FOLOSITOR ( E PREA MIC SI INTRA APA IMEDIAT IN EL ) IAR LABELE SUNT DESTUL DE RIGIDE... SPUN CA ESTE EXCELENT DACA COMPAR PRET/CALITATE...",417038,product; quality; price,"AM LUAT PENTRU BAIETEL PRODUSUL, OCHELARII SUNT SUPER, NU SE ABURESC FOARTE TARE INTR-UN TIMP SCURT;TUBUL NU E FOLOSITOR ( E PREA MIC SI INTRA APA IMEDIAT IN EL ) IAR LABELE SUNT DESTUL DE RIGIDE;SPUN CA ESTE EXCELENT DACA COMPAR PRET/CALITATE...;SPUN CA ESTE EXCELENT DACA COMPAR PRET/CALITATE...",Positive; Negative; Positive; Positive,manual,"AM LUAT PENTRU BAIETEL PRODUSUL, OCHELARII SUNT SUPER, NU SE ABURESC FOARTE TARE INTR-UN TIMP SCURT, TUBUL NU E FOLOSITOR ( E PREA MIC SI INTRA APA IMEDIAT IN EL ) IAR LABELE SUNT DESTUL DE RIGIDE... SPUN CA ESTE EXCELENT DACA COMPAR PRET/CALITATE...",product;product;quality;price
Experienta din magazin a fost una buna. Cand am avut nevoie am primit informatiile necesare.,417039,staff competency; environment,Cand am avut nevoie am primit informatiile necesare.;Experienta din magazin a fost una buna.,Positive; Positive,manual,Experienta din magazin a fost una buna. Cand am avut nevoie am primit informatiile necesare.,staff competency;environment
"totul a fost in regula, atmosfera placuta, produse disponibile, recomand cu incredere magazinul si revin de fiecare data cand am nevoie de ceva.",417040,environment; shop diversity,atmosfera placuta;produse disponibile,Positive; Positive,manual,"totul a fost in regula, atmosfera placuta, produse disponibile, recomand cu incredere magazinul si revin de fiecare data cand am nevoie de ceva.",environment;shop diversity
"Promotiile dvs de fapt nu exista, articolele cu pret scazut au marimi imposibile.",417041,promotions,"Promotiile dvs de fapt nu exista, articolele cu pret scazut au marimi imposibile.",Negative,manual,"Promotiile dvs de fapt nu exista, articolele cu pret scazut au marimi imposibile.",promotions
in timp cauciucul coace din cauza uv asa ca trebuie montat doar in cazul folosirii si apoi scos,417042,misc,in timp cauciucul coace din cauza uv asa ca trebuie montat doar in cazul folosirii si apoi scos,Neutral,manual,in timp cauciucul coace din cauza uv asa ca trebuie montat doar in cazul folosirii si apoi scos,misc
"Este destul de rezistent, usor ca greutate si putin flexibil, raport calitate/ pret bun",417043,product; price; quality,"Este destul de rezistent, usor ca greutate si putin flexibil;raport calitate/ pret bun;raport calitate/ pret bun",Positive; Positive; Positive,manual,"Este destul de rezistent, usor ca greutate si putin flexibil, raport calitate/ pret bun",product;price;quality
"E un magazin prietenos, child friendly si multumim pentru asta.",417044,environment,"E un magazin prietenos, child friendly si multumim pentru asta.",Positive,manual,"E un magazin prietenos, child friendly si multumim pentru asta.",environment
"O atmosfera familială, produse de calitate la preturi accesibile.Dar întotdeauna se poate si mai bine.",417045,environment; quality; price,O atmosfera familială;produse de calitate;preturi accesibile,Positive; Positive; Positive,manual,"O atmosfera familială, produse de calitate la preturi accesibile.Dar întotdeauna se poate si mai bine.",environment;quality;price
"Fata mea îl poartă cu drag. Am luat și pt băiat unul pe albastru și e mândru de el. Ne-ar încânta ,dacă ar fi avut și elastic jos la picior sau banda mai lată.",417046,product,"Fata mea îl poartă cu drag. Am luat și pt băiat unul pe albastru și e mândru de el. Ne-ar încânta ,dacă ar fi avut și elastic jos la picior sau banda mai lată.",Positive,manual,"Fata mea îl poartă cu drag. Am luat și pt băiat unul pe albastru și e mândru de el. Ne-ar încânta ,dacă ar fi avut și elastic jos la picior sau banda mai lată.",product
"stiu ca nu le putem avea pe toate, dar poate ar trebui putin instruiti parintii sau copii la utilizarea trotinetelor, bicicletelor etc, poate ar trebui o zona mai mare de testare a produselor din magazin, sau separat putin de zona de rafturi. In rest sunt foarte incantata de faptul ca si la noi se poate testa o bicicleta inainte sa o cumperi sau o trotineta, copilul isi poate da seama daca vrea sau nu acel ceva pe care il vede si i se pare cool. In rest este printre putinele magazine in care ma simt ca in alte tari civilizate.",417047,environment; service,"stiu ca nu le putem avea pe toate, dar poate ar trebui putin instruiti parintii sau copii la utilizarea trotinetelor, bicicletelor etc, poate ar trebui o zona mai mare de testare a produselor din magazin, sau separat putin de zona de rafturi.;In rest sunt foarte incantata de faptul ca si la noi se poate testa o bicicleta inainte sa o cumperi sau o trotineta, copilul isi poate da seama daca vrea sau nu acel ceva pe care il vede si i se pare cool. In rest este printre putinele magazine in care ma simt ca in alte tari civilizate.",Negative; Positive,manual,"stiu ca nu le putem avea pe toate, dar poate ar trebui putin instruiti parintii sau copii la utilizarea trotinetelor, bicicletelor etc, poate ar trebui o zona mai mare de testare a produselor din magazin, sau separat putin de zona de rafturi. In rest sunt foarte incantata de faptul ca si la noi se poate testa o bicicleta inainte sa o cumperi sau o trotineta, copilul isi poate da seama daca vrea sau nu acel ceva pe care il vede si i se pare cool. In rest este printre putinele magazine in care ma simt ca in alte tari civilizate.",environment;service
Per total Decathlon CT arata mai bine ca alte magazine de profil si il prefer,417048,environment,Per total Decathlon CT arata mai bine ca alte magazine de profil si il prefer,Positive,manual,Per total Decathlon CT arata mai bine ca alte magazine de profil si il prefer,environment
"Putine articole de imbracamanite pt segmentul de drumetie , parazapezile un sg model care nu e prea reusit",417049,shop diversity,"Putine articole de imbracamanite pt segmentul de drumetie , parazapezile un sg model care nu e prea reusit",Negative,manual,"Putine articole de imbracamanite pt segmentul de drumetie , parazapezile un sg model care nu e prea reusit",shop diversity
Recomand ca pe bonurile fiscale sa fie trecuta si denumirea produsului nu doar un cod de cifre si litere care de cele mai multe ori nu stii ce inseamna mai ales in situatia cand citesti acel bon fiscal dupa o anumita peroada de timp de la achizitia produsului/produselor.,417050,misc,Recomand ca pe bonurile fiscale sa fie trecuta si denumirea produsului nu doar un cod de cifre si litere care de cele mai multe ori nu stii ce inseamna mai ales in situatia cand citesti acel bon fiscal dupa o anumita peroada de timp de la achizitia produsului/produselor.,Neutral,manual,Recomand ca pe bonurile fiscale sa fie trecuta si denumirea produsului nu doar un cod de cifre si litere care de cele mai multe ori nu stii ce inseamna mai ales in situatia cand citesti acel bon fiscal dupa o anumita peroada de timp de la achizitia produsului/produselor.,misc
Cand vrei sa cumperi o bicicleta noua defecta ar trebui sa ai prioritate la service fata de bicicletele aflate acolo...pentru revizii/reparatii...,417051,service,Cand vrei sa cumperi o bicicleta noua defecta ar trebui sa ai prioritate la service fata de bicicletele aflate acolo...pentru revizii/reparatii...,Negative,manual,Cand vrei sa cumperi o bicicleta noua defecta ar trebui sa ai prioritate la service fata de bicicletele aflate acolo...pentru revizii/reparatii...,service
O mai mare diversitate a produselor ar fi minunata pentru noi.Ce-i drept in alte tari si puterea de cumparare e mai mare.,417052,shop diversity,O mai mare diversitate a produselor ar fi minunata pentru noi,Negative,manual,O mai mare diversitate a produselor ar fi minunata pentru noi.Ce-i drept in alte tari si puterea de cumparare e mai mare.,shop diversity
"La ultima vizita am achizitionat , in vederea unei revizii la bicicleta, o camera si o anvelopa de MTB. Am apreciat ca dupa ce am facut aceste achizitii am reusit intr-un interval de 30 min sa le si montez, in cadrul atelierului pt biciclete din incinta magazinului.Ce m-a deranjat putin este ca initial am luat de la raft o camera cu ventil de bicicleta(pentru care nu posed adaptor, si pt ca nu am identificat la raft tipul de ventil al camerei) iar baiatul de la atelier mi-a zis ca o pot schimba la casa de retur(ceea ce am si facut). Voi reveni cu siguranta pentru o verificare completa a bicicletei.PS: Ar trebui lasate pt Apecte pozitive/negative macar 100 caractere,  daca vreti un feed-back complet",417053,tech support; service; shop organization,"Ar trebui lasate pt Apecte pozitive/negative macar 100 caractere, daca vreti un feed-back complet;Am apreciat ca dupa ce am facut aceste achizitii am reusit intr-un interval de 30 min sa le si montez, in cadrul atelierului pt biciclete din incinta magazinului.;Ce m-a deranjat putin este ca initial am luat de la raft o camera cu ventil de bicicleta(pentru care nu posed adaptor, si pt ca nu am identificat la raft tipul de ventil al camerei) iar baiatul de la atelier mi-a zis ca o pot schimba la casa de retur(ceea ce am si facut).",Negative; Positive; Negative,manual,"La ultima vizita am achizitionat , in vederea unei revizii la bicicleta, o camera si o anvelopa de MTB. Am apreciat ca dupa ce am facut aceste achizitii am reusit intr-un interval de 30 min sa le si montez, in cadrul atelierului pt biciclete din incinta magazinului.Ce m-a deranjat putin este ca initial am luat de la raft o camera cu ventil de bicicleta(pentru care nu posed adaptor, si pt ca nu am identificat la raft tipul de ventil al camerei) iar baiatul de la atelier mi-a zis ca o pot schimba la casa de retur(ceea ce am si facut). Voi reveni cu siguranta pentru o verificare completa a bicicletei.PS: Ar trebui lasate pt Apecte pozitive/negative macar 100 caractere, daca vreti un feed-back complet",tech support;service;shop organization
"Pro: pozitie inaltata. Rotile mai mari (si late) ofera confort fata de cele de 26''. Suspensia isi face treaba decent - preia socurile din denivelari, gropi, etc. Schimba vitezele perfect. Potrivita pentru oras fiindca are rotile mai mari si se simte clar ca avansez cu mai putin efort. Atentie nu va cumparati roti mai late fiindca nu vor ajuta deloc. Franele, ok. Vine echipata cu lanterna fata si bec rosu spate (de 2 lei, dar are). MINUS: Ghidonul mai lat este mai putin manevrabil. Pozitia este cu 60% din greutate pe maini, dupa 30 de minute te dor mainile, o sa il reglez pt. o pozitie mai inaltata. Franele pe disc sunt mai slabe decat VBrake sau macar asta e impresia pana cand ma obisnuiesc cu ele. Franele au un zgomot la frecare care e posibil sa dispara in timp dupa ce se aseaza placutele. Vine fara crick si aparatori de ploaie. Cauciucurile sunt de slaba calitate (lucru specificat si de tehnicii de la Decathlon) dar daca mergeti cu ele in oras le veti schimba abia dupa 6 ani.",417054,product; quality,"Pro: pozitie inaltata. Rotile mai mari (si late) ofera confort fata de cele de 26''. Suspensia isi face treaba decent - preia socurile din denivelari, gropi, etc. Schimba vitezele perfect. Potrivita pentru oras fiindca are rotile mai mari si se simte clar ca avansez cu mai putin efort. Atentie nu va cumparati roti mai late fiindca nu vor ajuta deloc. Franele, ok. Vine echipata cu lanterna fata si bec rosu spate (de 2 lei, dar are).;MINUS: Ghidonul mai lat este mai putin manevrabil. Pozitia este cu 60% din greutate pe maini, dupa 30 de minute te dor mainile, o sa il reglez pt. o pozitie mai inaltata. Franele pe disc sunt mai slabe decat VBrake sau macar asta e impresia pana cand ma obisnuiesc cu ele. Franele au un zgomot la frecare care e posibil sa dispara in timp dupa ce se aseaza placutele. Vine fara crick si aparatori de ploaie.;Cauciucurile sunt de slaba calitate (lucru specificat si de tehnicii de la Decathlon) dar daca mergeti cu ele in oras le veti schimba abia dupa 6 ani.",Positive; Negative; Negative,manual,"Pro: pozitie inaltata. Rotile mai mari (si late) ofera confort fata de cele de 26''. Suspensia isi face treaba decent - preia socurile din denivelari, gropi, etc. Schimba vitezele perfect. Potrivita pentru oras fiindca are rotile mai mari si se simte clar ca avansez cu mai putin efort. Atentie nu va cumparati roti mai late fiindca nu vor ajuta deloc. Franele, ok. Vine echipata cu lanterna fata si bec rosu spate (de 2 lei, dar are). MINUS: Ghidonul mai lat este mai putin manevrabil. Pozitia este cu 60% din greutate pe maini, dupa 30 de minute te dor mainile, o sa il reglez pt. o pozitie mai inaltata. Franele pe disc sunt mai slabe decat VBrake sau macar asta e impresia pana cand ma obisnuiesc cu ele. Franele au un zgomot la frecare care e posibil sa dispara in timp dupa ce se aseaza placutele. Vine fara crick si aparatori de ploaie. Cauciucurile sunt de slaba calitate (lucru specificat si de tehnicii de la Decathlon) dar daca mergeti cu ele in oras le veti schimba abia dupa 6 ani.",product;product;quality
Este grozava. Baiatul meu nu se mai dezlipeste de ea. Va multumim.,417055,product,Este grozava. Baiatul meu nu se mai dezlipeste de ea. Va multumim.,Positive,manual,Este grozava. Baiatul meu nu se mai dezlipeste de ea. Va multumim.,product
"As dori un pic de ordine data viiitoare si mai multe oferte pentru produsele de fitness si bodybuilding. Nu am gasit manusi pentru copii de 5-6 ani, manusi impermeabile. Am gasit pentru cel mult de 4 ani. Fiind sezonul zapezii ma gandeam ca voi gasi mai multe produse.",417056,promotions; shop organization; shop diversity,"mai multe oferte pentru produsele de fitness si bodybuilding;As dori un pic de ordine data viiitoare;Nu am gasit manusi pentru copii de 5-6 ani, manusi impermeabile. Am gasit pentru cel mult de 4 ani. Fiind sezonul zapezii ma gandeam ca voi gasi mai multe produse.",Negative; Negative; Negative,manual,"As dori un pic de ordine data viiitoare si mai multe oferte pentru produsele de fitness si bodybuilding. Nu am gasit manusi pentru copii de 5-6 ani, manusi impermeabile. Am gasit pentru cel mult de 4 ani. Fiind sezonul zapezii ma gandeam ca voi gasi mai multe produse.",promotions;shop organization;shop diversity
"Multe produse de catalog lipsesc din stocul magazinului. Prin comparatie, magazinul din Cluj e mult mai diversificat in oferta.",417057,shop diversity,"Multe produse de catalog lipsesc din stocul magazinului.;Prin comparatie, magazinul din Cluj e mult mai diversificat in oferta.",Negative; Positive,manual,"Multe produse de catalog lipsesc din stocul magazinului. Prin comparatie, magazinul din Cluj e mult mai diversificat in oferta.",shop diversity;shop diversity
"Nu am regasit in magazin ghetele pe culoarea dorita, o culoare vazuta pe site. Dar, intr-adevar pe site erau indisponibili in magazinul d-voastra.",417058,shop diversity,"Nu am regasit in magazin ghetele pe culoarea dorita, o culoare vazuta pe site. Dar, intr-adevar pe site erau indisponibili in magazinul d-voastra.",Negative,manual,"Nu am regasit in magazin ghetele pe culoarea dorita, o culoare vazuta pe site. Dar, intr-adevar pe site erau indisponibili in magazinul d-voastra.",shop diversity
am fost foarte multumit de magazin .preturile au fost acceptabile.personalul magazinului         s-a comportat impecabil.,417059,staff competency; price; environment,personalul magazinului s-a comportat impecabil.;preturile au fost acceptabile.;am fost foarte multumit de magazin .,Positive; Positive; Positive,manual,am fost foarte multumit de magazin .preturile au fost acceptabile.personalul magazinului s-a comportat impecabil.,staff competency;price;environment
"Sunt foarte multumita de produsul achizitionat de pe site-ul vostru, recomand!",417060,product,"Sunt foarte multumita de produsul achizitionat de pe site-ul vostru, recomand!",Positive,manual,"Sunt foarte multumita de produsul achizitionat de pe site-ul vostru, recomand!",product
"ar putea fi mai multe promoti,la articolele de vara ,va multumesc",417061,promotions,"ar putea fi mai multe promoti,la articolele de vara ,va multumesc",Negative,manual,"ar putea fi mai multe promoti,la articolele de vara ,va multumesc",promotions
Personalul m-a ajutat să găsesc produsele căutate. M-au condus la rafturile respective.,417062,staff competency,Personalul m-a ajutat să găsesc produsele căutate. M-au condus la rafturile respective.,Positive,manual,Personalul m-a ajutat să găsesc produsele căutate. M-au condus la rafturile respective.,staff competency
Nu ar fi rau sa diversificati gama de produse astfel incat sa se apropie de gama de produse gasita in magazinele din Brasov sau Cluj. In rest totul este ok,417063,shop diversity,Nu ar fi rau sa diversificati gama de produse astfel incat sa se apropie de gama de produse gasita in magazinele din Brasov sau Cluj.,Negative,manual,Nu ar fi rau sa diversificati gama de produse astfel incat sa se apropie de gama de produse gasita in magazinele din Brasov sau Cluj. In rest totul este ok,shop diversity
"Nu este neaparat vina serviciului de livrare, dar am pimit altceva decat mi-as fi dorit. Aveam nevoie de dopuri de golire marimea Large, dar am primit Small. In prezentarea produsului nu se specifica marimea. Informatiile de pe site sunt extrem de slabe.",417064,delivery; staff competency; tech support,"Nu este neaparat vina serviciului de livrare, dar am pimit altceva decat mi-as fi dorit. Aveam nevoie de dopuri de golire marimea Large, dar am primit Small.;Nu este neaparat vina serviciului de livrare, dar am pimit altceva decat mi-as fi dorit. Aveam nevoie de dopuri de golire marimea Large, dar am primit Small.; In prezentarea produsului nu se specifica marimea. Informatiile de pe site sunt extrem de slabe.",Negative; Negative; Negative,manual,"Nu este neaparat vina serviciului de livrare, dar am pimit altceva decat mi-as fi dorit. Aveam nevoie de dopuri de golire marimea Large, dar am primit Small. In prezentarea produsului nu se specifica marimea. Informatiile de pe site sunt extrem de slabe.",delivery;staff competency;tech support
IN GENERAL GASESTI ORICE CAUTI DAR LA UNELE  ARTICOLE (marci consacrate) PRETURILE SUNT MARI SAU CALITATEA PROASTA.,417065,quality; price; shop diversity,CALITATEA PROASTA;PRETURILE SUNT MARI;IN GENERAL GASESTI ORICE CAUTI DAR LA UNELE ARTICOLE (marci consacrate),Negative; Negative; Positive,manual,IN GENERAL GASESTI ORICE CAUTI DAR LA UNELE ARTICOLE (marci consacrate) PRETURILE SUNT MARI SAU CALITATEA PROASTA.,quality;price;shop diversity
"O pompa ok, arata presiunea, umfla foarte repede roata de 29"""" de mountain bike. Am folosit-o si sa umflu o saltea, isi face treaba.O mentiune: e pompa de MANA, nu de picior, cum scrie in denumirea produsului. Faptul ca are suporti pentru picioare sa o tii in timp ce o folosesti e altceva.",417066,product,"O pompa ok, arata presiunea, umfla foarte repede roata de 29"""" de mountain bike. Am folosit-o si sa umflu o saltea, isi face treaba.O mentiune: e pompa de MANA, nu de picior, cum scrie in denumirea produsului. Faptul ca are suporti pentru picioare sa o tii in timp ce o folosesti e altceva.",Positive,manual,"O pompa ok, arata presiunea, umfla foarte repede roata de 29"""" de mountain bike. Am folosit-o si sa umflu o saltea, isi face treaba.O mentiune: e pompa de MANA, nu de picior, cum scrie in denumirea produsului. Faptul ca are suporti pentru picioare sa o tii in timp ce o folosesti e altceva.",product
"Am gasit ce mi-am propus,magazinul online si cel fizic avand cam 90% aceleasi produse(ma refer la ce am cautat,dorit, gasit si cumparat),plus ca am aflat multe informati de la personalul de acolo care a fost foarte amabil.",417067,shop diversity; staff competency,"Am gasit ce mi-am propus,magazinul online si cel fizic avand cam 90% aceleasi produse(ma refer la ce am cautat,dorit, gasit si cumparat),;am aflat multe informati de la personalul de acolo care a fost foarte amabil.",Positive; Positive,manual,"Am gasit ce mi-am propus,magazinul online si cel fizic avand cam 90% aceleasi produse(ma refer la ce am cautat,dorit, gasit si cumparat),plus ca am aflat multe informati de la personalul de acolo care a fost foarte amabil.",shop diversity;staff competency
Personalul face eforturi de a servi clientii in timp ce au foarte mult de ordonat etc pe departementul pe care il administreaza. Unele produse nu au toate marimile pe raft.Exista insa permanent bunavointa de a servi ... in masura diponibilitatii. Asta conduce in perioadele de aglomerare la perioade de asteptare pentru client peste limita normala.,417068,staff competency; shop diversity; staff availability,Personalul face eforturi de a servi clientii in timp ce au foarte mult de ordonat etc pe departementul pe care il administreaza.;Unele produse nu au toate marimile pe raft.;Exista insa permanent bunavointa de a servi ... in masura diponibilitatii. Asta conduce in perioadele de aglomerare la perioade de asteptare pentru client peste limita normala.,Positive; Negative; Negative,manual,Personalul face eforturi de a servi clientii in timp ce au foarte mult de ordonat etc pe departementul pe care il administreaza. Unele produse nu au toate marimile pe raft.Exista insa permanent bunavointa de a servi ... in masura diponibilitatii. Asta conduce in perioadele de aglomerare la perioade de asteptare pentru client peste limita normala.,staff competency;shop diversity;staff availability
"Multa lume cu copii mici care mergeau prin tot magazinul cu biciclete, trotinete s.a. fara a avea nici o restrictie sau indrumare.Idem in zona de probat role si placi unde se probau prin toata zona si nu numai in aria recomandata. Nu era nimeni cu care sa te poti sfatui.Putine cabine de proba, unde se statea la coada.",417069,environment; staff availability; service,"Multa lume cu copii mici care mergeau prin tot magazinul cu biciclete, trotinete s.a. fara a avea nici o restrictie sau indrumare.Idem in zona de probat role si placi unde se probau prin toata zona si nu numai in aria recomandata.;Nu era nimeni cu care sa te poti sfatui.;Putine cabine de proba, unde se statea la coada.",Negative; Negative; Negative,manual,"Multa lume cu copii mici care mergeau prin tot magazinul cu biciclete, trotinete s.a. fara a avea nici o restrictie sau indrumare.Idem in zona de probat role si placi unde se probau prin toata zona si nu numai in aria recomandata. Nu era nimeni cu care sa te poti sfatui.Putine cabine de proba, unde se statea la coada.",environment;staff availability;service
