id,absa_input,absa_target,data_origin
435683,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Angajatii ar trebui sa isi lase problemele acasa si sa de ocupe 100% de clienti! </s>,staff competency is negative,manual
435684,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Insuficiente produse - am dorit sa cumpar produse pt elevii unei scoli si cu mare greutate am gasit numerele necesare, motivat de faptul ca magazinulnu detine depozit </s>",shop diversity is negative,manual
435685,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am adus o placa de snowboard pentru ascutire canturi si ceruire.Mi s a spus sa ma intorc dupa 2 zile. Am fost a 3 a zi sa o ridic si mi s a zis ca am avut noroc ca mi au rezolvat o asa repede.Calitatea lasa de dorit, personal mi se pare ca nu este deloc ascutite iar la ceruire nici macar nu mi s _au acoperit zgarieturile superficiale.Nu o sa mai aduc placa a doua ora ! </s>",service is negative; staff competency is negative,manual
435686,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Angajați sa fie mult mai instruiți in ceea ce fac si ce vind </s>,staff competency is negative,manual
435687,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am fost de doua ori intr-o saptamana sa cumpar haine pentru sailing, prima data angajatii mi-au spus ca e disponibil doar ce e la raft, a doua oara un angajat mi-a spus ca ceea ce mai aveam nevoie (un polar hidrofob pentru sailing) nu este disponibil decat la comanda online ... pai un polar trebuie probat, ca nu e o barca ... </s>",shop diversity is negative; staff competency is negative,manual
435688,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Casutele de la intrarea in magazine folosite pentru depozitarea bagajelor nu mai functioneaza. Am fost nevoit sa merg printer rafturi cu alte cumparaturi, ceea ce a dus la o grija in plus (urmarirea permanenta a cosului cand eu probam sau cautam articole) precum si la scurtarea timpului petrecut in magazin.Multe dintre produsele cautate (echipament trail) aveau stoc foarte mic si chiar deloc din marimea pe care ma interesa. </s>",service is negative; shop diversity is negative,manual
435689,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: ma asteptam sa gasesc o gama mai variata la costume de baie si accesorii inot </s>,shop diversity is negative,manual
435690,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am ajuns bucuros cu ele acasa si le-am pus bine sa nu mi le ia copii cumva.Intr-o seara tarziu plec la o panda (vanat) si vreau sa le folosesc .....surpriza erau nr 34 in loc de 43 ....... am zambit si le-am dat fetitei... </s>,product is negative,manual
435691,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: In general sunt multumit de magazinul dumneavoastra , singurul lucru care pot zice ca ma nemultumeste un pic este faptul ca nu este tot timpul un angajat al magazinului in preajma clientilor. </s>",staff availability is negative,manual
435692,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: organizarea produselor pe rafturi, supravegherea acelor trotinete care sunt utilizate inadecvat intr-un spatiu așa de mic, dotarea cu mai multe produse, diversificare. </s>",shop organization is negative; service is negative; shop diversity is negative,manual
435693,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am facut comanda on-line a produsului Cabin seconds in data de 27.03.2017.Doua saptamini nu m-a sunat nimeni. Intimplator in data de 12.04.2017 am trecut intimplator pe la magazin, si ca printr-o minune tocmai cu o zi in urma venise produsul.Nu am primit nici un telefon de la nimeni, nici un mail........Comunicarea si organizarea lasa de dorit. </s>",staff competency is negative; service is negative,manual
435694,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am căutat împerechere de adidași măsura 27 ... la orice model as fi luat pentru copil și nu am gasit </s>,shop diversity is negative,manual
435695,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Stiam de la prieteni ca sunt niste produse super faine pentru vacantele la mare, dar cand ne-am dus la magazin sufla vantul pe rafturi. </s>",shop diversity is negative,manual
435696,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Pacat....este atractiv insa transpira foarte tare in interior. In rest e ok. </s>,product is positive,manual
435697,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: 1. Mi s-a explicat că politica magazinului este de a nu ține produse intr-o magazie proprie apropiata, motiv pt care pentru pantaloni usori simpli sau respirabili nu am găsit la raft măsurile xl, 2xl, 3xl, deși am căutat cu insistență.2. La aspecte+-, sunt maxim 50 caractere..., nu am avut loc sa scriu clar complet mesajul3. Deoarece în general la cabinele de proba este coada, propun sa de monteze oglinzi pe stâlpii clădirii, și astfel unele produse -trening, geci, chiar și pantaloni daca ai un short ...- pot fi incercate rapid. </s>",service is negative; shop diversity is negative,manual
435698,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: este un produs pe care l-am dorit enorm dupa ce l-am vazut intr-un camping dar acela avea in dotare interioara si accesoriile interioare""""inner tent"""" ( precum si folia de pardoseala interioara- imediat dupa achizitionare l-am montat bucuros in curte si am avus neplacuta surpriza sa constat ca nu are in dotare aceste accesorii pe care le-am descoperit pe """"youtube""""- si am luat legatura cu magazinul DECATHLON TIMISOARA pentru a le comanda dar am fost anuntat ca e stoc zero si nu se mai fabrica. Am luat decizia de a-l inapoia in magazin daca in decurs de 30 de zile nu reusesc sa achizitionez aceste accesorii de pe internet chiar si second hand. Deocamdata nu le-am gasit si sunt deceptionat deoarece am constatat ca e foarte stabil dupa ancorare ,in tot campingul unde l-am vazut prima oara fiind cortul cu cea mai buna tinuta. chiar si pe vant puternic. Am mai vazut pe internet pe youtube un model care ma tenteaza """"QUENCHA BASE"""" SECONDS 4,2 FAMILI""""-( </s>",product is negative; shop diversity is negative,manual
435699,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produse de la mai multe firme si mai diversificate...nu in ultimul rand compatibile...mai ales la cele de fitness...greutatile...barele au standarde diferite.ex.diametru 28 in loc de 30 cum este standardul.La capitolul trening...nici nu ai ce cumpara..mai multe modele..grosimi...marimi.. </s>,shop diversity is negative; product is negative,manual
435700,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Felicitari pentru deschiderea magazinului de la Buzau! Arata si e pozitionat bine! Am fost la socri la Bz si am fost si in magazin, i-am luat fetitei niste ghete. </s>",misc is neutral,manual
435701,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu am găsit mărimile necesare pentru tot ce aveam nevoie. Produsele erau amestecate si la unele greu de ajuns puse prea sus. Produsele cam scumpe. </s>,shop diversity is negative; price is negative; shop organization is negative,manual
435702,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: La magazinul din Cluj este a doua oară când aparatul de emis carduri nu funcționează. </s>,service is negative,manual
435703,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este o centura suficcient de rigida pentru a strange bine, nodul se face bine, dar nu rezista la multe legari. Textura este una buna, dar panza care acopera materialul de interior nu este una care sa reziste. Este o centura medie calitativ. Raport calitate - pret, insa, este unul foarte bun </s>",price is positive; product is positive; quality is positive,manual
435704,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Consider ca sunt suficiente cele cinci criterii de apreciere a magazinului si personalului.Prea putine caractere pentru exprimarea aspectelor negative. Nu vin neaaparat la Decathlon sa cumpar lucruri ieftine si de proasta calitate. Oferiti si branduri la preturi acceptabile (ex.mulinete de pescuit si bocanci pentru temperaturi extreme) </s>,price is positive; quality is negative; tech support is negative,manual
435705,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am fost foarte dezamagit de personalul de paza care a facut un exces de zel la un copil care se plimba cu bicicleta pe culoarul din mijloc( cel recomandat de magazin ca fiind unicul loc unde se pot testa bicicletele ). Aceeasi atitudine a avut-o si un alt reprezentant al magazinului fata de un alt copil care se plimba cu o trotineta pe acelasi culoar, din mijloc. </s>",security is negative; staff competency is negative,manual
435706,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: pt a shimba un produs defect cu un altul identic, s-au cerut bani , pt ca primul a fost la promotie si acum nu mai e,,rusine </s>",service is negative,manual
435707,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am asteptat prea mult pentru un sfat corespunzator, in definitiv am plecat... marfa din stoc online nu corespunde cu cea din magazine... </s>",shop organization is negative; staff availability is negative; staff competency is negative,manual
435708,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Din numarul de 10-15 case, erau deschise doar doua, iar coada era de cel putin30 persoane.Dupa ce am reclamat acest lucru s au mao deschis inca doua case.Pacat ca timpul de asteptare a fost mare. </s>",service is negative,manual
435709,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am cumparat doua biciclete . Experienta online dar si offline dezamagitoare. Daca produsele nu ar fi de calitate si preturile bune, v-as ocoli lejer ! Serios , am cautat personalul prin magazin - nu era nimeni , in Pallady ziceai ca e in faliment , 2 sau 3 raioane se reorganizau , marfa pe jos, haos . Nu exista deloc personal care sa preia comenzi/ caruia sa-i pui o intrebare sau sa-i ceri un sfat . </s>",quality is positive; price is positive; staff availability is negative; shop organization is negative; tech support is negative,manual
435710,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Slab aprovizionat,a trebuit sa ajung la alt magazin de-al dv.sa-mi cumpar ce aveam nevoie si nu este prima oara cand fac aceasta. </s>",shop diversity is negative,manual
435711,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Va rog daca se poate sa rezolvati problemele de stock la produsele de iarna legaturi, snowboard si boots pentru copii. Va multumesc. </s>",shop diversity is negative,manual
435712,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: In xazul in care produsul era pe stoc in magazinul online, produsul a venit peste o saptamana, produsul dupa ce a venit o saptamana mai era si incomplet, ii lipseau rotiile ajutatoare...in fine ....pana la urma s-a rezolvat! Am fost un pic suparat, pentru ca nu am putut sa-i fac o surpriza fetitei mele la ziua ei de nastere, eu fiind comandat produsul la timp! </s>",delivery is negative,manual
435713,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am vrut sa cumpăr din Botosani 1 pereche clăpari nr 42 pt băiatul meu si întrucât nu era afișat la raft clasele de mărimi am întrebat o casiera, care si a chemat un coleg care mi-a spus ca 26. Noroc ca nu i-am luat din Bt si i-am luat din Sv unde era afișat tabelul si mărimea era de fapt 27. După lucrătorii din Bt cumpărăm o pereche de clăpari pe care nu puteam sa ii folosesc </s>",shop organization is negative; staff competency is negative,manual
435714,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Extrem de putine produse pe categorii. Multe rafturi erau goale. Ofertă fata de site foarte slabă. </s>,shop diversity is negative; shop organization is negative,manual
435715,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am cerut in Pitesti sa mo se rezerve in Iuliu Maniu produsul ce ei nu il aveau, insa in I.Maniu nimeni nu stia nimic, noroc ca am gasit 1 buc la raft!!! Servicii dezamăgitoare! </s>",service is negative; staff competency is negative,manual
435716,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Remarc promptitudinea si profesionalismul, dar mi-ar fi placut ca grija ptr. revizia bicicletei sa se extinda ptr. tot ce era de uns si reglat si nu sa se refere doar la gresarea rotilor, solicitata explicit. Bratul pedalier din stanga era slabit, la angrenaj nu s-a umblat... Mi-ar fi placut ca revizia sa fie completa... </s>",service is negative; staff competency is positive,manual
435717,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Organizarea prod pe categorii mai clara, prod de fuga erau o parte amestecate si puse la un capat , nu am gasit topuri sau tricouri decat vreo 3 modele, maieuri doar var basic, erau cam vraiste pantalonii la reducere ( e drept ca era ora 18 seara, dar oricum), anumite prod nu aveau pretul, a trebuit sa intrb un angajat. Acesta a fost f amabil si mi-a spus pretul. Bluze de alergat sau hanorac cu fermoar nu am gasit. De asemenea pantaloni pt alergat pt vreme rece nu erau, desi se apropie frigul.Papuci de trakking doar peste 279 lei pt marimea care ma interesa si nici aceia nu erau ok, f rigizi si tari. Nici cei la 350 nu mi s-au parut ok, nu aveau nici marime potrivita. Poate va ganditi sa aduceti si jumatati de nr. Sunt f multe pers care au marimea piciorului intre marimile standard si e f frustrant sa vrei sa cumperi si sa nu ai ce.Bete de traking doar f lungi, nu am gasit marimea potrivita. Jachete de ploaie doar negre, as fi preferat sa aveti si alte culori. Am gasi marime la un singur model. Idem la maieurile de sport care nu sunt basic (am gasit un sg model gri si la acela nu era marimea potrivita). </s>",product is negative; shop diversity is negative; shop organization is negative; staff competency is positive,manual
435718,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Foarte greu s-a confirmat comanda și tare greu s-a procesat. Durează mult de la lansarea comenzii și până primești produsele. </s>,delivery is negative,manual
435719,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Anumite produse sunt SUPER, la preturi corecte, altele supraevaluate pot fi aduse la pretul real! </s>",price is positive; product is negative; quality is positive,manual
435720,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Gardieni m-au luat drept un hot văzând că am platit la casa o suma considerabila la ieșire au început să îmi verifice bagajele și cumpărăturile mai că nu m-au și dezbrăcat poate cine știe aveam chiloții furați </s>,security is negative,manual
435721,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: sunt buni , dar pentru zapada si temparaturi scazute ar trebui sa fie mai grosi .daca stai pe loc simti asfaatul umed si rece </s>",product is positive,manual
435722,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Detin o bicicleta Rockrider 540 pe care am adus o in service de 5 ori.Schimbat butuc pedalier,set pedale,picioare,schimbător etc.Tot are un zgomot la pedalier,este exasperant ,credeti ma!Bogdan de la atelier este un profesionist,dar cred ca deja numai tine de el.Ținând cont ca nu este o bicicleta ieftina (a3 a care o detin marca rockrider)va rog sa ma ajutati!Multumesc! </s>",product is negative; staff competency is positive; price is negative,manual
435723,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Introduceti un aparat pentru scanarea produselor, nu se gaseau preturile la produse iar personalul nu avea timpul necesar sa imi dea informatiile referitoare la toate produsele care nu aveau pret. </s>",service is negative; shop organization is negative; staff availability is negative,manual
435724,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Fixarea cu elastic în partea din spate nu fixează bine piciorul în papuc ducând la alunecarea calcaiului în lateralele papucului </s>,product is negative,manual
435725,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: la raftul cu ghete de zapada erau 4 modele, cu doua sau trei numere disponibile fiecare, maxim 25% din raft gol, restul doar cu etichete ale produselor care nu se mai regaseau la raft </s>",shop organization is negative; shop diversity is negative,manual
435726,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ce as putea sa spun? Au trecut deja doua saptamani si comanda mea nu a fost expediata. Ba mai mult daca m-am interesat de statusul comenzii, la fiecare apel mi s-a spus ca bicicletele mele sunt la reglaj.Si marti 217 ianuarie le-a reglat si mi s-a spus ca miercuri sau joi iar joi cand am sunat mi s-a spus acelasi lucru. De cat le regleaza, ma intreb daca au iesit de pe poarta fabricii? Ma mai si dezinformeaza operatorii dvs. Halal experienta! </s>",delivery is negative; service is negative; staff competency is negative,manual
435727,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am cumparat un ceas Geonaute onmove , initial pretul de la raft era mai mare fata de cel de pe site, cand am intrebat un angajat mi-a dat o explicatie de genul : preturile pot fi diferite , la bucuresti sunt mai ieftie, nici el nu prea a crezut in explicatie. </s>",shop organization is negative; staff competency is negative,manual
435728,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: per ansamblu, e ok. ma intorc cu placere de fiecare data </s>",misc is neutral,manual
435729,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Personalul printre standuri nu prea am vazut desi era de aglomerat pt ca era in wkend </s>,staff availability is negative; environment is negative,manual
435730,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mai multa disciplina in testarea produselor. Este haotic si deranjant sa faci slalom printre rafturi incercand sa eviti ciocnirile cu """"odraslele"""" ce testeaza excesiv biciclete/treotinete, etc. fara intentia de a achizitiona produsele respective. Daca ai """"norocul"""" sa vi cu copil mic dupa tine, trebuie sa il ti in brate pentru a ni fi lovit de alti copii care se joaca/testeaa produse.S-ar putea sa ajute amenajarea unui loc dedicat in care poti testa ceea ce doresti. </s>",environment is negative,manual
435731,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Poate ar fi necesare anumite întrebări referitoare la diversitatea produselor. De exemplu: """"ce produse au lipsit, dintre cele care vă așteptați să existe pe rafturi?"""" </s>",tech support is neutral,manual
435732,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu este prima oara ca nu este pe stoc dimensiunea mea si exista doar dimensiuni sau foarte mari sau foarte mici. Ar trebui sa alimentati stocul produselor in special cu dimensiunile care sunt cele mai uzuale. </s>,shop diversity is negative,manual
435733,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Prea dati frau liber parintilor sa faca ce vor in magazin cu copiii lor. Cand vreau sa merg sa cumpar ceva ma impiedic de copii care se plimba cu bicicletele, trotinetele, etc prin magazin sau sunt nevoit sa ma strecor printre oameni in toata firea care se joaca ping pong pana curg apele pe ei. Duminica e un haos de nedescris in magazinul din Timisoara. </s>",environment is negative,manual
435734,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: O singura casa functionala desi erau mai multi clienti ce doreau sa achite. </s>,service is negative,manual
435735,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: La raft, sort barbatu avea pret pe eticheta 77 ron dar costa in realitate 89. </s>",shop organization is negative,manual
435736,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Personal invizibil, doar o fata la casă, destul de plictisită. M-am chinuit 5-6 minute sa iau produsul ce îmi trebuia de pe rastel- nu sunt f înaltă și nu am ajuns la el. Personal să mă ajute-nu, un cârlig sau scara la îndemână-nu. </s>",staff competency is negative; shop organization is negative; staff availability is negative,manual
435737,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Zapaceala.. Haos.. Recomand Online-ul.Am pierdut circa 2h prin magazin.. Am Încercat să-mi dau seama remodelarea.. Așezarea gondolelor.. Să-mi dau seama cum sunt poziționate.. Noroc ca am 12 ani de comerț :)Recomand ramura Online. </s>,environment is negative; tech support is positive; shop organization is negative,manual
435738,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cand magazinul este plin de copii care incearca diferite produse gen bicicleta, role este foarte greu sa te concentrezi pe ce vrei sa cumperi. Amenajati un alt spatiu pt ei. Multumesc. </s>",environment is negative,manual
435739,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunteti unul dintre putinele magazine la care gasim produse cu masuri foarte mari, 3XL si 4XL. Din pacate, la fiecare lot de imbracaminte sunt aduse doar cateva. Acestea sunt destul de cautate si se vand foarte repede. Daca se poate sa fie mai multe produse pentru aceste marimi. </s>",shop diversity is positive,manual
435740,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu am găsit pantalon lung de trening pentru copii de 13 ani rafturi cam goale </s>,shop diversity is negative,manual
435741,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sa fie adidasi de fotbal pentru copii la raft cu fiecare numar on parte </s>,shop diversity is negative,manual
435742,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Magazinul este foarte aglomerat si cu putini angajati care nu fac fata numarului mare de vizitatori </s>,environment is negative; staff availability is negative,manual
435743,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Poate ca mai trebuie lucrat la diversitatea produselor pe mai toate segmentele </s>,shop diversity is negative,manual
435744,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am pierdut o pereche de ochelari in magazin, se inchidea magazinul si nu mai aveam timp suficient sa le caut pentru ca trebuia sa ies.. Din pacate ochelarii nu s-au mai gasit. Asa ca am cumparat altii, dar nu gasesc lentila aceasta: 8396697 </s>",security is negative,manual
435745,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am cautat biciclete si pe site se afiseaza una si gasesti alta. Mai concret 2 produse afisate pe site in magazin nu mai existau decat preturile. </s>,shop organization is negative,manual
435746,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: stramte tare ! abia le tragi pe picioare !...in rest merge . </s>,product is negative,manual
435747,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: personalul sa fie mai informat, in legatura cu marfurile pe care le prezinta. </s>",staff competency is negative,manual
435748,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Slab aprovizionat. Lipsa marimi/ stoc la multe dintre produsele cautate. </s>,shop diversity is negative,manual
435749,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Caut un articol pe site si as dori sa-l probez sau sa-i vad calitatea inainte de a-l cumpara si de cele mai multe ori nu il gasesc in magazinele din tara...fiind din Hunedoara...trebuie sa iau drumul Sibiului sau Timisoarei sau Clujului...dupa ce mai faci si drum de 200 de km nu gasesti nimic din ce ai vrea sa cumperi...timp si bani pierduti... </s>,shop diversity is negative; shop organization is negative,manual
435750,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: numarul de personal sa fie suplimentat deoarece in zilele in care este aglomerar nu fac fata . </s>,staff availability is negative,manual
435752,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunt destul de slabe, dupa 3 folosiri au inceput sa se descoasa. Nu stiu daca le-as putea da inapoi. Cu siguranta as alege altceva </s>",quality is negative,manual
435753,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: De exemplu la sectorul pt.articole pt.inot nu mi-a placut ca rafturile erau aproape goale si nu prea aveai ce sa alegi.Eticheta din hartie de pe exteriorul produsului(costum de inot de ex.) cu marime nu corespunde cu eticheta dinauntru produsului la marime.Fata de magazinul din Iasi e foarte mic si nu prea gasesti o gama mai mare de articole si modele. </s>,shop diversity is negative; shop organization is negative,manual
435754,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Angajatii nu stiu de capul lor. Vreau ceara de incaltaminte si ma trimite la MUNTE. Noroc ca este unul mai DEZGHETAT si imi explica ca acest produs este la VANATOARE </s>,staff competency is negative,manual
435755,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Anumite produse sunt insuficinte ptentru anumite categorii de varsta/ marimi, iar comandarea lor din alte magazine Decathon nu este intotdeauna posibila </s>",service is negative; shop diversity is negative,manual
435756,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Foarte buni la partea de bazon, fiind din silicon. Din pacate sunt foarte scurti si nu stau bine pe picioare. </s>",product is positive,manual
435757,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Lipsa foarte mare a multor produse importante si utile, lipsa explicatiilor produselor. </s>",shop diversity is negative; product is negative,manual
435758,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un produs cu ub pret la indemana oricarui pescar, ceea ce a facut ca pestele sa raspunda atunci cand este folosit la carlig. </s>",price is positive,manual
435759,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: O saptamana s trebuit purtat fara talpic pentru ca l batea la spate </s>,product is negative,manual
435760,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Magazinul din Piatra Neamț este o foarte mare dezamăgire. Arată că un magazin sătesc. Probabil Piatra așa e considerată de cei ce conduc firma.... </s>,shop organization is negative,manual
435761,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: inca se mentin neconcordante intre preturile de la raft/ de pe produse si cele de la casa de marcat. </s>,shop organization is negative,manual
435762,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Prețuri cam umflate pentru Tg.Jiu.Putin cam înghesuit ca spațiu , ar trebui o varietate mai mare de produse, insa spațiul e limitat, in retst este ok! </s>",price is negative; shop organization is negative; shop diversity is negative,manual
435763,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Optim pentru plaja si inot, dar - pt rezistenta la tobogane cu apa se deplasa foarte usor. </s>",product is positive,manual
435764,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Foarte puțină marfă pe rafturi !!! La multe produse gasesti doar preturile la raft....produsul, nu!!!! </s>",shop diversity is negative,manual
435765,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Domnisoara de la casa era atentă la telefonul sau mobil si la discuțiile cu colegii. De salut, nu se pune problema.Pentru a găsi produsul cautat am fost nevoită să întreb un grup de angajați (părea un soi de ședință de echipă). 2 băieți primeau indicatii de la o colega. Aceasta s-a arătat putin deranjata de întrerupere. Am primit însă un raspuns promt. </s>",staff competency is negative,manual
435766,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am cumparat acest produs prin luna martie anul curent si l-am folosit la alergare pe asfalt, cam de trei ori pe saptamana cate 5 km. In total am alergat vreo 100 km. In general sunt multumit de produs; doar ca, prin luna iunie, am observat ca atunci cand port un ciorap alb, in zona degetului mic de la piciorul stang, se vede ciorapul alb prin plasa neagra din partea superioara a incaltamintei. Banuiesc ca intre ciorap si acea plasa este pus si un adaus de burete negru care dupa doua luni de folosinta s-a deteriorat. Foarte inestetic cand incalt ciorapi albi. Inainte de a achizitiona incaltamintea citisem pe decathlon.ro ca produsele sunt testate in conditii reale si se asigura durabilitatea pentru cel putin doi ani. Foarte dezamagitor faptul ca acel burete s-a deteriorat dupa doar doua luni, nu doi ani asa cum vazusem pe site. Din pacate, desi sunt foarte confortabili, nu ii pot purta decat cu sosete negre. Pacat, foarte pacat..... </s>",product is positive; quality is negative,manual
435767,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunt un client fidel dar am achizitionat o minge de fotbal din magazinul dvs si am fost foarte dezamagita de faptul ca nu am putut lua o minge noua.Era un angajat la raion si aranja mingiile si l-am rugat sa ne aduca o minge curata pt ca ne trebuia pt un cadou.Ne-a spus sec ca nu exista decat cele prezentate la raion.Toate mingiile sunt folosite de copiii care se joaca in magazin si se vede ca sunt folosite(sunt patate si unele chiar zgariate).Surpriza a fost si mai mare ca pana am ajuns acasa(la Slobozia) s-a desumflat mingea, deci am luat-o si sparta...deci am luat o minge si folosita si sparta.Am aruncat-o direct.Ar trebui sa fie anumite produse cu care sa se poata juca copiii si cand le scoateti la vanzare sa le vindeti cu reducere pt ca sunt folosite, dar sa pot cumpara produse noi din magazin. </s>",staff competency is negative; product is negative,manual
435768,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua!Placutele SPD figurau pe stoc online, insa nu le-am gasit in magazin.O zi buna,Ionela </s>",shop organization is negative,manual
435769,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un pic mai largi daca erau ....era bine. Munționez ca a facut un traseu destul de solicitant pentru prima incalțare pana la Cabana Piatra Mare. </s>,product is negative,manual
435770,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu ma simt in siguranta in acest magazin...copiii needucati si lasati de capul lor te imbrancesc, te lovesc cu placile sau bicicletele...e un haos total. Imi place magazinul, are produse foarte utile si cu siguranta voi reveni insa tare mi-as dori sa se faca ceva in acest sens. </s>",product is positive; environment is negative,manual
435771,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Se poate reduce un pic pretul.. 70 de lei pentru remedierea talpii este un pic cam mult. Calitatea reparatii este fara repros totusi. </s>,price is negative; service is positive,manual
