text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,translated_Romanian_French,language,translated_French_Romanian,translated_French_Chinese,translated_Chinese_Romanian
"In ceea ce priveste agentii de paza. Vreu sa multumesc pe acesta cale agentului, nu cunosc numele, datorita caruia am recuperat telefonul mobil pe care il uitasem pe banca de probat la raionul de incaltamite. Acesta a predat telefonul la receptie De acolo l-am recuperat dupa ce d-ra de la receptie a anuntat prin statia magazinului pierderea telefonului. Va multumesc si va confirm ca vin cu placere in magazin de cate ori am ocazia.",435995,"{'choices': ['security - positive', 'service - positive', 'staff competency - positive']}",22,manual,"In ceea ce priveste agentii de paza. Vreu sa multumesc pe acesta cale agentului, nu cunosc numele, datorita caruia am recuperat telefonul mobil pe care il uitasem pe banca de probat la raionul de incaltamite. Acesta a predat telefonul la receptie De acolo l-am recuperat dupa ce d-ra de la receptie a anuntat prin statia magazinului pierderea telefonului. Va multumesc si va confirm ca vin cu placere in magazin de cate ori am ocazia.","In ceea ce priveste agentii de paza. Vreu sa multumesc pe acesta cale agentului, nu cunosc numele, datorita caruia am recuperat telefonul mobil pe care il uitasem pe banca de probat la raionul de incaltamite. Acesta a predat telefonul la receptie De acolo l-am recuperat dupa ce d-ra de la receptie a anuntat prin statia magazinului pierderea telefonului. Va multumesc si va confirm ca vin cu placere in magazin de cate ori am ocazia. </s>",security is positive; service is positive; staff competency is positive,"En ce qui concerne les agents de sécurité. Je voudrais remercier par la présente l'agent, dont je ne connais pas le nom, grâce auquel j'ai récupéré mon téléphone mobile que j'avais oublié sur le banc d'essai du rayon chaussures. Cet agent a remis le téléphone à la réception, où je l'ai récupéré après que la responsable de la réception ait annoncé par haut-parleur la perte du téléphone dans le magasin. Je vous remercie et je confirme que je viens avec plaisir dans votre magazin chaque fois que j'en ai l'occasion.",Romanian,"În ceea ce privește agenții de securitate, aș dori să mulțumesc prin prezenta agentului, al cărui nume nu îl cunosc, grație căruia am recuperat telefonul meu mobil pe care l-am uitat pe banca de probă din secțiunea de încălțăminte. Acest agent a predat telefonul la recepție, unde l-am recuperat după ce responsabila de la recepție a anunțat prin difuzor pierderea telefonului în magazin. Vă mulțumesc și confirm că vin cu plăcere în magazinul dvs. de fiecare dată când am ocazia.",关于保安人员，我想对一位我不知道名字的保安人员表示感谢，他帮我找到了我在鞋子区试穿座位上遗忘的手机。这位保安人员将手机交给了前台，我在听到前台工作人员通过广播宣布在店内找到手机后就前往前台取回了我的手机。非常感谢你们，我确认每次有机会都会很高兴来到您的商店。,"Cu privire la personalul de securitate, doresc să-mi exprim recunoștința față de un angajat al serviciului de securitate al cărui nume nu-l cunosc, el mi-a ajutat să gasesc telefonul pe care l-am uitat în zona încălțămintei, pe scaunul de probă. Acest angajat al serviciului de securitate a predat telefonul la recepție și, după ce am auzit anunțul personalului de la recepție prin difuzoare despre găsirea telefonului în magazin, m-am deplasat la recepție pentru a-l recupera. Vă mulțumesc foarte mult, confirm că voi fi foarte fericit să vin în magazinul dvs. de fiecare dată când am ocazia."
"Preturile ar putea fi mai reduse. In rest, personalul este minunat.",435998,"{'choices': ['price - negative', 'staff competency - positive']}",22,manual,"Preturile ar putea fi mai reduse. In rest, personalul este minunat.","Preturile ar putea fi mai reduse. In rest, personalul este minunat. </s>",price is negative; staff competency is positive,"Les prix pourraient être plus bas. Sinon, le personnel est merveilleux.",Romanian,"Prețurile ar putea fi mai mici. Altfel, personalul este minunat.",价格可能会更低。否则，员工很棒。,"Prețul ar putea fi mai mic. Altfel, angajații sunt grozavi."
"Ca de obicei, multumit de calitatea produselor si serviciilor oferite.",436000,"{'choices': ['quality - positive', 'service - positive']}",22,manual,"Ca de obicei, multumit de calitatea produselor si serviciilor oferite.","Ca de obicei, multumit de calitatea produselor si serviciilor oferite. </s>",quality is positive; service is positive,"Comme d'habitude, satisfait de la qualité des produits et des services offerts.",Romanian,"Ca de obicei, mulțumit de calitatea produselor și a serviciilor oferite.",如往常一样，对产品和服务的质量很满意,"La fel ca de obicei, sunt foarte mulțumit de calitatea produselor și serviciilor"
Copii sa nu mai aiba voie sa se dea cu trotinetele prin magazin te lovesc si se accidenteaza si ei .pe aleea din mijloc a magazinului parca e autostrada .... raspuns?,436004,environment - negative,22,manual,Copii sa nu mai aiba voie sa se dea cu trotinetele prin magazin te lovesc si se accidenteaza si ei .pe aleea din mijloc a magazinului parca e autostrada .... raspuns?,Copii sa nu mai aiba voie sa se dea cu trotinetele prin magazin te lovesc si se accidenteaza si ei .pe aleea din mijloc a magazinului parca e autostrada .... raspuns? </s>,environment is negative,"Les enfants n'ont plus le droit de se déplacer avec des trottinettes dans le magasin, ils vous heurtent et ont des accidents, eux aussi. Dans l'allée du milieu du magasin, c'est comme une autoroute...",Romanian,"Copiii nu mai au voie să se deplaseze cu trotinete în magazin, te lovesc și au accidente, ei înșiși. În alea din mijlocul magazinului, e ca o autostradă...",孩子们不再被允许在商店里用滑板车走动，他们会碰到你，并且也会发生事故。在商店中间的通道上，就像是一条高速公路……,"Copiii nu mai au voie să se plimbe cu skateboarding-ul în magazine, îți vor da peste cap și vor provoca accidente. Pe coridoarele din mijlocul magazinului, este ca o autostradă…"
As prefera sa existe reguli de circulatie a copiilor cu mijloacele de locomotie.,436009,environment - negative,22,manual,As prefera sa existe reguli de circulatie a copiilor cu mijloacele de locomotie.,As prefera sa existe reguli de circulatie a copiilor cu mijloacele de locomotie. </s>,environment is negative,Il préfère qu'il y ait des règles pour la circulation des enfants avec les moyens de locomotion.,Romanian,El preferă ca să existe reguli pentru circulația copiilor cu mijloacele de locomoție.,他更喜欢有规则来规范孩子使用交通工具的行为,El preferă reguli pentru a reglementa comportamentul copilului atunci când folosește vehicule
am gasit ce cautam - imi a indicat cineva unde sa le gasesc,436010,"{'choices': ['shop diversity - positive', 'staff competency - positive']}",22,manual,am gasit ce cautam - imi a indicat cineva unde sa le gasesc,am gasit ce cautam - imi a indicat cineva unde sa le gasesc </s>,shop diversity is positive; staff competency is positive,j'ai trouvé ce que je cherchais - quelqu'un m'a indiqué où les trouver,Romanian,am găsit ceea ce căutam - cineva mi-a indicat unde să le găsesc,我找到了我想要的东西 - 有人告诉我哪里能找到它们,Am găsit ceea ce căutam - cineva mi-a spus unde pot să le găsesc
As dori sa existe o versiune de catalog online de oferte ale produselor pe care sa o primesc in format online!,436014,tech support - negative,22,manual,As dori sa existe o versiune de catalog online de oferte ale produselor pe care sa o primesc in format online!,As dori sa existe o versiune de catalog online de oferte ale produselor pe care sa o primesc in format online! </s>,tech support is negative,Je souhaiterais qu'il existe une version en ligne du catalogue des offres de produits que je puisse recevoir au format électronique !,Romanian,Aș dori ca să existe o versiune online a catalogului ofertelor de produse pe care să-l pot primi în format electronic!,我希望有产品目录的在线版本，我可以以电子格式接收!,"Sper că există o versiune online a catalogului de produse, pe care o pot primi în format electronic!"
"Nu toate produsele cautate erau in stoc, dar chiar si asa, apreciez ofertele si preturile care le-am gasit in magazin.",436015,"{'choices': ['price - positive', 'promotions - positive', 'shop diversity - negative']}",22,manual,"Nu toate produsele cautate erau in stoc, dar chiar si asa, apreciez ofertele si preturile care le-am gasit in magazin.","Nu toate produsele cautate erau in stoc, dar chiar si asa, apreciez ofertele si preturile care le-am gasit in magazin. </s>",price is positive; promotions is positive; shop diversity is negative,"Non tous les produits que j'ai cherchés étaient en stock, mais même ainsi, j'apprécie les offres et les prix que j'ai trouvés dans le magasin.",Romanian,"Nu toate produsele pe care le-am căutat erau în stoc, dar chiar și așa, apreciez ofertele și prețurile pe care le-am găsit în magazin.",并非我寻找的所有商品都有库存，但是即便如此，我也很欣赏在商店里发现的优惠和价格。,"Nu tot ceea ce caută să cumpăr are stoc, dar chiar și așa, apreciez ofertele și prețurile pe care le găsesc în magazin."
Magazinul se adreseaza  profesionistilor  si amatorilor. Totul este sa vrei sa faci miscare.Aici gasesti motivarea !,436021,misc - neutral,22,manual,Magazinul se adreseaza profesionistilor si amatorilor. Totul este sa vrei sa faci miscare.Aici gasesti motivarea !,Magazinul se adreseaza profesionistilor si amatorilor. Totul este sa vrei sa faci miscare.Aici gasesti motivarea ! </s>,misc is neutral,Le magasin s'adresse aux professionnels et aux amateurs. Tout dépend de votre envie de vous mettre en mouvement. Vous trouverez ici la motivation !,Romanian,Magazinul se adresează profesioniștilor și amatorilor. Totul depinde de dorința dvs. de a vă pune în mișcare. Veți găsi aici motivarea!,這家商店面向专业人士和爱好者。一切取决于您运动的渴望，您在这里会找到动力！,"Magazinul acesta se adresează profesioniștilor și amatorilor. Totul depinde de dorința ta de mișcare, vei găsi motivația aici!"
"Desi era foarte aglomerat, personalul a fost foarte amabil si serviabil (am interactionat cu 3-4 persoane) iar timpul de stat la coada de la casa a fost scurt.",436023,"{'choices': ['environment - negative', 'staff competency - positive', 'service - positive']}",22,manual,"Desi era foarte aglomerat, personalul a fost foarte amabil si serviabil (am interactionat cu 3-4 persoane) iar timpul de stat la coada de la casa a fost scurt.","Desi era foarte aglomerat, personalul a fost foarte amabil si serviabil (am interactionat cu 3-4 persoane) iar timpul de stat la coada de la casa a fost scurt. </s>",environment is negative; staff competency is positive; service is positive,"Bien que ce soit très bondé, le personnel était très aimable et serviable (j'ai interagi avec 3-4 personnes) et le temps d'attente à la caisse a été court.",Romanian,"Deși era foarte aglomerat, personalul a fost foarte amabil și servibil (am interacționat cu 3-4 persoane) și timpul de așteptare la casă a fost scurt.",尽管很拥挤，但工作人员非常友好且乐于助人（我与3-4个人互动过），结账的等待时间也很短。,"În ciuda aglomerației, personalul a fost foarte amabil și dispus să ajute (am interacționat cu 3-4 persoane), iar timpul de așteptare pentru plata a fost scurt."
"Un magazin cu preturi acceptabile, marfuri de calitate peste chinezariile obisnuite si o atmosfera relaxanta in general. Pentru copii e o adevarata placere sa incerce diferite trotinete , biciclete si altele in spatiul special amenajat. Ma declar multumit.",436024,"{'choices': ['price - positive', 'quality - positive', 'environment - positive']}",22,manual,"Un magazin cu preturi acceptabile, marfuri de calitate peste chinezariile obisnuite si o atmosfera relaxanta in general. Pentru copii e o adevarata placere sa incerce diferite trotinete , biciclete si altele in spatiul special amenajat. Ma declar multumit.","Un magazin cu preturi acceptabile, marfuri de calitate peste chinezariile obisnuite si o atmosfera relaxanta in general. Pentru copii e o adevarata placere sa incerce diferite trotinete , biciclete si altele in spatiul special amenajat. Ma declar multumit. </s>",price is positive; quality is positive; environment is positive,"Un magasin avec des prix acceptables, des marchandises de qualité supérieure aux chinures habituelles et une atmosphère relaxante en général. Pour les enfants, c'est un véritable plaisir d'essayer différents trotinettes, bicyclettes et autres dans l'espace spécialement aménagé. Je me déclare satisfait.",Romanian,"Un magazin cu prețuri acceptabile, mărfuri de calitate superioară celor obișnuite și o atmosferă relaxantă în general. Pentru copii, este o adevărată plăcere să încerce diferite trotinete, biciclete și altele în spațiul special amenajat. Mă declar mulțumit.",一家价格合理、商品质量高于普通杂货店、整体氛围放松的商店。对于孩子来说，在专门设计的空间里试骑不同的滑板车、自行车和其他东西是一种真正的乐趣。我很满意。,"Un magazin cu prețuri rezonabile, calitatea produselor fiind mai bună decât a celor din magazinele obișnuite de uz casnic, iar atmosfera generală este relaxantă. Pentru copii, încercarea și testarea diferitelor trotinete, biciclete și alte lucruri într-un spațiu special proiectat este o adevărată plăcere. Sunt foarte mulțumit."
magazin serios. Oferta suficient de larga pe preturi si calitati. Bun si suportul on line..O usoara atmosfera elitista (personal doar tanar ) multe produse de nisa sau din gama high end...,436025,"{'choices': ['environment - positive', 'price - positive', 'quality - positive', 'shop diversity - positive', 'tech support - positive']}",22,manual,magazin serios. Oferta suficient de larga pe preturi si calitati. Bun si suportul on line..O usoara atmosfera elitista (personal doar tanar ) multe produse de nisa sau din gama high end...,magazin serios. Oferta suficient de larga pe preturi si calitati. Bun si suportul on line..O usoara atmosfera elitista (personal doar tanar ) multe produse de nisa sau din gama high end... </s>,environment is positive; price is positive; quality is positive; shop diversity is positive; tech support is positive,Magasin sérieux. Offre suffisamment large en termes de prix et de qualité. Bon support en ligne également. Une légère atmosphère élitiste (personnel uniquement jeune) avec de nombreux produits de niche ou de gamme haut de gamme...,Romanian,"Magazin serios. Oferta suficient de largă în ceea ce privește prețurile și calitatea. Suport bun online, de asemenea. O atmosferă ușor elitistă (personal exclusiv tânăr) cu multe produse de nișă sau de gamă înaltă...",认真的商店。价格和质量方面的选择足够广泛。在线支持也很好。有一点精英主义的气氛（员工仅限年轻人），有很多特色或高端产品...,"Magazin serios. Oferă o varietate suficient de largă în ceea ce privește prețurile și calitatea. Suportul online este, de asemenea, foarte bun. Există o anumită atmosferă elitistă (personalul este format doar din tineri), există multe produse specifice sau de înaltă calitate..."
"A fost o alegere buna magazinul Decathlon, pentru cumparaturile necesare.",436027,misc - neutral,22,manual,"A fost o alegere buna magazinul Decathlon, pentru cumparaturile necesare.","A fost o alegere buna magazinul Decathlon, pentru cumparaturile necesare. </s>",misc is neutral,C'était un bon choix de choisir le magasin Decathlon pour les achats nécessaires.,Romanian,A fost o alegere bună să alegem magazinul Decathlon pentru cumpărăturile necesare.,选择Decathlon商店进行必要的购物是一个好的选择,Alegerea magazinului Decathlon pentru cumpărăturile necesare este o alegere bună
"AM COMANDAT O BICICLETA PENTRU FETE  SI O PERECHE DE ROTI AJUTATOARE, AM FOST SUNATA A DOUA ZI SI AM RIDICAT PRODUSELE DIN MAGAZIN .AM FOST MULTUMITA DE PROMPTITUDINEA CU CARE AU RASPUNS SOLICITARII SI DE AMABILITATEA PERSONALULUI.RECOMAND CU INCREDERE!",436028,"{'choices': ['service - positive', 'staff competency - positive']}",22,manual,"AM COMANDAT O BICICLETA PENTRU FETE SI O PERECHE DE ROTI AJUTATOARE, AM FOST SUNATA A DOUA ZI SI AM RIDICAT PRODUSELE DIN MAGAZIN .AM FOST MULTUMITA DE PROMPTITUDINEA CU CARE AU RASPUNS SOLICITARII SI DE AMABILITATEA PERSONALULUI.RECOMAND CU INCREDERE!","AM COMANDAT O BICICLETA PENTRU FETE SI O PERECHE DE ROTI AJUTATOARE, AM FOST SUNATA A DOUA ZI SI AM RIDICAT PRODUSELE DIN MAGAZIN .AM FOST MULTUMITA DE PROMPTITUDINEA CU CARE AU RASPUNS SOLICITARII SI DE AMABILITATEA PERSONALULUI.RECOMAND CU INCREDERE! </s>",service is positive; staff competency is positive,"J'AI COMMANDE UNE BICYCLETTE POUR FILLES ET UN PAIR DE ROUES ASSISTANTES, J'AI ETE APPELEE LE DEUXIEME JOUR ET J'AI RETIRE LES PRODUITS DU MAGASIN. J'ETAIS RAVIE DE LA PROMPTITUDE AVEC LAQUELLE ILS ONT REPONDU AUX DEMANDES ET DE L'AMABILITE DU PERSONNEL. JE RECOMMANDE AVEC CONFIANCE !",Romanian,"AM COMANDAT O BICICLETĂ PENTRU FETE ȘI UN SET DE ROȚI ASISTENTE, AM PRIMIT UN APEL ÎN A DOUA ZI ȘI AM RIDICAT PRODUSELE DIN MAGAZIN. ERAM FOARTE MULȚUMITĂ DE PROMPTITUDINEA CU CARE AU RĂSPUNS LA CERERI ȘI DE AMABILITATEA PERSONALULUI. RECOMAND CU ÎNCREDERE!",我訂購了一輛女孩自行車和一套輔助輪，我在第二天就被聯繫了，並從商店取回了商品。我對他們迅速地響應需求以及工作人員的友善度感到非常滿意！我毫不猶豫地推薦給大家!,"Am comandat o bicicletă pentru fetițe și un set de roți auxiliare, iar a doua zi am fost contactat și am ridicat produsele de la magazin. Sunt foarte mulțumit de răspunsul rapid la nevoile mele, precum și de amabilitatea personalului! Fără ezitare, le recomand tuturor!"
excelenta comunicare cu responsabilul dept  care mi-a facut comanda si am primit produsul dorit in timp foarte bun - . Felicitari! Singurul aspect care m-a dezamagit un pic este ca produsul comandat - cizme - a venit fara ambalaj (cutie) .,436030,"{'choices': ['delivery - positive', 'delivery - negative', 'staff competency - positive']}",22,manual,excelenta comunicare cu responsabilul dept care mi-a facut comanda si am primit produsul dorit in timp foarte bun - . Felicitari! Singurul aspect care m-a dezamagit un pic este ca produsul comandat - cizme - a venit fara ambalaj (cutie) .,excelenta comunicare cu responsabilul dept care mi-a facut comanda si am primit produsul dorit in timp foarte bun - . Felicitari! Singurul aspect care m-a dezamagit un pic este ca produsul comandat - cizme - a venit fara ambalaj (cutie) . </s>,delivery is positive; staff competency is negative,Excellente communication avec le responsable du département qui a passé ma commande et j'ai reçu le produit souhaité en très peu de temps - . Félicitations ! Le seul aspect qui m'a un peu déçu est que le produit commandé - les bottes - est arrivé sans emballage (boîte).,Romanian,Comunicare excelentă cu șeful departamentului care a procesat comanda mea și am primit produsul dorit în foarte puțin timp - Felicitări! Singurul aspect care m-a dezamăgit un pic este că produsul comandat - bocancii - a sosit fără ambalaj (cutie).,与部门负责人沟通很顺畅，他们帮我下了订单，我也很快收到了想要的产品 - 恭喜！唯一有点失望的是我订购的产品——靴子，没有包装（盒子）就送达了。,"Comunicarea cu șeful departamentului a decurs foarte bine, mi-au plasat comanda și am primit foarte repede produsul dorit - felicitări! Singura mică dezamăgire a fost că produsul pe care l-am comandat - botoși, nu a venit ambalat (cutie) la livrare."
"Articolele sportive si de îmbrăcăminte sunt sistematic organizate, intr-o gama de calități care acoperă suficient si nevoile si dorințele de mai bun si intr-o varietate care depășește binișor suficieta. Personalul este discret dar prezent si competent in recomandări.",436031,"{'choices': ['shop organization - positive', 'quality - positive', 'shop diversity - positive', 'staff competency - positive']}",22,manual,"Articolele sportive si de îmbrăcăminte sunt sistematic organizate, intr-o gama de calități care acoperă suficient si nevoile si dorințele de mai bun si intr-o varietate care depășește binișor suficieta. Personalul este discret dar prezent si competent in recomandări.","Articolele sportive si de îmbrăcăminte sunt sistematic organizate, intr-o gama de calități care acoperă suficient si nevoile si dorințele de mai bun si intr-o varietate care depășește binișor suficieta. Personalul este discret dar prezent si competent in recomandări. </s>",shop organization is positive; quality is positive; shop diversity is positive; staff competency is positive,"Les articles de sport et de vêtement sont systématiquement organisés, dans une gamme de qualités qui couvrent suffisamment les besoins et les désirs de mieux et dans une variété qui dépasse largement le suffisant. Le personnel est discret mais présent et compétent dans les recommandations.",Romanian,"Articolele de sport și îmbrăcăminte sunt organizate sistematic, într-o gamă de calități care acoperă suficient nevoile și dorințele de a face mai bine și într-o varietate care depășește cu mult ceea ce este suficient. Personalul este discret, dar prezent și competent în recomandări.",体育和服装的文章都是有系统地组织起来的，质量范围足以满足更好的需求和愿望，并且种类繁多，远远超过足够。员工们态度低调但存在，能够提供专业的建议。,"Articolele de sport și îmbrăcăminte sunt organizate sistematic, cu o gamă de calități care să satisfacă nevoi și dorințe mai bune, și sunt foarte diverse, mult peste ceea ce este suficient. Angajații au o atitudine modestă, dar prezentă, și pot oferi sfaturi profesionale."
Am dorit sa cumpar o paleta de ping pong in valaore de  aproximativ 180 lei. In magazinul Metalurgiei aparea pe stoc doua bucati. Nu au fost gasite. Raspunsul a fost ca probail au fost furate. Au verificat stocul si am fost trimis in Palady unde apareau mai multe bucatie pe stoc. In acest magazin nu am gasit produsul nici cu ajutorul unui reprezentant al magazinului. Am fost nevoi sa cumpar ceva mai ieftin.,436037,"{'choices': ['security - negative', 'shop diversity - negative', 'shop organization - negative']}",22,manual,Am dorit sa cumpar o paleta de ping pong in valaore de aproximativ 180 lei. In magazinul Metalurgiei aparea pe stoc doua bucati. Nu au fost gasite. Raspunsul a fost ca probail au fost furate. Au verificat stocul si am fost trimis in Palady unde apareau mai multe bucatie pe stoc. In acest magazin nu am gasit produsul nici cu ajutorul unui reprezentant al magazinului. Am fost nevoi sa cumpar ceva mai ieftin.,Am dorit sa cumpar o paleta de ping pong in valaore de aproximativ 180 lei. In magazinul Metalurgiei aparea pe stoc doua bucati. Nu au fost gasite. Raspunsul a fost ca probail au fost furate. Au verificat stocul si am fost trimis in Palady unde apareau mai multe bucatie pe stoc. In acest magazin nu am gasit produsul nici cu ajutorul unui reprezentant al magazinului. Am fost nevoi sa cumpar ceva mai ieftin. </s>,security is negative; shop diversity is negative; shop organization is negative,"J'ai voulu acheter une palette de ping-pong d'une valeur d'environ 180 lei. Dans le magasin de la Métallurgie, deux pièces étaient en stock. Elles n'ont pas été trouvées. La réponse était qu'elles ont probablement été volées. Ils ont vérifié le stock et je'ai été envoyé à Palady où plusieurs pièces étaient en stock. Dans ce magasin, je n'ai pas trouvé le produit même avec l'aide d'un représentant du magasin. J'ai été obligé d'acheter quelque chose de moins cher.",Romanian,"Am vrut să cumpăr o paletă de ping-pong cu o valoare de aproximativ 180 lei. În magazinul Metalurgiei, două bucăți erau în stoc. Nu au fost găsite. Răspunsul a fost că probabil au fost furate. Au verificat stocul și am fost trimis la Palady, unde mai multe piese erau în stoc. În acest magazin, nu am găsit produsul nici măcar cu ajutorul unui reprezentant al magazinului. Am fost nevoit să cumpăr ceva mai ieftin.",我想购买一张价值约180雷亚尔的乒乓球桌。在金属制品店里，有两件货物在库存中。但是它们没有被找到。答案是它们可能被偷了。他们检查了库存，并让我去了帕拉迪（Palady），那里有多件货物在库存中。在这家商店里，即使有销售代表的帮助，我也没能找到该产品。我不得不购买更便宜的东西。,"Vreau să cumpăr o masă de tenis de masă în valoare de aproximativ 180 de reali. La magazinul de produse metalice, existau două bucăți în stoc. Dar ele nu au fost găsite. Răspunsul a fost că probabil au fost furate. Ei au verificat stocul și m-au trimis la Palady, unde existau mai multe bucăți în stoc. În acest magazin, chiar cu ajutorul reprezentantului de vânzări, nu am reușit să găsesc produsul. A trebuit să cumpăr ceva mai ieftin."
Personalul a fost amabil si ne-au placut serviciile extra de calibrare/montare accesorii bicicleta copii.Nu ne-a placut faptul ca la castile de protectie erau modele putine si marimile erau doar doua.,436045,"{'choices': ['staff competency - positive', 'service - positive', 'shop diversity - negative']}",22,manual,Personalul a fost amabil si ne-au placut serviciile extra de calibrare/montare accesorii bicicleta copii.Nu ne-a placut faptul ca la castile de protectie erau modele putine si marimile erau doar doua.,Personalul a fost amabil si ne-au placut serviciile extra de calibrare/montare accesorii bicicleta copii.Nu ne-a placut faptul ca la castile de protectie erau modele putine si marimile erau doar doua. </s>,staff competency is positive; service is positive; shop diversity is negative,Le personnel était aimable et nous avons apprécié les services supplémentaires de calibration/montage d'accessoires pour les vélos enfants. Nous n'avons pas aimé le fait que les casques de protection avaient peu de modèles et qu'il n'y avait que deux tailles.,Romanian,Personalul a fost amabil și ne-a plăcut serviciile suplimentare de calibrare/montare a accesorizilor pentru bicicletele copiilor. Nu ne-a plăcut faptul că cascele de protecție aveau puține modele și existau doar două mărimi.,工作人员很友好，我们还欣赏了儿童自行车的校准/安装配件等额外服务。我们不喜欢的是安全头盔款式太少，只有两种尺寸。,"Personalul a fost foarte amabil, am apreciat și servicii suplimentare precum reglarea / instalarea de accesorii pentru bicicletele copiilor. Ce nu ne-a plăcut a fost că existau prea puține modele de cască de protecție, doar două dimensiuni."
Foarte multumit de faptul ca gasesc tot ceea ce am nevoie pentru sportul pe care il practic,436046,shop diversity - positive,22,manual,Foarte multumit de faptul ca gasesc tot ceea ce am nevoie pentru sportul pe care il practic,Foarte multumit de faptul ca gasesc tot ceea ce am nevoie pentru sportul pe care il practic </s>,shop diversity is positive,Très satisfait de trouver tout ce dont j'ai besoin pour le sport que je pratique,Romanian,Foarte mulțumit să găsesc tot ce am nevoie pentru sportul pe care îl practic,对于找到我所从事的运动中需要的一切，我感到非常满意,Sunt foarte mulțumit de găsirea a tot ceea ce am nevoie pentru activitatea mea sportivă
"Sunt un client fidel si multumit, privind produsele si serviciile oferite de dumneavoastra.",436048,"{'choices': ['product - positive', 'service - positive']}",22,manual,"Sunt un client fidel si multumit, privind produsele si serviciile oferite de dumneavoastra.","Sunt un client fidel si multumit, privind produsele si serviciile oferite de dumneavoastra. </s>",product is positive; service is positive,"Je suis un client fidèle et satisfait, en ce qui concerne les produits et les services que vous offrez.",Romanian,Sunt un client fidel și satisfăcut în ceea ce privește produsele și serviciile pe care le oferiți.,我是您产品和服务的忠实且满意的客户。,Sunt un client fidel și satisfăcut al produselor și serviciilor dvs.
"Ca de fiecare data, rezultatul este unul satisfacator. Cred ca se putea si mai bine de data aceasta, dar e totul ok :)",436050,misc - neutral,22,manual,"Ca de fiecare data, rezultatul este unul satisfacator. Cred ca se putea si mai bine de data aceasta, dar e totul ok :)","Ca de fiecare data, rezultatul este unul satisfacator. Cred ca se putea si mai bine de data aceasta, dar e totul ok :) </s>",misc is neutral,"Comme d'habitude, le résultat est satisfaisant. Je pense que cela aurait pu être encore mieux cette fois-ci, mais tout va bien :)",Romanian,"Cum era de așteptat, rezultatul este satisfăcător. Cred că ar fi putut fi și mai bine de data aceasta, dar totul este în regulă :)",跟往常一样，结果很令人满意。我觉得这次本可以做得更好，但一切都还行：),"La fel ca de obicei, rezultatul a fost mulțumitor. Cred că de data aceasta se putea face mai bine, dar totul a mers bine:)"
"Am primit exact ce am comandat, la timp. Calitatea este buna, ca de obicei :) Imi place Decathlon!!! :)",436052,"{'choices': ['delivery - positive', 'quality - positive']}",22,manual,"Am primit exact ce am comandat, la timp. Calitatea este buna, ca de obicei :) Imi place Decathlon!!! :)","Am primit exact ce am comandat, la timp. Calitatea este buna, ca de obicei :) Imi place Decathlon!!! :) </s>",delivery is positive; quality is positive,"J'ai reçu exactement ce que j'ai commandé, à temps. La qualité est bonne, comme d'habitude :) J'adore Decathlon!!! :)",Romanian,"Am primit exact ceea ce am comandat, la timp. Calitatea este bună, ca de obicei :) Îmi place foarte mult Decathlon!!! :)",我收到了我订购的东西，而且很及时。质量很好，跟往常一样：）我超爱迪卡侬！！！：）,"Am primit ceea ce am comandat și în timp util. Calitatea este bună, ca de obicei :) Îmi place foarte mult Decathlon!!! :)"
Sunt in continuare multumita de serviciile si produsele oferite de magazin. Personalul este foarte dragut.,436053,"{'choices': ['product - positive', 'service - positive', 'staff competency - positive']}",22,manual,Sunt in continuare multumita de serviciile si produsele oferite de magazin. Personalul este foarte dragut.,Sunt in continuare multumita de serviciile si produsele oferite de magazin. Personalul este foarte dragut. </s>,product is positive; service is positive; staff competency is positive,Je suis toujours satisfaite des services et des produits offerts par le magasin. Le personnel est très aimable.,Romanian,Sunt întotdeauna mulțumită de serviciile și produsele oferite de magazin. Personalul este foarte amabil.,我一直对商店提供的服务和产品很满意。员工非常友好。,Am fost întotdeauna mulțumit de serviciile și produsele oferite de magazin. Angajații sunt foarte amabili.
In acest magazin gasesti mereu ce cauti si intotdeauna te surprinde cu inca ceva in plus care iti trebuie.,436054,shop diversity - positive,22,manual,In acest magazin gasesti mereu ce cauti si intotdeauna te surprinde cu inca ceva in plus care iti trebuie.,In acest magazin gasesti mereu ce cauti si intotdeauna te surprinde cu inca ceva in plus care iti trebuie. </s>,shop diversity is positive,"Dans ce magasin, vous trouverez toujours ce que vous cherchez et il vous surprendra toujours avec quelque chose de plus dont vous avez besoin.",Romanian,"În acest magazin, veți găsi întotdeauna ceea ce căutați și vă va surprinde mereu cu ceva în plus de care aveți nevoie.",在这家商店里，你总能找到你想要的东西，而且它总会用一些你需要但没想到的东西来惊艳你。,"În acest magazin, poți să găsești întotdeauna ceea ce îți dorești și va fi întotdeauna capabil să te surprindă cu ceva de care ai nevoie, dar nu ți-ai dat seama."
