text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,cmlm_raw_text
"Salutare. Am un card cadou de la voi si normal am vrut sa imi comand ceva online si sa platesc si cu suma de pe card cumparaturile. Acest lucru nu este posibil si il consider un mare minus. Imi plac produsele voastre dar nu si magazinele. Prea multa dezorganizare, copii care alearga peste tot si se plimba cu tot felul de biciclete, trotinete etc. + faceti bine si adauti filtre la produse pentru ca nu este tocmai ok sa cauti prin 300 de articole produsul dorit.",434431,"{'choices': ['environment - negative', 'product - positive', 'service - negative', 'shop organization - negative', 'tech support - negative']}",26,manual,"Salutare. Am un card cadou de la voi si normal am vrut sa imi comand ceva online si sa platesc si cu suma de pe card cumparaturile. Acest lucru nu este posibil si il consider un mare minus. Imi plac produsele voastre dar nu si magazinele. Prea multa dezorganizare, copii care alearga peste tot si se plimba cu tot felul de biciclete, trotinete etc. + faceti bine si adauti filtre la produse pentru ca nu este tocmai ok sa cauti prin 300 de articole produsul dorit.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Salutare. Am un card cadou de la voi si normal am vrut sa imi comand ceva online si sa platesc si cu suma de pe card cumparaturile. Acest lucru nu este posibil si il consider un mare minus. Imi plac produsele voastre dar nu si magazinele. Prea multa dezorganizare, copii care alearga peste tot si se plimba cu tot felul de biciclete, trotinete etc. + faceti bine si adauti filtre la produse pentru ca nu este tocmai ok sa cauti prin 300 de articole produsul dorit. </s>",environment is negative; product is positive; service is negative; shop organization is negative; tech support is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . salutare. am un card cadou de la voi si normal am vrea sa imi comand ceva online si sa platesc si cu suma de pe card cumparaturile. acest lucru nu este posibil si il consider un mare pacat. imi plac produsele voastre dar nu si pretul. prea multa lume, copii care alearga peste tot si se plimba cu tot felul de biciclete, trotinete etc. + faceti bine si adaugauti filtre la filtre pentru ca nu este tocmai ok sa cauti prin 300 de articole produsul dorit.</s>"
copii care testeaza diferite echipamente trebuie restrictionati la o anumita zona. varietate/disponibilitate redusa la produsele off-season,434434,"{'choices': ['environment - negative', 'shop diversity - negative']}",26,manual,copii care testeaza diferite echipamente trebuie restrictionati la o anumita zona. varietate/disponibilitate redusa la produsele off-season,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: copii care testeaza diferite echipamente trebuie restrictionati la o anumita zona. varietate/disponibilitate redusa la produsele off-season </s>,environment is negative; shop diversity is negative,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . copii care testeaza diferite echipamente trebuie restrictionati la o anume zona. varietate / disponibilitate redusa la / off - sezonson</s>
"A inceput sezonul de primavara vara. Cautam de mult timp echipament de bicicleta pentru femei (costume). Rafturile sunt goale, poate cu unul doua produse si acestea marime foarte mare (XXL) pe care nu le cumpara nimeni si stau in raft de mult timp (scriu asta pentru ca va vizitez magazinul destul de des). Nu exista personal pe raion pentru a ne da informatiile necesare.......de fapt pe nici un raion nu am gasit un angajat pentru eventuale informatii.Foarte slaba aprovizionarea, mai ales acum cand cererile sunt mari (echipament biciclete, role, etc).",434436,"{'choices': ['staff availability - negative', 'shop diversity - negative']}",26,manual,"A inceput sezonul de primavara vara. Cautam de mult timp echipament de bicicleta pentru femei (costume). Rafturile sunt goale, poate cu unul doua produse si acestea marime foarte mare (XXL) pe care nu le cumpara nimeni si stau in raft de mult timp (scriu asta pentru ca va vizitez magazinul destul de des). Nu exista personal pe raion pentru a ne da informatiile necesare.......de fapt pe nici un raion nu am gasit un angajat pentru eventuale informatii.Foarte slaba aprovizionarea, mai ales acum cand cererile sunt mari (echipament biciclete, role, etc).","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: A inceput sezonul de primavara vara. Cautam de mult timp echipament de bicicleta pentru femei (costume). Rafturile sunt goale, poate cu unul doua produse si acestea marime foarte mare (XXL) pe care nu le cumpara nimeni si stau in raft de mult timp (scriu asta pentru ca va vizitez magazinul destul de des). Nu exista personal pe raion pentru a ne da informatiile necesare.......de fapt pe nici un raion nu am gasit un angajat pentru eventuale informatii.Foarte slaba aprovizionarea, mai ales acum cand cererile sunt mari (echipament biciclete, role, etc). </s>",staff availability is negative; shop diversity is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . a inceput sezonul de primavara vara. cautam de mult timp echipament de bicicleta pentru copii ( costume ). rafturile sunt goale, poate cu unul doua modele si acestea sunt foarte mare ( xxl ) pe care nu le cumpara nimeni si stau in raft de mult timp ( scriu asta pentru ca va intrebez destul de des ). nu exista personal pe stoc pentru a ne da informatiile necesare....... de fapt pe nici un raion nu am gasit un om pentru aceste informatii. foarte slaba aprovizionarea, mai ales acum cand cereril sunt mari ( echipament biciclete, role, etc ).</s>"
"Dvs ca firma ok,dar firma de curierat dezastru, cu toate ca au mai trimis in zona mea fara probleme!",434439,"{'choices': ['delivery - positive', 'delivery - negative']}",26,manual,"Dvs ca firma ok,dar firma de curierat dezastru, cu toate ca au mai trimis in zona mea fara probleme!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Dvs ca firma ok,dar firma de curierat dezastru, cu toate ca au mai trimis in zona mea fara probleme! </s>",delivery is positive,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: ? dvs ca firma ok, dar firma de curierat, cu toate ca au mai trimis in zona mea fara probleme!</s>"
Pallady este deja un magazin aglomerat și aglomerația este amplificată în mare măsură de activitățile interioare. Activitățile ar trebui organizate în afară.,434440,"{'choices': ['environment - negative', 'shop organization - negative']}",26,manual,Pallady este deja un magazin aglomerat și aglomerația este amplificată în mare măsură de activitățile interioare. Activitățile ar trebui organizate în afară.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Pallady este deja un magazin aglomerat și aglomerația este amplificată în mare măsură de activitățile interioare. Activitățile ar trebui organizate în afară. </s>,environment is negative; shop organization is negative,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . pallady este deja un magazin aglomerat și aglomerația este amplificată în mare măsură de zonele interioare. activitățile ar trebui organizate în afară.</s>
"Am comandat doua produse: un kit de snorkeling şi o busola. Comanda a fost inregistrata pe data de 19 iulie si chiar speram sa o primesc repede, pentru ca era un cadou. Pe 24 iulie am sunat la voi sa intreb de colet, pentru ca nu primisem nicio veste de la curier. Tipa de la voi mi-a dat awb-ul si m-a invitat sa ma descurc cu el. Pe site aparea ca nici nu plecase coletul. Am sunat la FanCourier, le-am dat awb-ul si au zis ca ma suna inapoi. Dupa cateva ore tot nu sunasera, i-am sunat iarasi si am aflat ca nu dadeau de coletul meu. Am sunat iarasi la voi şi colega voastra mi-a zis asa, putin mai pe ocolite, ca nu mai este treaba ei. I-am explicat ca ati depasit termenul de livrare si ca este clar treaba voastra. Pana noaptea, coletul a fost gasit si expediat de urgenta catre mine. Dar nu mica mi-a fost mirarea cand am deschis cutia si am descoperit un kit de snorkeling zgâriat, uzat şi plin de praf. Nu cred ca a fost doar """"la raft"""" pentru ca arata extrem de nasol. Ca sa nu mai zic ca am comandat o marime foarte mare, iar inotatoarele primite erau cam mici si ochelarii... de copil. V-am returnat de asemenea si busola, pentru ca avea ambalajul rupt. O mare bataie de joc. N-o sa se intample prea curand sa comand ceva de la voi. Regret ca expediat imediat produsele inapoi si nu m-am dus cu ele intai la Protectia Consumatorului!",434441,"{'choices': ['delivery - negative', 'product - negative', 'service - negative', 'staff competency - negative']}",26,manual,"Am comandat doua produse: un kit de snorkeling și o busola. Comanda a fost inregistrata pe data de 19 iulie si chiar speram sa o primesc repede, pentru ca era un cadou. Pe 24 iulie am sunat la voi sa intreb de colet, pentru ca nu primisem nicio veste de la curier. Tipa de la voi mi-a dat awb-ul si m-a invitat sa ma descurc cu el. Pe site aparea ca nici nu plecase coletul. Am sunat la FanCourier, le-am dat awb-ul si au zis ca ma suna inapoi. Dupa cateva ore tot nu sunasera, i-am sunat iarasi si am aflat ca nu dadeau de coletul meu. Am sunat iarasi la voi și colega voastra mi-a zis asa, putin mai pe ocolite, ca nu mai este treaba ei. I-am explicat ca ati depasit termenul de livrare si ca este clar treaba voastra. Pana noaptea, coletul a fost gasit si expediat de urgenta catre mine. Dar nu mica mi-a fost mirarea cand am deschis cutia si am descoperit un kit de snorkeling zgâriat, uzat și plin de praf. Nu cred ca a fost doar """"la raft"""" pentru ca arata extrem de nasol. Ca sa nu mai zic ca am comandat o marime foarte mare, iar inotatoarele primite erau cam mici si ochelarii... de copil. V-am returnat de asemenea si busola, pentru ca avea ambalajul rupt. O mare bataie de joc. N-o sa se intample prea curand sa comand ceva de la voi. Regret ca expediat imediat produsele inapoi si nu m-am dus cu ele intai la Protectia Consumatorului!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am comandat doua produse: un kit de snorkeling și o busola. Comanda a fost inregistrata pe data de 19 iulie si chiar speram sa o primesc repede, pentru ca era un cadou. Pe 24 iulie am sunat la voi sa intreb de colet, pentru ca nu primisem nicio veste de la curier. Tipa de la voi mi-a dat awb-ul si m-a invitat sa ma descurc cu el. Pe site aparea ca nici nu plecase coletul. Am sunat la FanCourier, le-am dat awb-ul si au zis ca ma suna inapoi. Dupa cateva ore tot nu sunasera, i-am sunat iarasi si am aflat ca nu dadeau de coletul meu. Am sunat iarasi la voi și colega voastra mi-a zis asa, putin mai pe ocolite, ca nu mai este treaba ei. I-am explicat ca ati depasit termenul de livrare si ca este clar treaba voastra. Pana noaptea, coletul a fost gasit si expediat de urgenta catre mine. Dar nu mica mi-a fost mirarea cand am deschis cutia si am descoperit un kit de snorkeling zgâriat, uzat și plin de praf. Nu cred ca a fost doar """"la raft"""" pentru ca arata extrem de nasol. Ca sa nu mai zic ca am comandat o marime foarte mare, iar inotatoarele primite erau cam mici si ochelarii... de copil. V-am returnat de asemenea si busola, pentru ca avea ambalajul rupt. O mare bataie de joc. N-o sa se intample prea curand sa comand ceva de la voi. Regret ca expediat imediat produsele inapoi si nu m-am dus cu ele intai la Protectia Consumatorului! </s>",delivery is negative; product is negative; service is negative; staff competency is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . am comandat doua produse : un kit de snorkeling și o busola. comanda a fost facuta pe data de 19 iulie si chiar speram sa o primesc repede, pentru ca era un curier. pe 24 iulie am sunat la voi sa intreb de coletut, pentru ca nu primisem nicio veste de la voi. tipa de la voi mi - a dat awb - ul si m - a invitat sa ma descurc cu el. pe site aparea ca nici nu plecase bine. am sunat la fancourier, le - am dat awb - ul si au zis ca ma suna inapoi. dupa ce ei tot nu sunasera, i - am sunat iarasi si am vazut ca nu dadeau de coletul meu. am sunat iarasi la voi și colega voastra mi - a zis asa, putin mai pe ocolite, ca nu mai este treaba ei. i - am explicat ca ati depasit timpul de livrare si ca este clar treaba ei. vineri noaptea, coletul a fost gasit si expediat de urgenta catre mine. dar nu mica mi - a fost mirarea cand am vazut cutia si am vazut un set de masina zgâriat, rupt și plin de praf. nu cred ca a fost doar "" "" la raft "" "" pentru ca arata extrem de urat. ca sa nu mai zic ca am comandat o marime foarte mare, iar reflectatoarele primite erau cam mici si asa... de copil. v - am trimis de asemenea si busola, pentru ca avea ambalajul rupt. o mare eroare de cap. n - o sa se intample prea curand sa comand ceva de la voi. regret ca expediat imediat si inapoi si nu m - am dus cu ele intai la magazie!</s>"
"Pentru produsele care nu sunt disponibile in magazin livrarea pe comanda dureaza foarte foarte mult. Multe magazine on-line se misca mult mai repede, mult peste standarul dvs.",434442,delivery - negative,26,manual,"Pentru produsele care nu sunt disponibile in magazin livrarea pe comanda dureaza foarte foarte mult. Multe magazine on-line se misca mult mai repede, mult peste standarul dvs.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Pentru produsele care nu sunt disponibile in magazin livrarea pe comanda dureaza foarte foarte mult. Multe magazine on-line se misca mult mai repede, mult peste standarul dvs. </s>",delivery is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . pentru produsele care nu sunt aduse in magazin sau pe comanda dureaza foarte foarte mult. multe firme on - line se misca mult mai repede, mult peste standarul dvs.</s>"
nu stiu cum sa fac sa pun pe card si celelate cumparaturi facute la Decatolon; am doar produsele,434443,misc - neutral,26,manual,nu stiu cum sa fac sa pun pe card si celelate cumparaturi facute la Decatolon; am doar produsele,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: nu stiu cum sa fac sa pun pe card si celelate cumparaturi facute la Decatolon; am doar produsele </s>,misc is neutral,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . nu stiu cum sa fac sa pun pe site si celelalte poze facute la decatolon ; am doar produsele</s>
"Daca se poate tine sub control mai bine plimbarile cu biciclete,trotinete si jucatul de fotbal prin magazin ar fi grozav. In Franta nu am gasit asa ceva.",434444,environment - negative,26,manual,"Daca se poate tine sub control mai bine plimbarile cu biciclete,trotinete si jucatul de fotbal prin magazin ar fi grozav. In Franta nu am gasit asa ceva.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Daca se poate tine sub control mai bine plimbarile cu biciclete,trotinete si jucatul de fotbal prin magazin ar fi grozav. In Franta nu am gasit asa ceva. </s>",environment is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . daca se poate tine sub control mai bine mersul cu biciclete, chiar si jucatul de fotbal prin magazin ar fi grozav. in franta nu am vazut asa ceva.</s>"
"Am venit sa luam o bicicleta pt copii, la telefon nu a raspuns nimeni sa putem intreba daca este in stoc. Nu o aveati.  A trebuit sa o comandam online iar livrarea dureaza exprem de mult, estimeaza sfarsitul lunii sau chiar mai tarziu... Intr-un magazin cu un astfel de prestigiu este necesar sa aveti stocuri fizice cu toate produsele. Informatiile mentionate on-line privind stocurile nu sunt la zi. Am intrat intr-una din zile intr-un magazin si am vazut ca aveati o anume bicicleta in numar de 12 bucati  iar a doua zi, on-line aparea ca fiind indisponibila la acelasi magazin, or sansele de a se vinde 12 bucati de pe o zi pe alta sunt f mici.",434445,"{'choices': ['delivery - negative', 'shop diversity - negative', 'shop organization - negative', 'staff competency - negative']}",26,manual,"Am venit sa luam o bicicleta pt copii, la telefon nu a raspuns nimeni sa putem intreba daca este in stoc. Nu o aveati. A trebuit sa o comandam online iar livrarea dureaza exprem de mult, estimeaza sfarsitul lunii sau chiar mai tarziu... Intr-un magazin cu un astfel de prestigiu este necesar sa aveti stocuri fizice cu toate produsele. Informatiile mentionate on-line privind stocurile nu sunt la zi. Am intrat intr-una din zile intr-un magazin si am vazut ca aveati o anume bicicleta in numar de 12 bucati iar a doua zi, on-line aparea ca fiind indisponibila la acelasi magazin, or sansele de a se vinde 12 bucati de pe o zi pe alta sunt f mici.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am venit sa luam o bicicleta pt copii, la telefon nu a raspuns nimeni sa putem intreba daca este in stoc. Nu o aveati. A trebuit sa o comandam online iar livrarea dureaza exprem de mult, estimeaza sfarsitul lunii sau chiar mai tarziu... Intr-un magazin cu un astfel de prestigiu este necesar sa aveti stocuri fizice cu toate produsele. Informatiile mentionate on-line privind stocurile nu sunt la zi. Am intrat intr-una din zile intr-un magazin si am vazut ca aveati o anume bicicleta in numar de 12 bucati iar a doua zi, on-line aparea ca fiind indisponibila la acelasi magazin, or sansele de a se vinde 12 bucati de pe o zi pe alta sunt f mici. </s>",delivery is negative; shop diversity is negative; shop organization is negative; staff competency is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . am vrut sa luam o masina pt copii, la care nu a raspuns nimeni sa putem intreba daca este in stoc. nu o aveati. a trebuit sa o schimbm iar asta dureaza exprem de mult, la sfarsitul lunii sau chiar mai tarziu... intr - un magazin cu un astfel de prestigiu este necesar sa aveti stocuri fizice cu toate datele. informatiile din on - line privind stocul nu sunt la zi. am intrat intr - una din zile intr - un magazin si am vazut ca aveati o anume bicicleta in numar de 12 bucati iar a doua zi, on - line aparea ca fiind indisponibila la acelasi magazin, or sanse de a se vinde 12 bucati de pe o zi pe alta sunt f mici.</s>"
"Haosul creat de copii veniti cu parinti doar pentru a si pierde timpul in magazin. Un adevarat pericol pentru ei si pentru noi.Am vazut doi copii cazand, unul de pe o bicicleta si altul de pe un al vehicul asa zisa tricilcleta. Articolele folosite in mare parte de copii, lasate vraiste in magazin.",434453,"{'choices': ['environment - negative', 'shop organization - negative']}",26,manual,"Haosul creat de copii veniti cu parinti doar pentru a si pierde timpul in magazin. Un adevarat pericol pentru ei si pentru noi.Am vazut doi copii cazand, unul de pe o bicicleta si altul de pe un al vehicul asa zisa tricilcleta. Articolele folosite in mare parte de copii, lasate vraiste in magazin.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Haosul creat de copii veniti cu parinti doar pentru a si pierde timpul in magazin. Un adevarat pericol pentru ei si pentru noi.Am vazut doi copii cazand, unul de pe o bicicleta si altul de pe un al vehicul asa zisa tricilcleta. Articolele folosite in mare parte de copii, lasate vraiste in magazin. </s>",environment is negative; shop organization is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . haosul creat de copii veniti cu masina doar pentru a si pierde timpul in magazin. un adevarat haos pentru ei si pentru noi. am vazut doi copii mici, unul de pe o bicicleta si altul de pe un al vehicul asa zisa tricilcleta. articolele folosite in mare parte de copii, lasate vrabie in urma.</s>"
"Cam dezamagit ca faptul ca cecul de fidelitate nu merge folosit online.Acum ce ar trebui sa fac, sa strabat 300km pana la cel mai apropiat magazin Decathlon?",434458,tech support - negative,26,manual,"Cam dezamagit ca faptul ca cecul de fidelitate nu merge folosit online.Acum ce ar trebui sa fac, sa strabat 300km pana la cel mai apropiat magazin Decathlon?","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cam dezamagit ca faptul ca cecul de fidelitate nu merge folosit online.Acum ce ar trebui sa fac, sa strabat 300km pana la cel mai apropiat magazin Decathlon? </s>",tech support is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . cam dezamagit ca faptul ca tichetul de pensie nu merge folosit online. acum ce ar trebui sa fac, sa strabez 300km pana la cel mai apropiat sediu decathlon?</s>"
mise pare ca este destul de bun si frumos GG osa main venim,434460,misc - neutral,26,manual,mise pare ca este destul de bun si frumos GG osa main venim,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: mise pare ca este destul de bun si frumos GG osa main venim </s>,misc is neutral,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . mise pare ca este destul de bun si frumos gg osas.</s>
"foarte putine articole sportive pentru fotbal, respectiv ieri 09.10.2017 erau doar putine modele de pantofi sport cu crampoane pentru copii, iar cele care erau avea preturi destul de mari!",434468,"{'choices': ['shop diversity - negative', 'price - negative']}",26,manual,"foarte putine articole sportive pentru fotbal, respectiv ieri 09.10.2017 erau doar putine modele de pantofi sport cu crampoane pentru copii, iar cele care erau avea preturi destul de mari!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: foarte putine articole sportive pentru fotbal, respectiv ieri 09.10.2017 erau doar putine modele de pantofi sport cu crampoane pentru copii, iar cele care erau avea preturi destul de mari! </s>",shop diversity is negative; price is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . foarte putine articole sportive pentru fotbal, respectiv ieri 09. 10. 2017 erau doar putine modele de pantofi sport cu crampoane pentru copii, iar cele care erau existau destul de bune!</s>"
"49 lei un pret la care nu ma atept sa gasesc calitate premium dar totusi parca vreau ceva destul de bun. Ochelarii arata foarte frumos, pot spune ca sunt confortabili desi ma strang usor, nu foarte deranjant. Sunt buni pe vreme insorita desi au o tenta de lumina galbena. Ochelarii, sper sa nu ma insel, prezinta o mica dioptrie. Nu stiu daca se intampla doar cu mine, dar din moment ce ii pui iti ofera un mic efect """"fish-eye"""". Nu ma deranjeaza insa nu stiu cat de sanatos e pentru sanatatea ochilor. Insa de departe ce ma deranjeaza la acesti ochelari este faptul ca sunt foarte sensibili la zgarieturi. Pe partea din fata au inceput sa apara zgarieturi dupa o zi de folosire cu un nivel de uzura normala. As recomanda produsul daca ar fi putin mai ieftini, sa iti permiti sa schimbi cateva perechi.",434473,"{'choices': ['product - positive', 'product - negative', 'price - negative', 'quality - negative']}",26,manual,"49 lei un pret la care nu ma atept sa gasesc calitate premium dar totusi parca vreau ceva destul de bun. Ochelarii arata foarte frumos, pot spune ca sunt confortabili desi ma strang usor, nu foarte deranjant. Sunt buni pe vreme insorita desi au o tenta de lumina galbena. Ochelarii, sper sa nu ma insel, prezinta o mica dioptrie. Nu stiu daca se intampla doar cu mine, dar din moment ce ii pui iti ofera un mic efect """"fish-eye"""". Nu ma deranjeaza insa nu stiu cat de sanatos e pentru sanatatea ochilor. Insa de departe ce ma deranjeaza la acesti ochelari este faptul ca sunt foarte sensibili la zgarieturi. Pe partea din fata au inceput sa apara zgarieturi dupa o zi de folosire cu un nivel de uzura normala. As recomanda produsul daca ar fi putin mai ieftini, sa iti permiti sa schimbi cateva perechi.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: 49 lei un pret la care nu ma atept sa gasesc calitate premium dar totusi parca vreau ceva destul de bun. Ochelarii arata foarte frumos, pot spune ca sunt confortabili desi ma strang usor, nu foarte deranjant. Sunt buni pe vreme insorita desi au o tenta de lumina galbena. Ochelarii, sper sa nu ma insel, prezinta o mica dioptrie. Nu stiu daca se intampla doar cu mine, dar din moment ce ii pui iti ofera un mic efect """"fish-eye"""". Nu ma deranjeaza insa nu stiu cat de sanatos e pentru sanatatea ochilor. Insa de departe ce ma deranjeaza la acesti ochelari este faptul ca sunt foarte sensibili la zgarieturi. Pe partea din fata au inceput sa apara zgarieturi dupa o zi de folosire cu un nivel de uzura normala. As recomanda produsul daca ar fi putin mai ieftini, sa iti permiti sa schimbi cateva perechi. </s>",product is positive; price is negative; quality is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . 49 lei un pret la care nu ma incupt sa gasesc calitate premium dar totusi parca vreau ceva destul de bun. ochelarii arata foarte frumos, pot spune ca sunt confortabili desi ma misca usor, nu foarte deranjant. sunt ok pe vreme insorita desi au o tenta de lumina galbena. ochelarii, sper sa nu ma insel, au o mica dioptrie. nu stiu daca se intampla doar cu mine, dar din moment ce ii pui iti ofera un mic efect "" "" fish - eye "" "". nu ma deranjeaza insa nu stiu cat de bun e pentru sanatatea ochilor. insa de departe ce ma deranjeaza la acesti ochelari este faptul ca sunt foarte buni la zgarieturi. pe partea din fata au inceput sa apara pete dupa o zi de folosire cu un nivel de uzura mare. as recomanda, daca ar fi putin mai ieftin, sa iti iei sa schimbi 2 perechi.</s>"
Am fost la magazinul de la Bacau care nu e chiar foarte,434477,misc - neutral,26,manual,Am fost la magazinul de la Bacau care nu e chiar foarte,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am fost la magazinul de la Bacau care nu e chiar foarte </s>,misc is neutral,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . am fost la unul de la cluj care nu e chiar foarte</s>
"Copii peste tot, parcă suntem la un parc de distracții. Oricând sunt premize să apară un conflict între un părinte, fericit că a scăpat momentan de povara supravegherii copilului, și un adult deranjat de comportamentul copiilor. Poate noul concept al magazinului este """"Creșă nu comerț"""".",434478,environment - negative,26,manual,"Copii peste tot, parcă suntem la un parc de distracții. Oricând sunt premize să apară un conflict între un părinte, fericit că a scăpat momentan de povara supravegherii copilului, și un adult deranjat de comportamentul copiilor. Poate noul concept al magazinului este """"Creșă nu comerț"""".","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Copii peste tot, parcă suntem la un parc de distracții. Oricând sunt premize să apară un conflict între un părinte, fericit că a scăpat momentan de povara supravegherii copilului, și un adult deranjat de comportamentul copiilor. Poate noul concept al magazinului este """"Creșă nu comerț"""". </s>",environment is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . ca peste tot, parcă suntem la un parc de distracții. oricând sunt șanse să apară un dialog între un părinte, fericit că a scăpat momentan de povara supravegherii copilului, și un copil deranjat de comportamentul copiilor. poate noul concept al magazinului este "" "" creșă nu școală "" "".</s>"
"Fiind client fidel de cand decathlon a venit in Romania, client cu achizitii personale de peste 20.000 de lei, am observat faptul ca la unele produse calitatea a scazut. Preturile au crescut pentru produse care se vor mai """"tehnice"""" ajungand din urma branduri sau produse superioare fara a oferi aceiasi performanta sau calitate, in special produsele Simond si unele produse quechua care preiau designul dar fara functionalitate. Incaltamintea a fost intotdeauna de sla ba calitate, incercand sa imite constructia si designul altor branduri. Am achzitionat peste 8 perechi de incaltari din care am returnat 3 pentru pentru ca s-au deteriorat rapid ( rupt / dezlipit). Singurele lucruri pe care le consider ok din punct de vedere calitate /pret sunt unele din produsele quechua pendru drumetie , produsele tribord si geonautica, produsele din categoria fitness si alergare si cateva produse pt camping. Este evident ca urmariti profitul dar pentru mine ca si client conteaza sa oferiti produse mai calitative si cu un pret """"corect"""". Concluzie finala: va indreptati in directia gresita.",434480,"{'choices': ['quality - negative', 'price - negative', 'product - negative', 'quality - positive', 'price - positive', 'product - positive']}",26,manual,"Fiind client fidel de cand decathlon a venit in Romania, client cu achizitii personale de peste 20.000 de lei, am observat faptul ca la unele produse calitatea a scazut. Preturile au crescut pentru produse care se vor mai """"tehnice"""" ajungand din urma branduri sau produse superioare fara a oferi aceiasi performanta sau calitate, in special produsele Simond si unele produse quechua care preiau designul dar fara functionalitate. Incaltamintea a fost intotdeauna de sla ba calitate, incercand sa imite constructia si designul altor branduri. Am achzitionat peste 8 perechi de incaltari din care am returnat 3 pentru pentru ca s-au deteriorat rapid ( rupt / dezlipit). Singurele lucruri pe care le consider ok din punct de vedere calitate /pret sunt unele din produsele quechua pendru drumetie , produsele tribord si geonautica, produsele din categoria fitness si alergare si cateva produse pt camping. Este evident ca urmariti profitul dar pentru mine ca si client conteaza sa oferiti produse mai calitative si cu un pret """"corect"""". Concluzie finala: va indreptati in directia gresita.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Fiind client fidel de cand decathlon a venit in Romania, client cu achizitii personale de peste 20.000 de lei, am observat faptul ca la unele produse calitatea a scazut. Preturile au crescut pentru produse care se vor mai """"tehnice"""" ajungand din urma branduri sau produse superioare fara a oferi aceiasi performanta sau calitate, in special produsele Simond si unele produse quechua care preiau designul dar fara functionalitate. Incaltamintea a fost intotdeauna de sla ba calitate, incercand sa imite constructia si designul altor branduri. Am achzitionat peste 8 perechi de incaltari din care am returnat 3 pentru pentru ca s-au deteriorat rapid ( rupt / dezlipit). Singurele lucruri pe care le consider ok din punct de vedere calitate /pret sunt unele din produsele quechua pendru drumetie , produsele tribord si geonautica, produsele din categoria fitness si alergare si cateva produse pt camping. Este evident ca urmariti profitul dar pentru mine ca si client conteaza sa oferiti produse mai calitative si cu un pret """"corect"""". Concluzie finala: va indreptati in directia gresita. </s>",quality is negative; price is negative; product is negative,"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: . fiind client fidel de cand decathlon a venit in romania, client cu achizitii personale de peste 20. 000 de lei, am simtit faptul ca la unele produse pretul a scazut. preturile au crescut pentru produse care se vor mai "" "" tehnice "" "" ajungand din urma branduri sau produse superioare fara a oferi aceasi performanta sau design, in special produsele simond si unele produse quechua care preiau designul dar fara functionalitate. incaltamintea a fost intotdeauna de foartea calitate, incercand sa copiem si pretul altor marci. am achzitionat peste 8 perechi de ghete din care am luat 3 pentru pentru ca s - au deteriorat rapid ( rupt / dezlipit ). singurele modele pe care le consider ok din punct de vedere calitate / pret sunt unele din produsele quechua pen. drumetie, produsele tribord si geonautica, produsele din categoria fitness si alergare si produsele pt copii. este evident ca urmariti profitul dar pentru mine ca si client conteaza sa oferiti cele mai calitative si cu un pret "" "" corect "" "". concluzie finala : va indreptati in directia gresita.</s>"
