text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,cmlm_text
Mai buna pregatire a angajatilor si disponibilitate crescuta in orele de varf,433995,"{'choices': ['staff availability - negative', 'staff competency - negative']}",26,manual,Mai buna pregatire a angajatilor si disponibilitate crescuta in orele de varf,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mai buna pregatire a angajatilor si disponibilitate crescuta in orele de varf </s>,staff availability is negative; staff competency is negative,. mai buna parte a angajatilor si disponibilitate crescuta in orele de varf
"Gasesti cu greu un angajat prin magazin, iar cand il gasesti te trimite pe tine sa-ti rezolvi problema. Exemplu: o pereche de adidasi nu puteau fi probati din cauza sistemului de alarma. Radpunsul lui a fost ca nu se poate scoate. I-am replicat ca nu se pot proba, deci nu se pot vinde si mi-a spus sa ma duc la casa sa le scot sistemul de alarma, in loc sa ia adidasii si sa faca el asta. A teebuit sa las copilul descult sa ma astepte, ca sa rezolv eu o problema care nu era a mea, ci tot a angajatilor, care pusesera prost sistemul de alarma.",433997,"{'choices': ['staff availability - negative', 'staff competency - negative']}",26,manual,"Gasesti cu greu un angajat prin magazin, iar cand il gasesti te trimite pe tine sa-ti rezolvi problema. Exemplu: o pereche de adidasi nu puteau fi probati din cauza sistemului de alarma. Radpunsul lui a fost ca nu se poate scoate. I-am replicat ca nu se pot proba, deci nu se pot vinde si mi-a spus sa ma duc la casa sa le scot sistemul de alarma, in loc sa ia adidasii si sa faca el asta. A teebuit sa las copilul descult sa ma astepte, ca sa rezolv eu o problema care nu era a mea, ci tot a angajatilor, care pusesera prost sistemul de alarma.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Gasesti cu greu un angajat prin magazin, iar cand il gasesti te trimite pe tine sa-ti rezolvi problema. Exemplu: o pereche de adidasi nu puteau fi probati din cauza sistemului de alarma. Radpunsul lui a fost ca nu se poate scoate. I-am replicat ca nu se pot proba, deci nu se pot vinde si mi-a spus sa ma duc la casa sa le scot sistemul de alarma, in loc sa ia adidasii si sa faca el asta. A teebuit sa las copilul descult sa ma astepte, ca sa rezolv eu o problema care nu era a mea, ci tot a angajatilor, care pusesera prost sistemul de alarma. </s>",staff availability is negative; staff competency is negative,". gasesti cu greu un client prin oras, iar cand il gasest. te trimise pe tine sa - ti rezolvi treaba. ps : o masina de bani nu poate fi facuta din punctul de vedere. ideea lui a fost ca nu se poate repara. i - am zis ca nu se pot repara, deci nu se pot repara si mi - a zis sa ma duc la el sa le scot eu de acolo, in loc sa ia banii si sa faca el asta. a zis sa las usa descus sa ma ajute, ca sa rezolv eu o treaba care nu era a mea, ci tot a lor, care pusu problel de el."
"In general venim cu placere la aceasta locatie, dar ne lipseste foarte mult masa de tenis de masa unde ne distram de minune si consumam ceva calorii.Inca ceva legat de articole incaltaminte sport copii(adidasi),nu se gasesc numerele 38,39 la unele modele de top si nu numai.O zi buna.Cu stima si respect fam.LUCA DIN CONSTANTA.",434000,"{'choices': ['environment - negative', 'shop diversity - negative']}",26,manual,"In general venim cu placere la aceasta locatie, dar ne lipseste foarte mult masa de tenis de masa unde ne distram de minune si consumam ceva calorii.Inca ceva legat de articole incaltaminte sport copii(adidasi),nu se gasesc numerele 38,39 la unele modele de top si nu numai.O zi buna.Cu stima si respect fam.LUCA DIN CONSTANTA.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: In general venim cu placere la aceasta locatie, dar ne lipseste foarte mult masa de tenis de masa unde ne distram de minune si consumam ceva calorii.Inca ceva legat de articole incaltaminte sport copii(adidasi),nu se gasesc numerele 38,39 la unele modele de top si nu numai.O zi buna.Cu stima si respect fam.LUCA DIN CONSTANTA. </s>",environment is negative; shop diversity is negative,". in contint cu totii la aceasta firma, dar ne lipseste foarte mult partea de tenis de masa unde ne distram de minune si ard ceva calorii. inca ceva legat de adidasamint pentru copii ( adidasi ), nu se gasesc decat 38, 39 la unele firme de top si nu numai. o zi buna. cu stima si respect.. elena din constanta."
"Oferta este extrem de săracă în ceea ce privește îmbrăcămintea de munte pentru femei. Nu ai de unde alege. La bocanci, aceleași surprize neplăcute. Păcat. Plus toți copiii care se plimbă cu bicicletele, trotinetele, rolele prin magazin, e foarte deranjant. Eu înțeleg că trebuie testat, dar ei doar vin să se plimbe și nici nu cumpără. Ar trebui un spațiu separat pentru așa ceva.",434003,"{'choices': ['shop diversity - negative', 'environment - negative']}",26,manual,"Oferta este extrem de săracă în ceea ce privește îmbrăcămintea de munte pentru femei. Nu ai de unde alege. La bocanci, aceleași surprize neplăcute. Păcat. Plus toți copiii care se plimbă cu bicicletele, trotinetele, rolele prin magazin, e foarte deranjant. Eu înțeleg că trebuie testat, dar ei doar vin să se plimbe și nici nu cumpără. Ar trebui un spațiu separat pentru așa ceva.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Oferta este extrem de săracă în ceea ce privește îmbrăcămintea de munte pentru femei. Nu ai de unde alege. La bocanci, aceleași surprize neplăcute. Păcat. Plus toți copiii care se plimbă cu bicicletele, trotinetele, rolele prin magazin, e foarte deranjant. Eu înțeleg că trebuie testat, dar ei doar vin să se plimbe și nici nu cumpără. Ar trebui un spațiu separat pentru așa ceva. </s>",shop diversity is negative; environment is negative,". orașul este extrem de săracă în ceea ce privește tipul de gunoi pentru copii. nu ai de unde alege. la fel, aceleași locuri neplăcute... plus toți cei care se plimbă cu mașina, copii, merg prin magazin, e foarte deranjant. eu înțeleg că suntă, dar ei doar vin să se plimbae și nici nu știu. ar fi un loct pentru așa ceva."
"Va recomand sa specificati la conditiile de retur toate amanuntele Ex  plata curierului pentru returnarea produsului In magazine nu se face retur la costumele de baie, nu este specificat nicaieri acest amanunt.Marimile nu corespund, costumul de baie este foarte mic, am comandat un produs pentru 14 ani si in realitate este pentru un copil de maximum 10 ani.",434005,"{'choices': ['product - negative', 'return warranty - negative']}",26,manual,"Va recomand sa specificati la conditiile de retur toate amanuntele Ex plata curierului pentru returnarea produsului In magazine nu se face retur la costumele de baie, nu este specificat nicaieri acest amanunt.Marimile nu corespund, costumul de baie este foarte mic, am comandat un produs pentru 14 ani si in realitate este pentru un copil de maximum 10 ani.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Va recomand sa specificati la conditiile de retur toate amanuntele Ex plata curierului pentru returnarea produsului In magazine nu se face retur la costumele de baie, nu este specificat nicaieri acest amanunt.Marimile nu corespund, costumul de baie este foarte mic, am comandat un produs pentru 14 ani si in realitate este pentru un copil de maximum 10 ani. </s>",product is negative; return warranty is negative,". va recomand sa faceti la fel de plata toate, ex plata curierului pentru situatiile in care nu se face retur la cada de baie, nu este specificat nicaieri acest lucru. pozele nu corespund, setul de baie este foarte scump, am comandat un set pentru 14 ani si in plus este pentru un copil de maximme 10 ani."
Nu cred ca'si au locul in magazin diverse activitati de joaca pt copiii ...te impiedici de ei...dau peste tine nu poti sa cauti produsele care te intereseaza din cauza lor  .Lasa de dorit politica magazinului.,434006,environment - negative,26,manual,Nu cred ca'si au locul in magazin diverse activitati de joaca pt copiii ...te impiedici de ei...dau peste tine nu poti sa cauti produsele care te intereseaza din cauza lor .Lasa de dorit politica magazinului.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu cred ca'si au locul in magazin diverse activitati de joaca pt copiii ...te impiedici de ei...dau peste tine nu poti sa cauti produsele care te intereseaza din cauza lor .Lasa de dorit politica magazinului. </s>,environment is negative,. nu cred ca'si au locul in vedere diverse activitati de joaca cu copiii... te impied - de ei... dau peste tine nu poti sa vezi ceva care te intereseaza din viata lor. lasa de domenia magazinului.
"Nu stiu daca este general valabil review-ul meu, dar pentru experienta petrecuta nu pot acorda altfel de punctaje.Calitatea serviciului a fost mai putin decat satisfacatoare. Probabil din lipsa experientei persoanei care s-a ocupat de bicicleta lasata in service a rezultat aceasta impresie, dar rezultatul nu a fost cel asteptat.De exemplu: transmisia a fost gresata desi nu era necesar (rezultand mizerie ce nu era necesara); ghidonul a fost stramb; nici la revenire nu a fost rezolvat; franele au fost slabite in loc de stranse; franele pe disc nu au fost centrate corespunzator; anvelopele nu au fost montate in asa fel incat sa nu aiba efectul de """"8"""".Toate cele mentionate mai sus au fost rezolvate de mine, acasa.Nici amabilitatea nu a fost de top, dar nici rea.Sa nu mai mentionez faptul ca toata aceasta sesiune a fost estimata la 140 RON... bine ca bicicleta este inca in garantie si nu am fost nevoit sa platesc.Se poate si mai bine.",434007,"{'choices': ['price - negative', 'return warranty - positive', 'service - negative', 'staff competency - negative', 'staff competency - neutral']}",26,manual,"Nu stiu daca este general valabil review-ul meu, dar pentru experienta petrecuta nu pot acorda altfel de punctaje.Calitatea serviciului a fost mai putin decat satisfacatoare. Probabil din lipsa experientei persoanei care s-a ocupat de bicicleta lasata in service a rezultat aceasta impresie, dar rezultatul nu a fost cel asteptat.De exemplu: transmisia a fost gresata desi nu era necesar (rezultand mizerie ce nu era necesara); ghidonul a fost stramb; nici la revenire nu a fost rezolvat; franele au fost slabite in loc de stranse; franele pe disc nu au fost centrate corespunzator; anvelopele nu au fost montate in asa fel incat sa nu aiba efectul de """"8"""".Toate cele mentionate mai sus au fost rezolvate de mine, acasa.Nici amabilitatea nu a fost de top, dar nici rea.Sa nu mai mentionez faptul ca toata aceasta sesiune a fost estimata la 140 RON... bine ca bicicleta este inca in garantie si nu am fost nevoit sa platesc.Se poate si mai bine.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu stiu daca este general valabil review-ul meu, dar pentru experienta petrecuta nu pot acorda altfel de punctaje.Calitatea serviciului a fost mai putin decat satisfacatoare. Probabil din lipsa experientei persoanei care s-a ocupat de bicicleta lasata in service a rezultat aceasta impresie, dar rezultatul nu a fost cel asteptat.De exemplu: transmisia a fost gresata desi nu era necesar (rezultand mizerie ce nu era necesara); ghidonul a fost stramb; nici la revenire nu a fost rezolvat; franele au fost slabite in loc de stranse; franele pe disc nu au fost centrate corespunzator; anvelopele nu au fost montate in asa fel incat sa nu aiba efectul de """"8"""".Toate cele mentionate mai sus au fost rezolvate de mine, acasa.Nici amabilitatea nu a fost de top, dar nici rea.Sa nu mai mentionez faptul ca toata aceasta sesiune a fost estimata la 140 RON... bine ca bicicleta este inca in garantie si nu am fost nevoit sa platesc.Se poate si mai bine. </s>",price is negative; return warranty is positive; service is negative; staff competency is negative,". nu stiu daca este general feedback - ul meu, dar pentru incepui nu pot da altfel de pareri..ul a fost mai putin.a. probabil din cauza persoa celui care s - a ocupat de instalea in sine a rezultat aceasta eroare, dar pretul nu a fost cel dorit. de exemplu : nu a fost montat desi nu era necesar ( de ceea ce nu era nevoie ) ; nu a fost bun ; nici la cheie nu a fost bun ; nu au fost puse in loc de sus ; nici pe spate nu au fost centrate bine ; si nu au fost montate in asa fel incat sa nu aiba numar de "" "" 8 "" "". toate cele de mai sus au fost rezolvate de mine, sincer. nici amabilitatea nu a fost de vina, dar nici timpul. sa nu mai mentionez faptul ca toata aceastu sesiune a fost estimata la 140 ron... bine ca nu este inca in garantu si nu am fost nevoit sa cumpar. se poate si mai bine."
lipsa personalului pe raioane si permiterea clientilor de a se comporta ca la un magazin second hand,434008,"{'choices': ['service - negative', 'staff availability - negative']}",26,manual,lipsa personalului pe raioane si permiterea clientilor de a se comporta ca la un magazin second hand,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: lipsa personalului pe raioane si permiterea clientilor de a se comporta ca la un magazin second hand </s>,service is negative; staff availability is negative,. lipsa personalului pe site si teama clientilor de a se comporta ca la un magazin second hand
"Am platit un serviciu care nu exista, comanda este in intarziere si nici nu va veni completa.Probabil prima si ultima comanda pe care o voi face.",434009,"{'choices': ['delivery - negative', 'service - negative']}",26,manual,"Am platit un serviciu care nu exista, comanda este in intarziere si nici nu va veni completa.Probabil prima si ultima comanda pe care o voi face.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am platit un serviciu care nu exista, comanda este in intarziere si nici nu va veni completa.Probabil prima si ultima comanda pe care o voi face. </s>",delivery is negative; service is negative,". am facut un site care nu exista, nu este in stoc si nici nu va mai exista. probabil prima si ultima plata pe care o voi face."
"Magazinul dezorganizat, foarte multi angajati, insa prea putini disponibili...si impertinenti.",434010,"{'choices': ['shop organization - negative', 'staff competency - negative', 'staff availability - negative']}",26,manual,"Magazinul dezorganizat, foarte multi angajati, insa prea putini disponibili...si impertinenti.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Magazinul dezorganizat, foarte multi angajati, insa prea putini disponibili...si impertinenti. </s>",shop organization is negative; staff competency is negative; staff availability is negative,". foartei, foarte multi angajati, insa prea putini disponibili... si impertinenti."
"Buna ziua.Sunt foarte dezamagit, am lasat o comanda pentru 3 perechi de incaltaminte si nici dupa 3 saptamani nu au mai sosit. Colegul dvs m-a anuntat ca intr-o saptamana o sa ajunga. Care este raspunsul dvs?",434017,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",26,manual,"Buna ziua.Sunt foarte dezamagit, am lasat o comanda pentru 3 perechi de incaltaminte si nici dupa 3 saptamani nu au mai sosit. Colegul dvs m-a anuntat ca intr-o saptamana o sa ajunga. Care este raspunsul dvs?","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua.Sunt foarte dezamagit, am lasat o comanda pentru 3 perechi de incaltaminte si nici dupa 3 saptamani nu au mai sosit. Colegul dvs m-a anuntat ca intr-o saptamana o sa ajunga. Care este raspunsul dvs? </s>",delivery is negative; service is negative; staff competency is negative,"? buna ziua. sunt foarte trista, am facut o comanda pentru 3 cutii de apa si nici dupa 3 zile nu au mai ajuns. firma dvs m - a sunat ca intr - o luna o sa ajunga. care este opinia dvs?"
"prea multi clienti, foarte aglomerat. personalul nu reusea sa recomande ceva.",434020,"{'choices': ['environment - negative', 'staff competency - negative']}",26,manual,"prea multi clienti, foarte aglomerat. personalul nu reusea sa recomande ceva.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: prea multi clienti, foarte aglomerat. personalul nu reusea sa recomande ceva. </s>",environment is negative; staff competency is negative,". prea multi clienti, foarte putini. nimeni nu reusea sa recomande ceva."
"Desi am mai semnalat aceasta problema si raspunsul a fost ca se va rezolva, este aceeasi atmosfera de parc de distractii si multa dezordine. Ma refer in special la copiii care ''incearca'' tot felul de biciclete, trotinete si nu numai in incinta magazinului, existand un pericol real de accidente.",434024,"{'choices': ['environment - negative', 'staff competency - negative']}",26,manual,"Desi am mai semnalat aceasta problema si raspunsul a fost ca se va rezolva, este aceeasi atmosfera de parc de distractii si multa dezordine. Ma refer in special la copiii care ''incearca'' tot felul de biciclete, trotinete si nu numai in incinta magazinului, existand un pericol real de accidente.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Desi am mai semnalat aceasta problema si raspunsul a fost ca se va rezolva, este aceeasi atmosfera de parc de distractii si multa dezordine. Ma refer in special la copiii care ''incearca'' tot felul de biciclete, trotinete si nu numai in incinta magazinului, existand un pericol real de accidente. </s>",environment is negative; staff competency is negative,". desi am mai vazut aceasta zona si ideea a fost ca se va repeta, este aceeasi stare de locuri de gunoi si multa dezordine. ma refer in special la cei care'' fura'' tot felul de biciclete, trotinetete si nu numai in bucuresti, este un pericol real de moarte."
Am uitat o pereche de bete la casa. Din pacate am constatat prea tarziu si se pare ca nu se mai gasesc :(,434025,security - negative,26,manual,Am uitat o pereche de bete la casa. Din pacate am constatat prea tarziu si se pare ca nu se mai gasesc :(,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am uitat o pereche de bete la casa. Din pacate am constatat prea tarziu si se pare ca nu se mai gasesc :( </s>,security is negative,. am gasit o serie de pe la ele. din pacate am ajuns prea tarziu si se pare ca nu se mai gasesc : (
"Sunt foarte dezamagit de serviciile online, am facut o comanda acum 2 saptamani si inca nu a ajuns.",434026,"{'choices': ['service - negative', 'delivery - negative']}",26,manual,"Sunt foarte dezamagit de serviciile online, am facut o comanda acum 2 saptamani si inca nu a ajuns.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunt foarte dezamagit de serviciile online, am facut o comanda acum 2 saptamani si inca nu a ajuns. </s>",service is negative; delivery is negative,". sunt foarte dezamagit de serviciile online, am plasat o comanda acum 2 saptamani si inca nu a ajuns."
"magazin slab aprovizionat, f multe articole lipsa, personal putin si muzica turceasca/manele in difuzoare",434028,"{'choices': ['shop diversity - negative', 'staff availability - negative', 'environment - negative']}",26,manual,"magazin slab aprovizionat, f multe articole lipsa, personal putin si muzica turceasca/manele in difuzoare","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: magazin slab aprovizionat, f multe articole lipsa, personal putin si muzica turceasca/manele in difuzoare </s>",shop diversity is negative; staff availability is negative; environment is negative,". magazin slab dotat, f multe locurii, personal putin si muzica turceasca / manele in boxeor"
De 1 saptamina astept sa vina de la tg jiu 1 pereche de adidasi si nici in ziua de azi nu am fost sunat.,434029,delivery - negative,26,manual,De 1 saptamina astept sa vina de la tg jiu 1 pereche de adidasi si nici in ziua de azi nu am fost sunat.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: De 1 saptamina astept sa vina de la tg jiu 1 pereche de adidasi si nici in ziua de azi nu am fost sunat. </s>,delivery is negative,. de 1 saptamina incerc sa comand de la tg jiu 1 milion de km si nici in ziua de azi nu am fost acasa.
"Am dorit sa mi se racordeze racheta sambata, si fiind o prrioada aglomerata, chiar omul ce stia sa racordeze nu era disponibil, am fost amanat politicos in cursul saptamanii. Cum sunt din Fieni in cursul saptamanii nu pot veni asa ca la sfarsit de saptamana nu imi pot racorda racheta la dumneavoastra. De aceea sunt nemultumit.",434030,staff availability - negative,26,manual,"Am dorit sa mi se racordeze racheta sambata, si fiind o prrioada aglomerata, chiar omul ce stia sa racordeze nu era disponibil, am fost amanat politicos in cursul saptamanii. Cum sunt din Fieni in cursul saptamanii nu pot veni asa ca la sfarsit de saptamana nu imi pot racorda racheta la dumneavoastra. De aceea sunt nemultumit.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am dorit sa mi se racordeze racheta sambata, si fiind o prrioada aglomerata, chiar omul ce stia sa racordeze nu era disponibil, am fost amanat politicos in cursul saptamanii. Cum sunt din Fieni in cursul saptamanii nu pot veni asa ca la sfarsit de saptamana nu imi pot racorda racheta la dumneavoastra. De aceea sunt nemultumit. </s>",staff availability is negative,". am cerut sa mi se conecteze racheta aici, si fiind o pr locatida aglomerata, chiar daca ce vroiam sa fac nu era ok, am fost foarte politicos in timpul saptamanii. cum sunt din fieni in bucuresti nu pot ajunge asa ca la final de saptamana nu imi pot facea la dumneavoastra. de aceea sunt trist."
"Personal fara interes fata de client.IMPORTANT: personal de paza obraznic,slab pregatit .Va face de ris! Schimbati urgent! Pierdeti clienti!",434037,"{'choices': ['security - negative', 'staff competency - negative']}",26,manual,"Personal fara interes fata de client.IMPORTANT: personal de paza obraznic,slab pregatit .Va face de ris! Schimbati urgent! Pierdeti clienti!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Personal fara interes fata de client.IMPORTANT: personal de paza obraznic,slab pregatit .Va face de ris! Schimbati urgent! Pierdeti clienti! </s>",security is negative; staff competency is negative,". personal fara grija fata de client. ex : personal de paza obraznic, slab pregatit. va face de ras! schimbati urgent! pierdeti clienti!"
"Lipsa multor produse,castrastofa din acest punct de vedere, sunt foarte putine produse in raft si acealea care sunt doar pentru maxim 3 marimi. Personalul lipsa din raioane, cunostinte minime despre produsele magazinului. In trecut era mult mai bine din toate punctele de vedere. Am mai constatat scoaterea totala a multor produse de cate eram multumit si la multe produse se foloses materiale mai putin calitative fata de anii precedenti.",434038,"{'choices': ['product - negative', 'quality - negative', 'shop diversity - negative', 'staff availability - negative', 'staff competency - negative']}",26,manual,"Lipsa multor produse,castrastofa din acest punct de vedere, sunt foarte putine produse in raft si acealea care sunt doar pentru maxim 3 marimi. Personalul lipsa din raioane, cunostinte minime despre produsele magazinului. In trecut era mult mai bine din toate punctele de vedere. Am mai constatat scoaterea totala a multor produse de cate eram multumit si la multe produse se foloses materiale mai putin calitative fata de anii precedenti.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Lipsa multor produse,castrastofa din acest punct de vedere, sunt foarte putine produse in raft si acealea care sunt doar pentru maxim 3 marimi. Personalul lipsa din raioane, cunostinte minime despre produsele magazinului. In trecut era mult mai bine din toate punctele de vedere. Am mai constatat scoaterea totala a multor produse de cate eram multumit si la multe produse se foloses materiale mai putin calitative fata de anii precedenti. </s>",product is negative; quality is negative; shop diversity is negative; staff availability is negative; staff competency is negative,". lipsa multor haine, care din acest punct de vedere, sunt foarte limitae in stoc si aceiaa care sunt doar pentru maxim 3 marimi. o lipsa din pacate, vorbesc despre restul magazinului. in rest era mult mai bine din toate puncte de vedere. am mai consta, scoaterea afara a multor haine de care eram multumit si la multe produse se foloses mult mai putin, fata de anii precedenti."
"A fost cea mai aglomerata zi pe care am intalnit-o intr-un magazin Decathlon. Poate ar trebui sa mobilizati mai mult personal sau sa eficientizati ceva. Produsele erau foarte dezorganizate, iar anumite numere (incaltaminte de hiking) nu le-am gasit decat la alt raion.",434043,"{'choices': ['environment - negative', 'shop diversity - negative', 'shop organization - negative', 'staff availability - negative']}",26,manual,"A fost cea mai aglomerata zi pe care am intalnit-o intr-un magazin Decathlon. Poate ar trebui sa mobilizati mai mult personal sau sa eficientizati ceva. Produsele erau foarte dezorganizate, iar anumite numere (incaltaminte de hiking) nu le-am gasit decat la alt raion.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: A fost cea mai aglomerata zi pe care am intalnit-o intr-un magazin Decathlon. Poate ar trebui sa mobilizati mai mult personal sau sa eficientizati ceva. Produsele erau foarte dezorganizate, iar anumite numere (incaltaminte de hiking) nu le-am gasit decat la alt raion. </s>",environment is negative; shop diversity is negative; shop organization is negative; staff availability is negative,". a fost cea mai aglomerata zi pe care am avut - o intr - un shop decathlon. poate ar trebui sa mobilizati mai mult personal sau sa faceti ceva. orele erau foarte multe, iar anumite zone ( destul de multe ) nu le - am pututt la alt nivel."
Limitare acces cu triciclete intre rafturi ...deoarece e deranjant sa probezi ceva si cineva sa te loveasca,434048,environment - negative,26,manual,Limitare acces cu triciclete intre rafturi ...deoarece e deranjant sa probezi ceva si cineva sa te loveasca,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Limitare acces cu triciclete intre rafturi ...deoarece e deranjant sa probezi ceva si cineva sa te loveasca </s>,environment is negative,. limitare spatiu cu spatiu intre rafturi... deoarece e deranjant sa probezi ceva si cineva sa te loveasca
"Prost indicate preturile  una e la raft si alta la casa ,lipsa personalului  pe raioane .Nu poti obtine o informatie decat de la casele de marcat.",434049,"{'choices': ['shop organization - negative', 'staff availability - negative']}",26,manual,"Prost indicate preturile una e la raft si alta la casa ,lipsa personalului pe raioane .Nu poti obtine o informatie decat de la casele de marcat.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Prost indicate preturile una e la raft si alta la casa ,lipsa personalului pe raioane .Nu poti obtine o informatie decat de la casele de marcat. </s>",shop organization is negative; staff availability is negative,". prost indicate preturile una e la raft si alta la raft, lipsa e pe site. nu poti obtine o reducee de la locul de acolo."
"Dupa 10 luni materialul s-a taiat in dreptul cutei care se formeaza in timpul mersului. Iar cei de la Decathlon au refuzat sa ii schimbe pe motiv ca """"garantia"""" este doar pentru cusaturi si lipituri...........",434050,"{'choices': ['product - negative', 'quality - negative', 'return warranty - negative']}",26,manual,"Dupa 10 luni materialul s-a taiat in dreptul cutei care se formeaza in timpul mersului. Iar cei de la Decathlon au refuzat sa ii schimbe pe motiv ca """"garantia"""" este doar pentru cusaturi si lipituri...........","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Dupa 10 luni materialul s-a taiat in dreptul cutei care se formeaza in timpul mersului. Iar cei de la Decathlon au refuzat sa ii schimbe pe motiv ca """"garantia"""" este doar pentru cusaturi si lipituri........... </s>",product is negative; quality is negative; return warranty is negative,". dupa 10 ani, s - a dus in stocurul care se formeaza in timpul zilei. iar cei de la decathlte au decis sa ii schimbe pe motiv ca "" "" pretul "" "" este doar pentru ei si atat..........."
"Am comandat niste produse. Au sosit dupa 3 saptamani . Am aflat intamplator ca sunt sosite in magazine Tg-Mures, de la fratele meu care isi comanadase si el ceva.",434051,delivery - negative,26,manual,"Am comandat niste produse. Au sosit dupa 3 saptamani . Am aflat intamplator ca sunt sosite in magazine Tg-Mures, de la fratele meu care isi comanadase si el ceva.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am comandat niste produse. Au sosit dupa 3 saptamani . Am aflat intamplator ca sunt sosite in magazine Tg-Mures, de la fratele meu care isi comanadase si el ceva. </s>",delivery is negative,". am primit niste colete. au ajuns dupa 3 zile. am aflat apoi ca sunt sosite in zona tg - mures, de la sotul meu care isi dorea si el ceva."
"Vin aici pentru ca reusesc sa gasesc produse in functie de necesitatile mele si mai mult de atat toate la un loc.  Sunt multumit si de calitatea unora dintre produse insa, de multe ori produsele sunt amestecate intre ele, iar preturile lipsesc la unele din ele. Nu ar fi o problema daca am gasi personalul dispus sa ne ajute insa totdeauna au cate ceva de facut. Nu invinui personalul pentru ca ii vad alergand mereu, insa  se vede si se simte un deficit de angajati!Cu stima.",434063,"{'choices': ['quality - positive', 'shop diversity - positive', 'shop organization - negative', 'staff availability - negative']}",26,manual,"Vin aici pentru ca reusesc sa gasesc produse in functie de necesitatile mele si mai mult de atat toate la un loc. Sunt multumit si de calitatea unora dintre produse insa, de multe ori produsele sunt amestecate intre ele, iar preturile lipsesc la unele din ele. Nu ar fi o problema daca am gasi personalul dispus sa ne ajute insa totdeauna au cate ceva de facut. Nu invinui personalul pentru ca ii vad alergand mereu, insa se vede si se simte un deficit de angajati!Cu stima.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Vin aici pentru ca reusesc sa gasesc produse in functie de necesitatile mele si mai mult de atat toate la un loc. Sunt multumit si de calitatea unora dintre produse insa, de multe ori produsele sunt amestecate intre ele, iar preturile lipsesc la unele din ele. Nu ar fi o problema daca am gasi personalul dispus sa ne ajute insa totdeauna au cate ceva de facut. Nu invinui personalul pentru ca ii vad alergand mereu, insa se vede si se simte un deficit de angajati!Cu stima. </s>",quality is positive; shop diversity is positive; shop organization is negative; staff availability is negative,". vin aici pentru ca reusesc sa gasesc ceva in afara de ale mele si mai mult de atat toate la un loc. sunt curios si de munca unora dintre ele insa, de multe ori, sunt legate intre ele, iar altele lipsesc la unele din ele. nu ar fi o scuza daca am avea oameni care sa ne ajute insa totdeauna au cate ceva de facut. nu invinui echipa pentru ca ii vad alergand mereu, insa se vede si se simte un numar de angajati! cu totul."
Livrarea se poate face si dupa masa?Majoritatea oamenilor se lucreaza pina la ora15.MULTUMESC,434071,misc - neutral,26,manual,Livrarea se poate face si dupa masa?Majoritatea oamenilor se lucreaza pina la ora15.MULTUMESC,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Livrarea se poate face si dupa masa?Majoritatea oamenilor se lucreaza pina la ora15.MULTUMESC </s>,misc is neutral,. nu se poate face si dupa masa? majoritatea nu se lucreaza pina la ora 18. multumesc
