absa_input,absa_target,data_origin
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: As dori sa aflu daca vor reveni in stoc produsele enumerate mai jos. BERMUDE GOLF 500 BĂRBAȚIPANTALON GOLF 500 B BĂRBAȚIPANTALON GOLF 100 BĂRBAȚIPANTALON GOLF 500 DAMĂSANDALE DRUMEȚIE ARPENAZ 120 ALBASTRU BĂRBAȚIIn rest, sunt foarte multumita de orice vizita in Decathlon :)Keep up the good work :) </s>",shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Gasesti absolut orice ai nevoie pentru sport, genial, mai ales ca sport e foarte important pentru sanatatea noastra. </s>",shop diversity is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua. As fi dorit servciul din magazin sa fi fost mai rapid. Per total un serviciu foarte bun. </s>,service is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un produs bun, m-a încântat faptul ca sunt foarte ușori. </s>",product is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Foarte multumit de acest produs. O jacheta de ploaie raport calitate/pret/tehnicitate excelent. Foarte multe buzunare si accesorii care ajuta foarte mult. Membrana a fost foarte ok si s-a comportat excelent </s>,product is positive; price is positive; quality is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunt foarte multumit de acest produs. Este folosit in fiecare zi, e comod, piciorul nu se transpira in el. E cald, are talpa groasa perfect daca vremea e mai rece. </s>",product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Le port deja de 2 ani si sunt la fel de bune. Trecute prin praf, noroi, ploi, soare, nisip. Excelente! Culoarea s-a dus putin, dar in nici un caz nu sunt de aruncat! </s>",product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am comandat acest produs pt.sotul meu care este foarte incantat de el. Nu l.am spalat inca, deci nu pot sa spun nimic din acest punct de vedere.Recomand sincer puloverul. </s>",product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Impresia pozitiva a fost intarita de o angajata tanara, care spunea ca este la liceu si lucreaza doar cateva zile pe saptamana, in weekend. Probabil lucreaza part time, sau colaboratoare. S-a recomandat Maria. Cu multa rabdare si atentie mi-a ajutat fetita sa se obisnuiasca cu niste role pe care le incercam, chiar daca avea alta treaba, aranja ceva haine pe raft. Un mare + pentru ea si pentru Dvs. </s>",staff competency is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Preturi foarte bune raportate la calitatea produselor.Angajatii amabili si deschisi. </s>,price is positive; quality is positive; staff competency is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ar trebui gandita un pic mai bine organizarea produselor in raioane. Cauti mult uneori un produs. </s>,shop organization is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am fost multumita de amabilitatea personalului, cat despre varietatea produselor, pot spune ca am gasit in magazin ceea ce cautam. </s>",shop diversity is positive; staff competency is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu am comentarii de adaugat. Imi place magazinul, personalul e amabil. </s>",staff competency is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Imbunatatirea cunostiintelor personalului despre aspectele si caracteristicile tehnice , sau de folosire a produselor. </s>",staff competency is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: PREA PUTINI ANGAJATI.AR FI NDICAT UN NUMAR MAI MARE.AR FI FOLOSITOR SI UN SCANER DE CODURI DE BARE CA SA PUTEM AFLA SI SINGURI PRETUL UNOR PRODUSE. </s>,staff availability is negative; service is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un loc foarte bun, nu doar pentru cumpărături, dar și pentru relaxare. </s>",environment is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Manusile sunt rezistente si comode, dar daca purtati marimea L alegeti mai bine XL. Nu sunt foarte calduroase, la temperaturi de sub -8 C mainile incep sa inghete. </s>",product is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Anumite sectiuni nu erau similare cu alte magazine Decathlon. De ex a fost greu de identificat gama de caciuli sau produsele de marca proprrie fata de alte magazine </s>,shop organization is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am ramas surprins cand am ajuns acasa si am desfiletat capacul produsului achizitionat si sigiliul produsului era rupt !!! Nu ma asteptam !! Va multumesc !! </s>,product is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un produs foarte bun pentru pretul lui. Asigura protectia gatului si a cefei la temperaturi scazute si pe timp de vant. Recomand! </s>,product is positive; price is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Recomand cu mult drag , pozele de pe site sunt reale , coletul a fost livrat in timp !!! </s>",delivery is positive; tech support is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am fost interesat in vara de una din bicicletele MountanBike care pornea de la un pret de 5-6000 Lei si nu exista fizic sa o vad,la nici o locatie din tara. </s>",shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Preturile sa fie la fel de competitive ca pana acum. Si nu ar strica mai multe oferte. </s>,price is positive; promotions is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Personalul insuficient pe raioane, nu ai cu cine relationa; produselor si-au pastrat pretul dar au scazut considerabil calitatea;daca recomand acest magazin,cu parere de rau pot spune """"ca nu stiu""""(pana acum era clar Da) </s>",staff availability is negative; price is positive; quality is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunt dezamagita ca nu este in stoc.... astept de 2 saptamani sa gie in stoc </s>,shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: zice ca tine 100kg, iar daca se folosesc niste suruburi cu niste capete din plastic tine 130kg...la 80kg se arcuieste foarte putin, la niste tractiuni lejere...la viteza imi e teama sa incerc;...folosit responsabil isi face treaba </s>",product is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mai multe optiuni pentru ghetute / cizmulite pentru copii in 3 ani. Mai multe optiuni de haine de iarna pentru copii de 3 ani. </s>,shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Prefer o gama mai variata la incaltaminte iarna atat pentru barbati , cat si pentru femei , si ma refer la modelele impermeabile si cu strat termic , in primul rand ca design si apoi ca si caracteristici , cu un raport bun , pret- calitate ! Recomand in continuare magazinele Decatlon , si magazinul din Cluj ramane preferatul meu ! Poate ca gresesc , dar cred ca nu aveti aceeasi sortimentatie de marfa in toate magazinele , cred ca la Cluj este mai diversificata marfa , dar ma voi convinge pana la sfarsitul acestei luni :-) </s>",shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: As fi vrut sa pot alege un fleece polar cu fermoar de sus pana jos pt copil de 8 ani, am fost nevoita sa iau ce am găsit, respectiv un model, singurul disponibil pe doar doua culori </s>",shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: am schimbat produsul cu husa de protectie pt ca atunci cand l-am cumparat scria doar husa pe eticheta de pe raft... </s>,shop organization is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: O mica problema a fost la predare cu o roata pe spate nu era centrata bine dar i am comunicat baiatului care sa ocupat de bicicleta si sa rezolva in rest este ok </s>,product is negative; service is positive; staff competency is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: My knee pain gone right after first tennis match played with this strap. I usually had knee pain when trying to climb stairs after doing high intensity sports. Now this is gone and hope it remains the same. </s>,misc is neutral,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Pe ansamblu , magazinul mi-a placut. La unele produse preturile mi s-au parut cam mari. </s>",price is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ar fi mai bine daca magazinul ar avea mai multe cabine de proba :) </s>,service is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am luat ceasul pentru baiatul meu cel mare.Pot spune ca este foarte incantat de el si nu il da jos de la mana. Acum poate monitoriza durata orelor la scoala si mai ales cand apar pauzele. Este extraordinar si il recomand tuturor copiiilor. Va multumesc. </s>,product is positive; quality is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Opiniile sunt foarte constructive atît pentru client căt si pentru magazin! </s>,misc is neutral,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Gruparea articolelor de îmbrăcăminte și încălțăminte pe activități îngreunează găsirea produsului necesar. </s>,shop organization is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Propun Implementarea tipului de Management Kaizen in toate zonele. As incepe cu organizarea de Santiere 5S in zona caselor de marcat (aici se creeaza blocaje - am avut cel putin o situatie in care am plecat fara sa cumpar datorita acestui fapt). As acorda o atentie marita modului in care sunt prezentate produsele noi. Ar fi interesant ca in perioada sarbatorilor sa aveti reduceri semnificative si sa introduceti tura de noapte. Cred ca se mai pot imbunatatii lucrurile si in sfera curateniei. Am avut situatii in care pretul de la raft nu coincidea cu pretul de la casa de marcat - in acest sens trebuie stabilite reguli exacte, personalul trebuie instruit, iar responsabilul trebuie sa se asigure ca procesul decurge normal, trebuie sa se aloce volume de munca/operator care sa poata fi realizate - se poate stimula zona HR prin realizarea unui proiect intitulat simbolic Angajatul Lunii (sau oricum se doreste) care sa primeasca o prima pentru atingerea obiectvelor, initiativa, etc. Implementarea unui soft WMS prin care sa se poata evidentia activitatea fiecarui operator ... etc. </s>",environment is negative; promotions is negative; service is negative; shop organization is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Dezvoltarea magazinului placuta, vederea produselor mai bine si magazinul mai aerisit. </s>",shop organization is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: As dori o oferta mai diversificata la biciclete de dama nu neaparat mai scumpe. </s>,shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ca o precizare pentru aspectele negative, cele cateva produse de [sporturi de] iarna reduse cu greu puteau fi numire """"reduceri""""). Majoritatea aveau aceleasi preturi ca in decembrie. </s>",promotions is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cadoul de craciun a fost foarte apreciat de baietelul meu care a fost foarte incantat de darul de la Mos Craciun. Multumim Mosule </s>,product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunt foarte multumit de cizme, sunt confortabile si calduroase, nu intra apa le port zilnic si sunt multumit </s>",product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Deci bicicleta este una foarte buna tinand cont ca in 5 zile de cand am primit-o am facut 200 de km. PRO: 1.Bicicleta este foarte rezistenta si vine cu cauciucuri de viteza2.E destul de usoara tinand cont ca eu am marimea L si trebuie sa o urc pana la etajul 3 de vreo 3-4 ori pe zi fara probleme.3. Bicicleta este foarte stabila la viteza, de exemplu am cu 50 de km/h, la vale, fara sa tin mainile pe ghidon.4. Suspensia pe fata este extrem de buna, am mers cu bicicleta peste tot, si drumuri foriestere, rezista foarte bine.5. Vine cu lumini.6. Franele sunt extrem de eficiente, mai ales cea de pe fata, trebuie sa aveti grija cum trageti ca altfel sariti de pe ea.CONTRA: 1. Seaua nu e placuta, poti rezista pe ea, dar unii prefera una mai moale.2. Jantele sunt simple, adica se pot indoia mai usor, eu am coborat 4 scari, am sarit borduri si au rezistat foarte ok, doar roata de pe spate s-a indoiat putin, atat cat sa se atinga frana de janta. </s>",product is positive; quality is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Imi place mult deschiderea pentru activitati sports related - cursuri de invatat mersul pe bicicleta, ateliere de manevrabilitate si siguranta pentru copii, bike rodeo etc. </s>",service is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Angajantul nu știa unde se află raionul nutriție si suplimente . </s>,staff competency is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am lasat nr de tel.pt a fi informat despre un produs si nu a mai sunat nimeni. </s>,staff competency is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Multumesc echipei Decathlon din Militari Shoping Center pentru amabilitate, respect si profesionalismRamane magazinul meu preferat in materie de sport !Felicitari Deacathlon Militari </s>",staff competency is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este un produs foarte bun si impermeabil si cel mai important sta foarte bine in spate,foarte comod si ușor. </s>",product is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: -reduceri de preturi pentru clientii fideli:-promotii la articolele de calitate. </s>,promotions is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: L-am cumparat cu putin timp in urma si deja a avut o mica aventura cu ursul :). se monteaza usor, este practic si arata foarte bine. sunt multumit de produsul achizitionat. </s>",product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este un rucsac incapator si foarte practic.L-am cumparat pentru fetita mea,pentru scoala.Este foarte incantata de el,este comod ,impermeabil si foarte bine compartimentat. </s>",product is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Lipsa personalului la raionul biciclete copiii pentru a fi îndrumați de modalitățile de achiziționare. </s>,staff availability is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: La incaltamintea sport, lipsesc marimile 42, inteleg ca este o marime mai comuna, tocmai din acest motiv tebuie sa modificati strategia, legat de aceasta situatie.Bidoanele de apa, de la raionul ciclism - nu prea ai din ce alege, cu parere de rau.Zi faina! </s>",shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: ESTE UN LOC UNDE GASESTI CEEA CE CAUTI SI LA PRET OK. </s>,price is positive; shop diversity is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu am gasit decat o singura pereche pantofi sport din piele nr. 36 (gen Adidas, Nike etc) . </s>",shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sunt puțin nemulțumit de felul în care mi-au fost pregătite schiurile si clăparii! Nu prea vorbesc angajații dvoastra unii cu alții! </s>,staff competency is negative; service is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Personalul e super OK pt orice informație. Preturile sunt mai mult decât excelente. Ar trebui diversificată gama produselor de sezon. </s>,price is positive; staff competency is positive; shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este ușor de găsit produsele în magazin și are o gamă largă de produse. </s>,shop organization is positive; shop diversity is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: As dori sa aveti mai multe produse de pe site disponibile in magazin, pentru a le putea proba. </s>",shop organization is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: La acest pret, nu aveti cum sa gasiti ceva mai bun... </s>",price is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Vizita a decurs foarte bine, reușind sa achiziționăm ceea ce ne-am propus. </s>",misc is neutral,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Raport calitate pret optim. Informare consumator deplina. Personal dinamic instrit si amabil. Expunere produse adecvata. Multumesc! </s>,price is positive; quality is positive; shop diversity is positive; shop organization is positive; staff competency is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna! Atmosfera este intotdeauna primitoare. Personalul excelent! Preturi competitive. In schimb in acea zi cautam o vesta de inot pentru fiica mea. Ar fi fost nemaipomenit daca as fi gasit in varianta gonflabila. Succes si la mai multe vanzari! </s>,environment is positive; staff competency is positive; price is positive; shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un magazin de exceptie. Ar trebui sa mai deschideti si in alte locatii. </s>,misc is neutral,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sa aveti pe site si produsele, cu specificatii complete, la produsele care sunt in lichidare de stoc. </s>",shop organization is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sinceră sa fiu mă bucur ca in sfârșit avem Decathlon in oras. Mereu sunt produse la preturi avantajoase cu o calitate superioară. </s>,price is positive; quality is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: la caserie un produs a fost introdus de 2 ori ,noroc ca mi-am dat seama si nu am iesit din magazin.....greseala a fost remediata repede la alt giseu....recomand celorlalti clienti sa verifice de 2-3 ori factura pt ca se mai greseste </s>",staff competency is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produsul este in cea mai mare parte conform așteptărilor( calitate material, comoditate), cu excepția faptului că are croiala cu talie joasă( la modă), care nu se potrivește pe orice corp. </s>",product is positive; quality is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un loc unde iti poti gasi repede ceea ce doresti. </s>,shop diversity is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu am gasit prea multe variante care sa inlocuiasca pantofii de dans (pentru antrenament, in special) pentru barbati care poarta nr.43- 44. Am luat pana la urma ceva de la sectorul gimnastica (un fel de espadrile la 19,90). Si mai frumos ar fi fost sa aveti pantofi de dans .... </s>",shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am facut comanda CNWXVPGKW in 03.05.2016 si nu stiu nimic de ea. </s>,service is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Un magazin unde gasesti in mare masura , tot ce au nevoie iubitorii sportului si celor ce iubesc sa isi petreacă timpul libet in natura. </s>",shop diversity is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Decathlon oradea unul dintre cele mai bune magazine din tara bravo echipei oradea </s>,misc is neutral,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Aveam un cupon pe mail , fapt care s-a mai întâmplat si in alte magazine si totuși nu a fost complicat sa bage un mail in pc si sa activeze bonusul primit . Mi s-a spus ca trebuie sa vin cu el printat ceea ce ar fi corect si conform cu ce scrie in mail . In alte magazine s-a putut face un efort . Aici a trebuit sa întreb eu daca nu cumva se poate folosi cardul de fidelitate . Pana la urma s-a rezolvat . Mulțumesc </s>",service is negative; staff competency is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: mi-ar placea ca si in punctul de lucru din iasi sa cresteti nr de produse expuse </s>,shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Trebuie făcut ceva referitor la acel loc de test pentru biciclete, trotinete etc deoarece este mult prea mic. Ideea este binevenită însă spațiul acela nu este deloc satisfăcător pentru probarea bicicletelor.Trebuie un spațiu de minim 3-4 ori mai mare și cu mai multe modele de biciclete pentru test deoarece nu testăm mersul pe bicicletă ci un anume model de bicicletă care ne-ar interesa. Eu unul am renunțat imediat la a proba singura bicicletă disponibilă pentru test la adulți deoarece nu aveam cum să merg mai mult de 2 metri fără să dau peste altcineva. </s>",service is positive; shop diversity is negative; shop organization is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: sper ca in primavara magazinul sa fie mai pregatit cu produse sportive din domeniul ciclismului fata de anul trecut. sunt multe produse care nu le aveti pe stoc si sunt doar pe stocul din Bucuresti </s>,shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Era foarte cald in magazin. Poate că ar fi bine sa se utilizeze aerul condiționat pe o temperatura mai plăcuta. </s>,environment is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Toate produsele Decathlon sunt bune, Sunt multumita de magazinul vostru. </s>",product is positive; quality is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: A trebuit sa vin de doua ori in magazin pentru a schimba o minge pentru ca doi dintre angajati nu stiau politica privind retururile. </s>,staff competency is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: am cumparat 2 perechi iar brantul de la o pereche este mult mai subtire la piciorul stang ceea ce nu permite o izolare f buna dpdv termic;nu am venit sa cer sa mi se schimbe pt ca l-am purtat si nu am indraznit,sunt destul de comozi la purtat;dar era bine sa fie putin mai larg la baza fermoarului deoarece in rest e destul de larg </s>",product is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: il am de curand si este foarte bun,pe langa faptul ca este un ceas sport are si un design placut ochiuluiUn singur lucru nu am reusit,sa pornesc timer-ul,sper sa reusesc :) Recomand! </s>",product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am achizitionat 2 astfel de caserole pt copii ca o alternativa a serviciului de catering al scolii. Sunt ok, pastreaza mancarea calda. Ar fi primit 5 stele daca nu s-ar fi rupt manerele ambelor cutii dupa cca. 5 luni de folosinta zilnica. </s>",product is positive; quality is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Oferta redusa(inexistenta) la capitolul chelari sport cu rame pentru lentile de vedere. </s>,shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am fost reticent la inceput insa in momentul in care am pus picioarele pe ele si am alunecat s-a schimbat perceptia. Primul impact - ski foarte usor comod , usor de manevrat, raspund foarte bine mai ales in viraje scurte. </s>",product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ca de obicei...relaxant...placut, personal plin de viata! </s>",environment is positive; staff competency is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu mi-a placut faptul ca preturile nu sunt afisate pentru fiecare produs in parte. Trebuie sa cauti tot magazinul un angajat Decathlon ca sa iti citeasca codul de bare pentru un pret, iar personalul nu este foarte usor de gasit... </s>",shop organization is negative; staff availability is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Bun pentru trick-urile de baza , e silentios si are un grip foarte bun </s>",product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu am folosit foarte mult acest hamac, dar este foarte rezistent, foarte comod si foarte usor de transportat. Am cumparat prima data o singura bucata si dupa ce l-am testat si am vazut cat de bine stai in el si cat este de rezistent am mai comandat online inca 2 bucati. </s>",product is positive; quality is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Faptul ca ati optimizat structura caselor de marcat a imbunatatit considerabil experienta de la casa </s>,service is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Articolele de îmbrăcăminte ski ptr femei erau într-o diversitate foarte scăzută și nici pentru acestea nu existau toate mărimile. </s>,shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mereu gasesc disponibilitate din partea angajatilor, si la telefon, si in magazin. </s>",staff availability is positive; staff competency is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Toate articolele de imbracaminte achizitionate m- au multumit in toate privintele.Pacat ca nu aveti un magazin si in Deva. </s>,product is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mi-a placut si faptul ca copiii mei (doi baieti de 13 ani) au fost foarte incantati si au legat prietenii cu alti copii. </s>,misc is neutral,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cred ca se poate veni cu oferte de preturi mult mai bune care sa atraga clientii sa revina si sa mai aduca si pe altii. </s>,promotions is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am purtat jacheta la munte. Este perfecta pt zile racoroase/ reci. </s>,product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am efectuat o scurta vizita pentru """"valorificarea"""" voucher-ului de 25 lei pe care l-am primit de la dvs. si care se apropia de expirare. Am achizitionat doua seturi de sosete de care sunt foarte multumit. </s>",product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: bune si practice, tin o perioada destul de lunga si sunt potrivite pentru practicarea tenisului ocazional </s>",product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: La prima vedere pareau incomode, dar sunt foarte usoare si practice. Fiul meu de cinci ani este foarte incantat! </s>",product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Bicicleta este foarteee buna , dar rotiel se descenteaza al un timp, iar pinionul spate face un scartait pe spate la mine. </s>",product is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Totul este excelent. Sunt foarte multumita de produse si de amabilitatea personalului. Felicitari! Sa speram ca veti deschide un magazin si in Baia Mare </s>,product is positive; staff competency is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sper ca magazinul din Bacau sa aiba macar jumatate din produsele de la Constanta. </s>,shop diversity is neutral,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Recomand cu cea mai mare placere serviciile Decathlon. Mi-a placut amabiliatea personalului din ambele magazine deoarece m-au ajutat de 2 ori. O data In Decathlon Berceni sa gasesc perechea de adidasi pe care o voiam si unde nu aveau numarul meu dar m-a ajutat sa gasesc perechea de adidasi in stocul celor din Pallady si a doua in magazinul din Pallady baiatul de acolo m-a ajutat sa obtin discountul care era aplicat in Decathlon Berceni la acea pereche de adidasi si nu era aplicata si la ei. Feicitari si mersi. </s>,service is positive; staff competency is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ar fi util dacă produsele înrudite s-ar afla unele în vecinătatea celorlalte în așa fel încât să nu fim nevoiți să căutăm în tot magazinul. De exemplu, în zona bicicletelor, ar fi util să găsești tot ce ține de ciclism, de la accesorii pentru biciclete la îmbrăcăminte și încălțăminte specifică pentru ciclism. </s>",shop organization is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Schiurile au mers cum trebuie dupa ce au fost pregatite de atelierul Decathlon </s>,service is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Se mulează atât cât trebuie și cum trebuie, nu deranjează cu absolut nimic, foarte bun la preț </s>",product is positive; price is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ziua bunăMai multe produse la preț tehnic și echipamente pentru sporturi de autoaparare. </s>,shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Vreau sa spun ca sunt foarte bune și pentru interior și pentru exterior .Pot sa vă spun că au rezistenta bună în timp și nu este necesar folosirea clisterului. </s>,product is positive; quality is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am gasit rapid ceea ce cautam (cu o cautare anterioara pe siet-ul magazinului), pretul a fost OK, personalul amabil. </s>",price is positive; staff competency is positive; shop diversity is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produsele din zona incaltaminte sunt amestecate si e dificil de gasit anumite numere. Probabil nici clientii nu tin cont de unde le-au luat si le aseaza in alte parti. </s>,shop organization is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Locul livrarii a fost modificat, dar produsul a venit in siguranta si OK </s>",delivery is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: V-ati mari considerabil numarul de clienti daca, o data sau de doua ori pe an, ati avea reduceri de pana la 50% la multiple produse, inclusiv cele scumpe - cum ar fi biciclete, schiuri etc. Aceasta este o practica frecventa in occident, una demonstrata foarte profitabila. </s>",promotions is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este usoara, suficient de rezistenta, ajustarea curelei facila.Mi-a placut mult micul cozoroc pe care-l are. </s>",product is positive; quality is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produsele livrate la timp, corespund descrierii iar marimile se potrivesc. Multumesc. </s>",delivery is positive; product is positive,manual
