text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,translated_Romanian_English,language,translated_English_Chinese,translated_Chinese_Romanian
"orice lucru poate fi imbunatatit, pot fi organizate tombole si concursuri, informari la diferite concursuri sportive din oras etc",435287,misc - neutral,26,manual,"orice lucru poate fi imbunatatit, pot fi organizate tombole si concursuri, informari la diferite concursuri sportive din oras etc","orice lucru poate fi imbunatatit, pot fi organizate tombole si concursuri, informari la diferite concursuri sportive din oras etc </s>",misc is neutral,"anything can be improved, raffles and competitions can be organized, information about various sports competitions in the city, etc.",Romanian,一切都可以改进，例如组织抽奖和比赛，提供有关城市内各类体育竞赛的信息等。,"Totul poate fi îmbunătățit, de exemplu organizarea de extrageri și concursuri, oferirea de informații despre diverse competiții sportive din oraș etc."
"Am fost la Decathlon Constanta sa imi cumpăr o bicicleta! M- am decis destul de repede asupra modelului , in schimb a trebuit sa astept mai bine de jumătate de ora ca un angajat sa ma bage in seama...plus de asta, nu mi se pare normal ca , fiind magazinul plin de clienți , sa se organizeze o ședinta cu tot personalul in mijlocul zilei ! In rest, produsele sunt foarte OK",435292,"{'choices': ['product - positive', 'staff availability - negative', 'staff competency - negative']}",26,manual,"Am fost la Decathlon Constanta sa imi cumpăr o bicicleta! M- am decis destul de repede asupra modelului , in schimb a trebuit sa astept mai bine de jumătate de ora ca un angajat sa ma bage in seama...plus de asta, nu mi se pare normal ca , fiind magazinul plin de clienți , sa se organizeze o ședinta cu tot personalul in mijlocul zilei ! In rest, produsele sunt foarte OK","Am fost la Decathlon Constanta sa imi cumpăr o bicicleta! M- am decis destul de repede asupra modelului , in schimb a trebuit sa astept mai bine de jumătate de ora ca un angajat sa ma bage in seama...plus de asta, nu mi se pare normal ca , fiind magazinul plin de clienți , sa se organizeze o ședinta cu tot personalul in mijlocul zilei ! In rest, produsele sunt foarte OK </s>",product is positive; staff availability is negative; staff competency is negative,"I went to Decathlon Constanta to buy a bike! I decided pretty quickly on the model, but I had to wait for more than half an hour for an employee to assist me...also, it doesn't seem normal to me that, with the store full of customers, they would organize a meeting with all the staff in the middle of the day! Otherwise, the products are very OK",Romanian,我去康斯坦察的迪卡侬店买自行车！我很快就决定了型号，但我不得不等待超过半个小时才有人帮我……同时，在商店里满是顾客的情况下，他们居然在白天组织所有员工开会，这对我来说不是很正常。另外，产品非常好,"M-am dus la magazinul Decathlon din Constanța să cumpăr o bicicletă! Am ales rapid modelul, dar am trebuit să aștept peste jumătate de oră ca cineva să mă ajute... și, într-o situație în care magazinul era plin de clienți, ei au organizat o ședință cu toți angajații în timpul zilei, ceea ce mi s-a părut ciudat. În plus, produsele sunt foarte bune"
"Am mai comandat o pereche pt ca am fost foarte multumita, numai ca astept comanda de pe data de 5 si nimic.....",435297,"{'choices': ['delivery - negative', 'product - positive']}",26,manual,"Am mai comandat o pereche pt ca am fost foarte multumita, numai ca astept comanda de pe data de 5 si nimic.....","Am mai comandat o pereche pt ca am fost foarte multumita, numai ca astept comanda de pe data de 5 si nimic..... </s>",delivery is negative; product is positive,"I also ordered another pair because I was very satisfied, only I'm waiting for the order from the 5th and nothing.....",Romanian,我还因为非常满意而再订了一双，只是我在等待5日的订单什么也没有……,"Îmi mai comandat o pereche din cauză că eram foarte mulțumit, doar că aștept o comandă de 5 zile și nu am primit nimic..."
"Decathlon Timisoara este un magazin plin de energie , plin de articole interesante si la preturi accesibile",435298,"{'choices': ['environment - positive', 'product - positive', 'price - positive']}",26,manual,"Decathlon Timisoara este un magazin plin de energie , plin de articole interesante si la preturi accesibile","Decathlon Timisoara este un magazin plin de energie , plin de articole interesante si la preturi accesibile </s>",environment is positive; product is positive; price is positive,"Decathlon Timisoara is a store full of energy, full of interesting items and at affordable prices",Romanian,迪卡侬蒂米什瓦拉是一家充满活力、有趣的商品且价格合理的商店,"Decathlon Timișoara este un magazin plin de viață, cu produse interesante și prețuri rezonabile"
"Totul este bine , dar bineînțeles ca se poate și mai bine.",435299,misc - neutral,26,manual,"Totul este bine , dar bineînțeles ca se poate și mai bine.","Totul este bine , dar bineînțeles ca se poate și mai bine. </s>",misc is neutral,"Everything is fine, but of course it can be even better.",Romanian,一切都很好，但是当然可以更好。,"Totul este bine, dar desigur poate fi mai bine."
Vom vedea cum se comporta la purtat. Sper sa fie comode pentru copil si sa nu ii provoace bataturi.,435301,product - neutral,26,manual,Vom vedea cum se comporta la purtat. Sper sa fie comode pentru copil si sa nu ii provoace bataturi.,Vom vedea cum se comporta la purtat. Sper sa fie comode pentru copil si sa nu ii provoace bataturi. </s>,product is neutral,We'll see how they behave when worn. I hope they're comfortable for the child and don't cause them to stumble.,Romanian,我们会看看他们穿起来的样子，我希望它们对孩子来说是舒适的，不会让他们绊倒。,"Vom vedea cum arată când le poartă, sper că sunt confortabile pentru copii și nu-i fac să se împiedice."
"Magazinul este destul de mare si ai loc sa te plimbi,sa cauti ceea ce iti trebuie.Problema e ca daca nu gasesti ceva trebuie sa cauti prin tot magazinul un angajat ca sa te indrume in directia care trebuie.Produsele sunt variate.Ai de unde alege.Eu personal mi-am cumparat o pereche de adidasi,ieftini ce-i drept,dar sunt multumita de ei.Am fost multumita",435302,"{'choices': ['price - positive', 'product - positive', 'shop diversity - positive', 'shop organization - positive', 'staff availability - negative']}",26,manual,"Magazinul este destul de mare si ai loc sa te plimbi,sa cauti ceea ce iti trebuie.Problema e ca daca nu gasesti ceva trebuie sa cauti prin tot magazinul un angajat ca sa te indrume in directia care trebuie.Produsele sunt variate.Ai de unde alege.Eu personal mi-am cumparat o pereche de adidasi,ieftini ce-i drept,dar sunt multumita de ei.Am fost multumita","Magazinul este destul de mare si ai loc sa te plimbi,sa cauti ceea ce iti trebuie.Problema e ca daca nu gasesti ceva trebuie sa cauti prin tot magazinul un angajat ca sa te indrume in directia care trebuie.Produsele sunt variate.Ai de unde alege.Eu personal mi-am cumparat o pereche de adidasi,ieftini ce-i drept,dar sunt multumita de ei.Am fost multumita </s>",price is positive; product is positive; shop diversity is positive; shop organization is positive; staff availability is negative,"The store is big enough and you have room to walk around, to look for what you need. The problem is that if you can't find something, you have to search the whole store for an employee to direct you in the right direction. The products are varied. You have a lot to choose from. I personally bought a pair of Adidas shoes, cheap though, but I'm satisfied with them. I was satisfied",Romanian,这家店足够大，你可以在里面走来走去，找到你需要的东西。问题是，如果找不到某样东西，就必须搜索整个商店来找到一名员工指引你正确的方向。产品种类繁多，有很多选择。我个人买了一双阿迪达斯鞋子，虽然便宜，但我对它们很满意。我当时很满意,"Magazinul este suficient de mare, puteți merge și găsi ceea ce aveți nevoie. Problema este că, dacă nu găsiți ceva, trebuie să căutați în întregul magazin pentru a găsi un angajat care să vă arate direcția corectă. Există o varietate mare de produse și multe opțiuni. Personal, am cumpărat o pereche de pantofi Adidas, erau ieftini, dar sunt mulțumit de ei. Eram foarte mulțumit atunci"
"Foarte nemultumita  pentru că a trebuit după achitarea produsului să plec cu el în mână fără sacoșa  ,  prețul sacosei fiind unul exagerat si  ,  anume de peste  4 RON.",435306,price - negative,26,manual,"Foarte nemultumita pentru că a trebuit după achitarea produsului să plec cu el în mână fără sacoșa , prețul sacosei fiind unul exagerat si , anume de peste 4 RON.","Foarte nemultumita pentru că a trebuit după achitarea produsului să plec cu el în mână fără sacoșa , prețul sacosei fiind unul exagerat si , anume de peste 4 RON. </s>",price is negative,"Very dissatisfied because after paying for the product I had to leave with it in my hand without a bag, the price of the bag being exaggerated and over 4 RON.",Romanian,非常不满意，因为在支付产品费用后，我不得不带着它离开，没有袋子，袋子的价格被夸大且超过4罗尼亚。,"Foarte nemulțumit, pentru că după ce am plătit costurile produsului, a trebuit să plec cu el, fără să primesc o pungă, prețul pungii fiind exagerat și depășind 4 lei."
"Ar fi perfect daca ar avea macar un brant normal. Cel destinat acestui produs, care se cumpara separat e destul de piperat. Ar trebui sa fie ca o optiune de """"upgrade"""", dar la baza sa aiba inclus un brant normal. Pare neterminat...",435308,"{'choices': ['product - negative', 'price - negative']}",26,manual,"Ar fi perfect daca ar avea macar un brant normal. Cel destinat acestui produs, care se cumpara separat e destul de piperat. Ar trebui sa fie ca o optiune de """"upgrade"""", dar la baza sa aiba inclus un brant normal. Pare neterminat...","Ar fi perfect daca ar avea macar un brant normal. Cel destinat acestui produs, care se cumpara separat e destul de piperat. Ar trebui sa fie ca o optiune de """"upgrade"""", dar la baza sa aiba inclus un brant normal. Pare neterminat... </s>",product is negative; price is negative,"{""translated_text"":""It would be perfect if it had at least one normal bracket. The one intended for this product, which is purchased separately, is quite expensive. It should be like an """"upgrade"""" option, but at its base, it should include a normal bracket. It seems unfinished..."",
""language"":""English""}",Romanian,如果它至少有一个普通的支架就好了。专门为这个产品设计的支架需要单独购买，而且价格相当昂贵。应该像是一个“升级”的选项，但是在基本款中，它应该包含一个普通的支架。感觉有点不完整……,"Ar fi fost bine dacă avea cel puțin un suport normal. Suportul special conceput pentru acest produs trebuie cumpărat separat și este destul de scump. Ar trebui să fie o opțiune „îmbunătățită”, dar în versiunea de bază, ar trebui să includă un suport normal. Se simte puțin incomplet…"
UN MAGAZIN CU TOT CE ARE NEVOIE UN SPORTIV SI NU NUMAI.,435310,shop diversity - positive,26,manual,UN MAGAZIN CU TOT CE ARE NEVOIE UN SPORTIV SI NU NUMAI.,UN MAGAZIN CU TOT CE ARE NEVOIE UN SPORTIV SI NU NUMAI. </s>,shop diversity is positive,A STORE WITH EVERYTHING A SPORTSMAN NEEDS AND NOT ONLY.,Romanian,一个运动员所需的一切及不仅如此的商店,Magazinul care are tot ce își dorește un sportiv și mai mult decât atât
"preturi mai mici (mi-a placut o geaca dar a fost peste puterea mea de cumparare)oricum, este ok ca avem acest magazin in cartier",435313,price - negative,26,manual,"preturi mai mici (mi-a placut o geaca dar a fost peste puterea mea de cumparare)oricum, este ok ca avem acest magazin in cartier","preturi mai mici (mi-a placut o geaca dar a fost peste puterea mea de cumparare)oricum, este ok ca avem acest magazin in cartier </s>",price is negative,"lower prices (I liked a jacket but it was beyond my purchasing power) anyway, it's okay that we have this store in the neighborhood",Romanian,较低的价格（我喜欢一件夹克，但它超出了我的购买力）无论如何，很好的是，我们有这家店在社区,"Prețuri mai mici (îmi place o jachetă, dar depășește puterea mea de cumpărare) oricum, este bine că avem acest magazin în comunitate"
"Imi place magazinul din Iasi, e varianta de iarna a parcului si venim cat de des putem. E genul de magazin in care as sta toata ziua. Ne-am distrat, am imbinat cumparaturile cu mersul pe bicicleta sau trotineta. A fost foarte reusita ultima vizita in Decathlon.",435315,service - positive,26,manual,"Imi place magazinul din Iasi, e varianta de iarna a parcului si venim cat de des putem. E genul de magazin in care as sta toata ziua. Ne-am distrat, am imbinat cumparaturile cu mersul pe bicicleta sau trotineta. A fost foarte reusita ultima vizita in Decathlon.","Imi place magazinul din Iasi, e varianta de iarna a parcului si venim cat de des putem. E genul de magazin in care as sta toata ziua. Ne-am distrat, am imbinat cumparaturile cu mersul pe bicicleta sau trotineta. A fost foarte reusita ultima vizita in Decathlon. </s>",service is positive,"I like the store in Iasi, it's the winter version of the park and we come as often as we can. It's the kind of store where I would spend the whole day. We had fun, combined shopping with cycling or scooting. The last visit to Decathlon was very successful.",Romanian,我喜欢伊阿西的商店，它是公园的冬季版本，我们尽可能频繁地来这里。这是我会花整个白天的商店类型。我们玩得很开心，结合购物、骑自行车或滑板。我们最近一次去迪卡侬的访问非常成功。,"Îmi place magazinul lui Iași, este versiunea de iarnă a parcului și venim aici cât de des putem. Acesta este tipul de magazin în care aş petrece o întreagă zi. Ne-am distrat foarte bine, combinând cumpărăturile cu plimbarea cu bicicleta sau cu skateboard-ul. Vizita noastră recentă la Decathlon a fost foarte reuşită."
"Super ok , rapid si exact. Am primit ce am comandat si in timp util.",435317,delivery - positive,26,manual,"Super ok , rapid si exact. Am primit ce am comandat si in timp util.","Super ok , rapid si exact. Am primit ce am comandat si in timp util. </s>",delivery is positive,"Super okay, fast and accurate. I received what I ordered and on time.",Romanian,超级好，快速准确。我收到了我订购的东西，而且按时收到。,"Superb, rapid și exact. Am primit ceea ce am comandat și am primit la timp."
"Spatii generoase intre rafturi, nu te simti """"sufocat"""" de ceilalti clienti. As recomanda  sa fie expuse mai multe articole pentru copii.",435324,"{'choices': ['shop organization - positive', 'shop diversity - negative']}",26,manual,"Spatii generoase intre rafturi, nu te simti """"sufocat"""" de ceilalti clienti. As recomanda sa fie expuse mai multe articole pentru copii.","Spatii generoase intre rafturi, nu te simti """"sufocat"""" de ceilalti clienti. As recomanda sa fie expuse mai multe articole pentru copii. </s>",shop organization is positive; shop diversity is negative,"{""translated_text"":""Generous spaces between shelves, you don't feel """"suffocated"""" by other customers. I would recommend that more children's items be displayed."",
""language"":""English""}",Romanian,"货架之间的空间宽敞，你不会感到被其他顾客""扼杀""。我建议展示更多儿童商品。","Există suficient spațiu între rafturi, nu te vei simți „înecat” de ceilalți clienți. Vă sugerez să expuneți mai multe produse pentru copii."
Nu am nimic de comentat referitorla calitatea informatiilor si disponibilitatea produselor .,435330,"{'choices': ['shop diversity - positive', 'staff competency - positive']}",26,manual,Nu am nimic de comentat referitorla calitatea informatiilor si disponibilitatea produselor .,Nu am nimic de comentat referitorla calitatea informatiilor si disponibilitatea produselor . </s>,shop diversity is positive; staff competency is positive,I have nothing to comment on regarding the quality of the information and the availability of the products.,Romanian,我没有关于信息质量和产品可用性的评论。,Nu am comentarii despre calitatea informațiilor și disponibilitatea produselor.
"Este prima dată când comand de pe acest site si sunt multumit am recomandat si altor persoane , si am sa mai fac și alte comenzi .",435336,tech support - positive,26,manual,"Este prima dată când comand de pe acest site si sunt multumit am recomandat si altor persoane , si am sa mai fac și alte comenzi .","Este prima dată când comand de pe acest site si sunt multumit am recomandat si altor persoane , si am sa mai fac și alte comenzi . </s>",tech support is positive,"This is the first time I've ordered from this site and I'm satisfied, I've recommended it to other people, and I will make other orders too.",Romanian,这是我第一次从这个网站订购，我很满意，我已经向其他人推荐了它，并且我也会再次下单。,"Acesta este prima dată când comand de pe acest site și sunt foarte mulțumit, deja i-am recomandat și altor persoane și voi comanda din nou."
"cresterea diversitatii produselor. de exemplu am vrut sa cumpar un hanorac cu deschidere completa a fermoarului si nu aveati nici un model.copii se plimba prin magazin de obicei nesupravegheati de parinti cu trotinete, biciclete, etc si se pot accidenta prin lovire de catre alti cumparatori.",435337,"{'choices': ['shop diversity - negative', 'environment - negative']}",26,manual,"cresterea diversitatii produselor. de exemplu am vrut sa cumpar un hanorac cu deschidere completa a fermoarului si nu aveati nici un model.copii se plimba prin magazin de obicei nesupravegheati de parinti cu trotinete, biciclete, etc si se pot accidenta prin lovire de catre alti cumparatori.","cresterea diversitatii produselor. de exemplu am vrut sa cumpar un hanorac cu deschidere completa a fermoarului si nu aveati nici un model.copii se plimba prin magazin de obicei nesupravegheati de parinti cu trotinete, biciclete, etc si se pot accidenta prin lovire de catre alti cumparatori. </s>",shop diversity is negative; environment is negative,"the increase in product diversity. for example, i wanted to buy a jacket with a full zipper opening and you didn't have any model. kids usually walk around the store unsupervised by parents with scooters, bicycles, etc. and can get hurt by being hit by other shoppers.",Romanian,产品多样性的增加。例如，我想买一件带有全拉链开口的夹克，但你们没有这样的款式。孩子们通常在商店里不受父母监管，骑着滑板车、自行车等，并可能被其他购物者撞伤。,"Creșterea diversității produselor. De exemplu, vreau să cumpăr o jachetă cu deschidere completă pe zip, dar nu aveți astfel de model. Copiii obișnuiesc să se joace în magazine fără supravegherea părinților, conducând skate-uri, biciclete etc. și pot fi loviți de alți cumpărători."
"Varieta mare de produse, preturi atractive dar cateodata stocuri insuficiente.",435344,"{'choices': ['shop diversity - positive', 'shop diversity - negative', 'price - positive']}",26,manual,"Varieta mare de produse, preturi atractive dar cateodata stocuri insuficiente.","Varieta mare de produse, preturi atractive dar cateodata stocuri insuficiente. </s>",shop diversity is positive; price is negative,"Wide variety of products, attractive prices but sometimes insufficient stocks.",Romanian,产品种类繁多，价格吸引人，但有时库存不足,"Există o varietate vastă de produse, prețurile sunt atrăgătoare, dar uneori stocul este insuficient"
"Placut surprinsa de amabilitatea echipei de pe zona SEGM. CICLISM de la manager pana la ultimul ...cat si cei de la paza si caserie...o bila alba ,pentru duminica 13.03.2016",435345,"{'choices': ['security - positive', 'staff competency - positive']}",26,manual,"Placut surprinsa de amabilitatea echipei de pe zona SEGM. CICLISM de la manager pana la ultimul ...cat si cei de la paza si caserie...o bila alba ,pentru duminica 13.03.2016","Placut surprinsa de amabilitatea echipei de pe zona SEGM. CICLISM de la manager pana la ultimul ...cat si cei de la paza si caserie...o bila alba ,pentru duminica 13.03.2016 </s>",security is positive; staff competency is positive,"Pleasantly surprised by the kindness of the SEGM team. CICLISM from the manager to the last one ... as well as those from security and cashier ... a white ball, for Sunday 13.03.2016",Romanian,对SEGM团队的友善感到愉快地惊讶。从经理到最后一个员工，以及保安和收银员……都是如此。星期日，2016年03月13日，一切都很顺利,"Sunt plăcut surprins de amabilitatea echipei SEGM. De la manager până la ultimul angajat, inclusiv securitatea și casierii... toți au fost așa. Duminică, 13 martie 2016, totul a decurs fără probleme"
Am asteptat cam mult ca sa primesc niste informatii despre un produs de care doar un domn de la reparatii biciclete stia sa-mi dea.,435348,"{'choices': ['staff availability - negative', 'staff competency - negative']}",26,manual,Am asteptat cam mult ca sa primesc niste informatii despre un produs de care doar un domn de la reparatii biciclete stia sa-mi dea.,Am asteptat cam mult ca sa primesc niste informatii despre un produs de care doar un domn de la reparatii biciclete stia sa-mi dea. </s>,staff availability is negative; staff competency is negative,I waited a bit too long to get some information about a product that only a gentleman from bike repairs knew how to give me.,Romanian,我等了有点太久，才得到有关一位来自自行车修理的先生才能给我提供的产品信息。,"Am așteptat puțin prea mult, până am primit informațiile despre produse de la un domn de la reparații de biciclete care mi le-a putut oferi."
Personalul este dragut; se gasesc destule produse pentru a face o parere.,435349,"{'choices': ['staff competency - positive', 'shop diversity - positive']}",26,manual,Personalul este dragut; se gasesc destule produse pentru a face o parere.,Personalul este dragut; se gasesc destule produse pentru a face o parere. </s>,staff competency is positive; shop diversity is positive,The staff is nice; there are enough products to make an opinion.,Romanian,工作人员很好；有足够的产品可以形成一种观点。,Personalul a fost foarte bun; a existat suficient produs pentru a forma o părere.
Mi se par putini angajati care sunt foarte grabiti. Alearga mult.,435350,staff availability - negative,26,manual,Mi se par putini angajati care sunt foarte grabiti. Alearga mult.,Mi se par putini angajati care sunt foarte grabiti. Alearga mult. </s>,staff availability is negative,There seem to be few employees who are very busy. They run a lot.,Romanian,那里似乎只有少数员工，他们都很忙。他们跑得很多。,"Acolo pare să fie doar câțiva angajați, și toți sunt ocupați. Ei alergă mult."
Nu cred ca exista persoana sa nu plece mulțumită din magazin. Am făcut comanda online la doua produse deoarece unul din ele apărea ca nu este pe stoc. Le-am gasit pe ambele in magazin si le-am achiziționat. Fara probleme sau deranj.,435354,service - positive,26,manual,Nu cred ca exista persoana sa nu plece mulțumită din magazin. Am făcut comanda online la doua produse deoarece unul din ele apărea ca nu este pe stoc. Le-am gasit pe ambele in magazin si le-am achiziționat. Fara probleme sau deranj.,Nu cred ca exista persoana sa nu plece mulțumită din magazin. Am făcut comanda online la doua produse deoarece unul din ele apărea ca nu este pe stoc. Le-am gasit pe ambele in magazin si le-am achiziționat. Fara probleme sau deranj. </s>,service is positive,I don't think there's a person who wouldn't leave the store satisfied. I made an online order for two products because one of them appeared to be out of stock. I found both in the store and purchased them. No problems or hassle.,Romanian,我认为没有一个人会不满意地离开商店。我在线上订购了两种产品，因为其中一种似乎缺货，我在商店里找到了这两种产品并购买了它们。没有任何问题或麻烦。,"Cred că nimeni nu va pleca nemulțumit din magazin. Am comandat online două produse, deoarece una dintre ele părea să fie în lipsă, iar eu le-am găsit pe ambele în magazin și le-am cumpărat. Nu a fost nicio problemă sau dificultate."
In magazinul in care am fost mi s-a parut cam dezorganizat deoarece duminica este foarte aglomerat .,435358,"{'choices': ['shop organization - negative', 'environment - negative']}",26,manual,In magazinul in care am fost mi s-a parut cam dezorganizat deoarece duminica este foarte aglomerat .,In magazinul in care am fost mi s-a parut cam dezorganizat deoarece duminica este foarte aglomerat . </s>,shop organization is negative; environment is negative,"In the store I was in, it seemed a bit disorganized because Sunday is very crowded.",Romanian,在我所在的商店里，感觉有点混乱，因为星期日的人很多。,"În magazinul în care mă aflu, este un pic de haos, pentru că duminică sunt mulți oameni."
"Pe partea de echitație, având  în vedere că este un sport fără o reprezentare mare și se pot face comenzi pe oxylane, este totul ok. Traducerile trebuie făcute de oameni de specialitate,  iar personalul instruit în folosirea termenilor specifici.",435360,misc - neutral,26,manual,"Pe partea de echitație, având în vedere că este un sport fără o reprezentare mare și se pot face comenzi pe oxylane, este totul ok. Traducerile trebuie făcute de oameni de specialitate, iar personalul instruit în folosirea termenilor specifici.","Pe partea de echitație, având în vedere că este un sport fără o reprezentare mare și se pot face comenzi pe oxylane, este totul ok. Traducerile trebuie făcute de oameni de specialitate, iar personalul instruit în folosirea termenilor specifici. </s>",misc is neutral,"On the riding side, considering it's a sport with no large representation and orders can be made on oxylane, everything is okay. Translations should be done by specialized people, and trained personnel in using specific terms.",Romanian,在骑行方面，考虑到这是一个没有大型代表团的运动，可以在奥克萨兰上下单，一切都好。翻译应该由专业人员进行，经过培训的人员使用特定的术语。,"În ceea ce privește ciclismul, având în vedere că acesta este un sport fără mari delegații, se pot face comenzi pe Oxsilan și totul va fi bine. Traducerea trebuie realizată de către profesioniști, de către persoane instruite care utilizează terminologie specifică."
"Avand in vedere ca sunt momente/zile cand este multa aglomeratie, angajatii nu pot face fata solicitarilor din partea clientilor, prelungindu-se astfel timpul de asteptare al acestora. In cele din urma unii cedeaza si pleaca, altii devin nervosi etc. Prin urmare in momentele de varf s-ar putea suplimenta personalul de serviciu cu una, doua persoane.",435362,"{'choices': ['staff competency - negative', 'staff availability - negative']}",26,manual,"Avand in vedere ca sunt momente/zile cand este multa aglomeratie, angajatii nu pot face fata solicitarilor din partea clientilor, prelungindu-se astfel timpul de asteptare al acestora. In cele din urma unii cedeaza si pleaca, altii devin nervosi etc. Prin urmare in momentele de varf s-ar putea suplimenta personalul de serviciu cu una, doua persoane.","Avand in vedere ca sunt momente/zile cand este multa aglomeratie, angajatii nu pot face fata solicitarilor din partea clientilor, prelungindu-se astfel timpul de asteptare al acestora. In cele din urma unii cedeaza si pleaca, altii devin nervosi etc. Prin urmare in momentele de varf s-ar putea suplimenta personalul de serviciu cu una, doua persoane. </s>",staff competency is negative; staff availability is negative,"Considering that there are moments/days when there is a lot of congestion, employees cannot cope with customer requests, thus prolonging their waiting time. Eventually, some give up and leave, others become nervous, etc. Therefore, during peak hours, the service staff could be supplemented with one or two people.",Romanian,考虑到有时会出现拥堵，员工无法应对客户的需求，从而延长等待时间。最终，一些人放弃并离开，而其他人变得紧张等。因此，在高峰时段，可以增加一两名服务人员来补充现有的员工。,"Având în vedere că uneori pot apărea blocaje, angajații nu pot face față cererilor clienților, ceea ce duce la prelungirea timpului de așteptare. În cele din urmă, unii oameni renunță și pleacă, în timp ce alții devin iritați etc. Prin urmare, în orele de vârf, se pot adăuga una sau două persoane care să ofere servicii pentru a completa personalul existent."
"Am cumparat un produs cu defect, pe care ulterior am primit banii inapoi, dar stricandu-mi o parte din concediu ma asteptam si la un bon de fidelitate...dar asta tine de strategia fiecarui magazin.Este foarte bine ca produsele au o descriere, alegerea unui echipament fiind astfel usurata.",435366,"{'choices': ['product - negative', 'return warranty - positive', 'shop organization - positive']}",26,manual,"Am cumparat un produs cu defect, pe care ulterior am primit banii inapoi, dar stricandu-mi o parte din concediu ma asteptam si la un bon de fidelitate...dar asta tine de strategia fiecarui magazin.Este foarte bine ca produsele au o descriere, alegerea unui echipament fiind astfel usurata.","Am cumparat un produs cu defect, pe care ulterior am primit banii inapoi, dar stricandu-mi o parte din concediu ma asteptam si la un bon de fidelitate...dar asta tine de strategia fiecarui magazin.Este foarte bine ca produsele au o descriere, alegerea unui echipament fiind astfel usurata. </s>",product is negative; return warranty is positive; shop organization is positive,"I purchased a defective product, for which I later received my money back, but by ruining part of my vacation, I also expected a loyalty voucher...but that depends on the strategy of each store. It's very good that products have descriptions, making it easy to choose equipment.",Romanian,我购买了一个有缺陷的产品，后来我得到了退款，但是通过毁掉我假期的一部分，我也期待了一张忠诚度券……但是这取决于每个商店的策略。产品有描述是很好的，这样可以轻松选择设备。,"Am cumpărat un produs defect, după care am primit banii înapoi, dar am distrus o parte a vacanței mele și așteptam și un voucher de fidelitate... dar depinde de strategia fiecărui magazin. Produsul are descriere bună, astfel încât este ușor să alegi dispozitive."
"amabilitatea personalului, permisiunea de a testa orice, utilizarea cardului de fidelitate ca sa nu mai fiu nevoita sa pastrez bonul pentru garantie",435367,"{'choices': ['staff competency - positive', 'service - positive']}",26,manual,"amabilitatea personalului, permisiunea de a testa orice, utilizarea cardului de fidelitate ca sa nu mai fiu nevoita sa pastrez bonul pentru garantie","amabilitatea personalului, permisiunea de a testa orice, utilizarea cardului de fidelitate ca sa nu mai fiu nevoita sa pastrez bonul pentru garantie </s>",staff competency is positive; service is positive,"the staff's courtesy, the permission to test anything, using the loyalty card so I don't have to keep the receipt for warranty",Romanian,工作人员的礼貌，允许测试任何东西，使用忠诚卡，所以我不需要保留收据以获得保修,"Politețea personalului, permisiunea de a testa orice lucru, utilizarea cardului de fidelitate, astfel încât nu am nevoie să păstrez chitanța pentru garanție"
parerea mea estte ca sunteti buni in ceea ce faceti. bafta in continuare si noi succese.,435374,misc - neutral,26,manual,parerea mea estte ca sunteti buni in ceea ce faceti. bafta in continuare si noi succese.,parerea mea estte ca sunteti buni in ceea ce faceti. bafta in continuare si noi succese. </s>,misc is neutral,My opinion is that you are good at what you do. Good luck and more success.,Romanian,我的意见是，你在你做的事情上很擅长。祝你好运，并且更成功。,Opinia mea este că eşti foarte priceput în ceea ce faci. Îţi urez succes şi mai multă réussită.
Foarte multumit in general de brandul Decahlon nu doar on line ci si live in magazinele din tara...,435375,misc - neutral,26,manual,Foarte multumit in general de brandul Decahlon nu doar on line ci si live in magazinele din tara...,Foarte multumit in general de brandul Decahlon nu doar on line ci si live in magazinele din tara... </s>,misc is neutral,Very satisfied overall with the Decathlon brand not just online but also live in stores across the country...,Romanian,总体上对迪卡侬品牌非常满意，不仅是在线上，也是在全国各地的实体店里……,"În general, sunt foarte mulțumit de brandul Decathlon, atât online, cât și în magazinele fizice din toată țara..."
"Schimbati firma de curierat. A avut tupeul sa ma """"invite"""" la o alta adresa sa ridic comanda. Penibili.",435376,delivery - negative,26,manual,"Schimbati firma de curierat. A avut tupeul sa ma """"invite"""" la o alta adresa sa ridic comanda. Penibili.","Schimbati firma de curierat. A avut tupeul sa ma """"invite"""" la o alta adresa sa ridic comanda. Penibili. </s>",delivery is negative,"{""translated_text"":""Change the courier company. They had the nerve to """"invite"""" me to another address to pick up the order. Ridiculous."",
""language"":""English""}",Romanian,更换快递公司，他们居然有脸“邀请”我去另一个地址取件，太荒谬了。,"Schimbă compania de curierat, ei au avut tupeul să mă „invite” să ridic coletul de la o altă adresă, e prea absurd."
