text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,text_rephrased,new_label
"Magazinul arata ca naiba.... vai de lume, rafturile erau pe jumătate goale  cred ca se implementa colecția de vară. Faceți asta noaptea mai angajați oameni, plătiți le  ore suplimentare.",434412,"{'choices': ['environment - negative', 'shop organization - negative', 'staff availability - negative']}",26,manual,"Magazinul arata ca naiba.... vai de lume, rafturile erau pe jumătate goale cred ca se implementa colecția de vară. Faceți asta noaptea mai angajați oameni, plătiți le ore suplimentare.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Magazinul arata ca naiba.... vai de lume, rafturile erau pe jumătate goale cred ca se implementa colecția de vară. Faceți asta noaptea mai angajați oameni, plătiți le ore suplimentare. </s>",environment is negative; shop organization is negative; staff availability is negative,"Magazinul are un aspect jalnic, rafturile sunt aproape goale, probabil pentru că se pregătește colecția de vară. Ar trebui să faceți acest lucru noaptea, să angajați mai mulți oameni și să le plătiți ore suplimentare.",environment is negative; shop organization is negative; staff availability is negative
"Am cumparat papucii pentru mers la plaja. Desi sunt ajustabili, m-au ranit la ambele picioare la interiorul labei piciorului, chiar si dupa ajustare. Tivul de pe margine este foarte tare.Imi pare rau ca nu am facut poze cu ranile de la picioare. Ca sa ii port a trebuit sa pun plasturi.Sunt destul de grei, astfel ca la o plimbare mai lunga pe plaja devin obositori.Protuberantele de pe talpa devin sacaitoare la o plimbare mai lunga.La aproximativ 70 lei cat am dat pe ei, puteam sa iau de la piata altii mult mai ieftini.Este pentru prima oara cand fac rani la picioare de la o pereche de papuci.",434414,"{'choices': ['product - positive', 'product - negative', 'price - negative']}",26,manual,"Am cumparat papucii pentru mers la plaja. Desi sunt ajustabili, m-au ranit la ambele picioare la interiorul labei piciorului, chiar si dupa ajustare. Tivul de pe margine este foarte tare.Imi pare rau ca nu am facut poze cu ranile de la picioare. Ca sa ii port a trebuit sa pun plasturi.Sunt destul de grei, astfel ca la o plimbare mai lunga pe plaja devin obositori.Protuberantele de pe talpa devin sacaitoare la o plimbare mai lunga.La aproximativ 70 lei cat am dat pe ei, puteam sa iau de la piata altii mult mai ieftini.Este pentru prima oara cand fac rani la picioare de la o pereche de papuci.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am cumparat papucii pentru mers la plaja. Desi sunt ajustabili, m-au ranit la ambele picioare la interiorul labei piciorului, chiar si dupa ajustare. Tivul de pe margine este foarte tare.Imi pare rau ca nu am facut poze cu ranile de la picioare. Ca sa ii port a trebuit sa pun plasturi.Sunt destul de grei, astfel ca la o plimbare mai lunga pe plaja devin obositori.Protuberantele de pe talpa devin sacaitoare la o plimbare mai lunga.La aproximativ 70 lei cat am dat pe ei, puteam sa iau de la piata altii mult mai ieftini.Este pentru prima oara cand fac rani la picioare de la o pereche de papuci. </s>",product is positive; price is negative,"Am achizitionat papucii pentru plaja, dar experienta a fost una mixta. Deși erau ajustabili, au cauzat răni la ambele picioare din cauza interiorului dur al labei piciorului și a tivului de pe margine. Pentru a-i purta, a trebuit să aplic plasturi. Sunt destul de grei și obositori după o plimbare mai lunga, iar protuberantele de pe talpa devin inconfortabile. Îmi pare rău că nu am făcut poze cu ranile pentru a arata cat de neconfortabili sunt. Prețul de aproximativ 70 lei mi se pare exagerat, având în vedere că puteam găsi alternativă mai ieftină la piață.",product is negative; price is negative
"Preturile exagerate în raport cu salariile din tara,preturi la fel cum sunt în străinătate ex Italia,Belgia, Germania,și acolo o perché de Nike uri la 80 -100 de euro la un salariu de 1500 de euro îți convine sa dai,dar aici 300 de Ron la un salariu de 1200 ",434415,price - negative,26,manual,"Preturile exagerate în raport cu salariile din tara,preturi la fel cum sunt în străinătate ex Italia,Belgia, Germania,și acolo o perché de Nike uri la 80 -100 de euro la un salariu de 1500 de euro îți convine sa dai,dar aici 300 de Ron la un salariu de 1200","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Preturile exagerate în raport cu salariile din tara,preturi la fel cum sunt în străinătate ex Italia,Belgia, Germania,și acolo o perché de Nike uri la 80 -100 de euro la un salariu de 1500 de euro îți convine sa dai,dar aici 300 de Ron la un salariu de 1200 </s>",price is negative,"Prețurile din țara noastră sunt mult prea mari în comparație cu salariile locale, ajungând la nivelul celor practicate în țări ca Italia, Belgia sau Germania. În aceste țări, un produs de calitate precum Nike poate fi achiziționat cu 80-100 de euro, o sumă rezonabilă având în vedere salariul mediu de 1500 de euro. Însă, în România, același produs costă aproximativ 300 de lei, ceea ce este exagerat pentru un salariu mediu de doar 1200 de lei.",price is negative
"As sugera mai multa diversitate de produse, si la preturi accesibile",434426,"{'choices': ['shop diversity - negative', 'price - negative']}",26,manual,"As sugera mai multa diversitate de produse, si la preturi accesibile","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: As sugera mai multa diversitate de produse, si la preturi accesibile </s>",shop diversity is negative; price is negative,Mi-aș fi dorit o varietate mai mare de produse și prețuri mai rezonabile.,shop diversity is negative; price is negative
"NU-s expert in BicicleteMers la Atelier sa schimb un Fitil pentru o roata de bicicleta veche.Am ajuns la a schimba camera si cauciucul cu totul. Pana aici totul ok, nu a fost exagerat de scump, cu toate ca daca luam doar fitilul dintr-o piata ar fi fost de 10 ori mai ieftin.Dar, frana de pe fata se bloca putin. La recomandarea atelierului, ar fi trebuit sa schimb piese in valoare de peste 300 RON ca sa fac frana sa nu se mai blocheze (cablurile, camasa, mecanismul de franare, dat jos schimbatorul de viteze - dura peste o saptamana)...am renuntat la a repara frana la sfatul unui prieten, care mi-a reparat frana GRATIS: trebuia doar tensionat corect arcul de la V-Brake si unse caburile si camasa - nici decum schimbate toate piesele :). Bine ca nu am urmat sfatul atelierului.CONCLUZIE - nu luati de bune toate sfaturile care vi se dau la atelier cand vine vorba de reparatii, mai ales daca nu va pricepeti la cum se repara o bicicleta.",434430,"{'choices': ['staff competency - negative', 'price - negative', 'service - negative']}",26,manual,"NU-s expert in BicicleteMers la Atelier sa schimb un Fitil pentru o roata de bicicleta veche.Am ajuns la a schimba camera si cauciucul cu totul. Pana aici totul ok, nu a fost exagerat de scump, cu toate ca daca luam doar fitilul dintr-o piata ar fi fost de 10 ori mai ieftin.Dar, frana de pe fata se bloca putin. La recomandarea atelierului, ar fi trebuit sa schimb piese in valoare de peste 300 RON ca sa fac frana sa nu se mai blocheze (cablurile, camasa, mecanismul de franare, dat jos schimbatorul de viteze - dura peste o saptamana)...am renuntat la a repara frana la sfatul unui prieten, care mi-a reparat frana GRATIS: trebuia doar tensionat corect arcul de la V-Brake si unse caburile si camasa - nici decum schimbate toate piesele :). Bine ca nu am urmat sfatul atelierului.CONCLUZIE - nu luati de bune toate sfaturile care vi se dau la atelier cand vine vorba de reparatii, mai ales daca nu va pricepeti la cum se repara o bicicleta.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: NU-s expert in BicicleteMers la Atelier sa schimb un Fitil pentru o roata de bicicleta veche.Am ajuns la a schimba camera si cauciucul cu totul. Pana aici totul ok, nu a fost exagerat de scump, cu toate ca daca luam doar fitilul dintr-o piata ar fi fost de 10 ori mai ieftin.Dar, frana de pe fata se bloca putin. La recomandarea atelierului, ar fi trebuit sa schimb piese in valoare de peste 300 RON ca sa fac frana sa nu se mai blocheze (cablurile, camasa, mecanismul de franare, dat jos schimbatorul de viteze - dura peste o saptamana)...am renuntat la a repara frana la sfatul unui prieten, care mi-a reparat frana GRATIS: trebuia doar tensionat corect arcul de la V-Brake si unse caburile si camasa - nici decum schimbate toate piesele :). Bine ca nu am urmat sfatul atelierului.CONCLUZIE - nu luati de bune toate sfaturile care vi se dau la atelier cand vine vorba de reparatii, mai ales daca nu va pricepeti la cum se repara o bicicleta. </s>",staff competency is negative; price is negative; service is negative,"Am avut o experiență neplăcută la atelierul de biciclete. Am mers acolo pentru a schimba un fitil, dar lucrurile au luat o turnură ciudată. Până la urmă, am fost sfătuit să schimb mai multe piese, inclusiv frâna, ceea ce ar fi costat peste 300 RON. Însă, un prieten mi-a demonstrat că problema se putea rezolva simplu prin tensionarea corectă a arcului de la V-Brake și ungerea cablurilor și camasei, fără a înlocui toate piesele. A fost o experiență scumpă și nu prea profesională, mai ales că sfatul atelierului s-a dovedit a fi inutil.",staff competency is negative; price is negative; service is negative
"Salutare. Am un card cadou de la voi si normal am vrut sa imi comand ceva online si sa platesc si cu suma de pe card cumparaturile. Acest lucru nu este posibil si il consider un mare minus. Imi plac produsele voastre dar nu si magazinele. Prea multa dezorganizare, copii care alearga peste tot si se plimba cu tot felul de biciclete, trotinete etc. + faceti bine si adauti filtre la produse pentru ca nu este tocmai ok sa cauti prin 300 de articole produsul dorit.",434431,"{'choices': ['environment - negative', 'product - positive', 'service - negative', 'shop organization - negative', 'tech support - negative']}",26,manual,"Salutare. Am un card cadou de la voi si normal am vrut sa imi comand ceva online si sa platesc si cu suma de pe card cumparaturile. Acest lucru nu este posibil si il consider un mare minus. Imi plac produsele voastre dar nu si magazinele. Prea multa dezorganizare, copii care alearga peste tot si se plimba cu tot felul de biciclete, trotinete etc. + faceti bine si adauti filtre la produse pentru ca nu este tocmai ok sa cauti prin 300 de articole produsul dorit.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Salutare. Am un card cadou de la voi si normal am vrut sa imi comand ceva online si sa platesc si cu suma de pe card cumparaturile. Acest lucru nu este posibil si il consider un mare minus. Imi plac produsele voastre dar nu si magazinele. Prea multa dezorganizare, copii care alearga peste tot si se plimba cu tot felul de biciclete, trotinete etc. + faceti bine si adauti filtre la produse pentru ca nu este tocmai ok sa cauti prin 300 de articole produsul dorit. </s>",environment is negative; product is positive; service is negative; shop organization is negative; tech support is negative,"Bună ziua! Am încercat să fac o cumpărătură online folosind cardul cadou pe care l-am primit de la voi, dar din nefericire, nu a fost posibil. Acest lucru m-a dezamăgit foarte tare. Îmi plac produsele voastre, însă experiența în magazinele voastre este una prost organizată. Există prea mult haos, cu copii care aleargă și se joacă cu biciclete și trotinete. O schimbare pozitivă ar fi adăugarea de filtre pentru produse, deoarece căutarea prin sute de articole poate fi obositoare.",environment is negative; product is positive; service is negative; shop organization is negative; tech support is negative
copii care testeaza diferite echipamente trebuie restrictionati la o anumita zona. varietate/disponibilitate redusa la produsele off-season,434434,"{'choices': ['environment - negative', 'shop diversity - negative']}",26,manual,copii care testeaza diferite echipamente trebuie restrictionati la o anumita zona. varietate/disponibilitate redusa la produsele off-season,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: copii care testeaza diferite echipamente trebuie restrictionati la o anumita zona. varietate/disponibilitate redusa la produsele off-season </s>,environment is negative; shop diversity is negative,"Ar trebui să se limiteze zonele în care copiii pot testa echipamente, iar oferta de produse în afara sezonului este prea limitată.",environment is negative; shop diversity is negative
"A inceput sezonul de primavara vara. Cautam de mult timp echipament de bicicleta pentru femei (costume). Rafturile sunt goale, poate cu unul doua produse si acestea marime foarte mare (XXL) pe care nu le cumpara nimeni si stau in raft de mult timp (scriu asta pentru ca va vizitez magazinul destul de des). Nu exista personal pe raion pentru a ne da informatiile necesare.......de fapt pe nici un raion nu am gasit un angajat pentru eventuale informatii.Foarte slaba aprovizionarea, mai ales acum cand cererile sunt mari (echipament biciclete, role, etc).",434436,"{'choices': ['staff availability - negative', 'shop diversity - negative']}",26,manual,"A inceput sezonul de primavara vara. Cautam de mult timp echipament de bicicleta pentru femei (costume). Rafturile sunt goale, poate cu unul doua produse si acestea marime foarte mare (XXL) pe care nu le cumpara nimeni si stau in raft de mult timp (scriu asta pentru ca va vizitez magazinul destul de des). Nu exista personal pe raion pentru a ne da informatiile necesare.......de fapt pe nici un raion nu am gasit un angajat pentru eventuale informatii.Foarte slaba aprovizionarea, mai ales acum cand cererile sunt mari (echipament biciclete, role, etc).","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: A inceput sezonul de primavara vara. Cautam de mult timp echipament de bicicleta pentru femei (costume). Rafturile sunt goale, poate cu unul doua produse si acestea marime foarte mare (XXL) pe care nu le cumpara nimeni si stau in raft de mult timp (scriu asta pentru ca va vizitez magazinul destul de des). Nu exista personal pe raion pentru a ne da informatiile necesare.......de fapt pe nici un raion nu am gasit un angajat pentru eventuale informatii.Foarte slaba aprovizionarea, mai ales acum cand cererile sunt mari (echipament biciclete, role, etc). </s>",staff availability is negative; shop diversity is negative,"Sezonul de primăvară-vară a debutat, dar magazinul nostru preferat nu pare pregătit. Am căutat echipament de bicicletă pentru femei, dar rafturile sunt aproape goale, cu doar câteva articole de mari dimensiuni care par să nu atragă cumpărători. Mai mult decât atât, personalul lipsește cu desăvârșire din secțiuni, făcând imposibilă obținerea de informații utile. Lipsa de diversitate a produselor și dificultatea în găsirea unui angajat care să ne ajute subliniază slaba gestionare a magazinului, mai ales în perioadele cu cereri ridicate pentru articole precum echipamentul de bicicletă.",staff availability is negative; shop diversity is negative
"Dvs ca firma ok,dar firma de curierat dezastru, cu toate ca au mai trimis in zona mea fara probleme!",434439,"{'choices': ['delivery - positive', 'delivery - negative']}",26,manual,"Dvs ca firma ok,dar firma de curierat dezastru, cu toate ca au mai trimis in zona mea fara probleme!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Dvs ca firma ok,dar firma de curierat dezastru, cu toate ca au mai trimis in zona mea fara probleme! </s>",delivery is positive,"Compania dvs. este ok, dar serviciul de curierat a fost un dezastru, chiar dacă au livrat anterior în zona mea fără probleme.",delivery is negative
Pallady este deja un magazin aglomerat și aglomerația este amplificată în mare măsură de activitățile interioare. Activitățile ar trebui organizate în afară.,434440,"{'choices': ['environment - negative', 'shop organization - negative']}",26,manual,Pallady este deja un magazin aglomerat și aglomerația este amplificată în mare măsură de activitățile interioare. Activitățile ar trebui organizate în afară.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Pallady este deja un magazin aglomerat și aglomerația este amplificată în mare măsură de activitățile interioare. Activitățile ar trebui organizate în afară. </s>,environment is negative; shop organization is negative,"Magazinul Pallady este foarte aglomerat, iar problemele de mediu sunt accentuate de evenimentele desfășurate în interior. Ar fi mai bine să se organizeze activitățile în exterior.",environment is negative; shop organization is negative
"Am comandat doua produse: un kit de snorkeling şi o busola. Comanda a fost inregistrata pe data de 19 iulie si chiar speram sa o primesc repede, pentru ca era un cadou. Pe 24 iulie am sunat la voi sa intreb de colet, pentru ca nu primisem nicio veste de la curier. Tipa de la voi mi-a dat awb-ul si m-a invitat sa ma descurc cu el. Pe site aparea ca nici nu plecase coletul. Am sunat la FanCourier, le-am dat awb-ul si au zis ca ma suna inapoi. Dupa cateva ore tot nu sunasera, i-am sunat iarasi si am aflat ca nu dadeau de coletul meu. Am sunat iarasi la voi şi colega voastra mi-a zis asa, putin mai pe ocolite, ca nu mai este treaba ei. I-am explicat ca ati depasit termenul de livrare si ca este clar treaba voastra. Pana noaptea, coletul a fost gasit si expediat de urgenta catre mine. Dar nu mica mi-a fost mirarea cand am deschis cutia si am descoperit un kit de snorkeling zgâriat, uzat şi plin de praf. Nu cred ca a fost doar """"la raft"""" pentru ca arata extrem de nasol. Ca sa nu mai zic ca am comandat o marime foarte mare, iar inotatoarele primite erau cam mici si ochelarii... de copil. V-am returnat de asemenea si busola, pentru ca avea ambalajul rupt. O mare bataie de joc. N-o sa se intample prea curand sa comand ceva de la voi. Regret ca expediat imediat produsele inapoi si nu m-am dus cu ele intai la Protectia Consumatorului!",434441,"{'choices': ['delivery - negative', 'product - negative', 'service - negative', 'staff competency - negative']}",26,manual,"Am comandat doua produse: un kit de snorkeling și o busola. Comanda a fost inregistrata pe data de 19 iulie si chiar speram sa o primesc repede, pentru ca era un cadou. Pe 24 iulie am sunat la voi sa intreb de colet, pentru ca nu primisem nicio veste de la curier. Tipa de la voi mi-a dat awb-ul si m-a invitat sa ma descurc cu el. Pe site aparea ca nici nu plecase coletul. Am sunat la FanCourier, le-am dat awb-ul si au zis ca ma suna inapoi. Dupa cateva ore tot nu sunasera, i-am sunat iarasi si am aflat ca nu dadeau de coletul meu. Am sunat iarasi la voi și colega voastra mi-a zis asa, putin mai pe ocolite, ca nu mai este treaba ei. I-am explicat ca ati depasit termenul de livrare si ca este clar treaba voastra. Pana noaptea, coletul a fost gasit si expediat de urgenta catre mine. Dar nu mica mi-a fost mirarea cand am deschis cutia si am descoperit un kit de snorkeling zgâriat, uzat și plin de praf. Nu cred ca a fost doar """"la raft"""" pentru ca arata extrem de nasol. Ca sa nu mai zic ca am comandat o marime foarte mare, iar inotatoarele primite erau cam mici si ochelarii... de copil. V-am returnat de asemenea si busola, pentru ca avea ambalajul rupt. O mare bataie de joc. N-o sa se intample prea curand sa comand ceva de la voi. Regret ca expediat imediat produsele inapoi si nu m-am dus cu ele intai la Protectia Consumatorului!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am comandat doua produse: un kit de snorkeling și o busola. Comanda a fost inregistrata pe data de 19 iulie si chiar speram sa o primesc repede, pentru ca era un cadou. Pe 24 iulie am sunat la voi sa intreb de colet, pentru ca nu primisem nicio veste de la curier. Tipa de la voi mi-a dat awb-ul si m-a invitat sa ma descurc cu el. Pe site aparea ca nici nu plecase coletul. Am sunat la FanCourier, le-am dat awb-ul si au zis ca ma suna inapoi. Dupa cateva ore tot nu sunasera, i-am sunat iarasi si am aflat ca nu dadeau de coletul meu. Am sunat iarasi la voi și colega voastra mi-a zis asa, putin mai pe ocolite, ca nu mai este treaba ei. I-am explicat ca ati depasit termenul de livrare si ca este clar treaba voastra. Pana noaptea, coletul a fost gasit si expediat de urgenta catre mine. Dar nu mica mi-a fost mirarea cand am deschis cutia si am descoperit un kit de snorkeling zgâriat, uzat și plin de praf. Nu cred ca a fost doar """"la raft"""" pentru ca arata extrem de nasol. Ca sa nu mai zic ca am comandat o marime foarte mare, iar inotatoarele primite erau cam mici si ochelarii... de copil. V-am returnat de asemenea si busola, pentru ca avea ambalajul rupt. O mare bataie de joc. N-o sa se intample prea curand sa comand ceva de la voi. Regret ca expediat imediat produsele inapoi si nu m-am dus cu ele intai la Protectia Consumatorului! </s>",delivery is negative; product is negative; service is negative; staff competency is negative,"Am plasat o comanda pentru doua produse, un kit de snorkeling și o busola, dar experiența a fost una foarte negativa. Comanda a fost înregistrată pe 19 iulie, dar am așteptat zadarnic să primesc coletul la timp, mai ales că era pentru un cadou. Pe 24 iulie, am contactat serviciul dumneavoastră de asistență pentru a cere informații despre starea coletului și mi s-a oferit numărul AWB, dar site-ul arăta ca și cum coletul nici nu fusese expediat. Am fost nevoit să contactez FanCourier, care mi-a spus că nu pot găsi coletul meu inițial. După o serie de apeluri telefonice repetitive, colegii dumneavoastră au părut destul de indiferenți la problema mea și abia după ce am subliniat depășirea termenului de livrare și importanța rezolvării problemei, s-a făcut ceva. În cele din urmă, coletul a fost găsit și expediat urgent către mine. Dar ceea ce m-a șocat cu adevărat a fost starea kitului de snorkeling, care era zgâriat, uzat și plin de praf. Mărimile inotătoarelor și ochelarilor nu corespundeau comenzii mele, iar busola avea ambalajul rupt. A fost o experiență extrem de neplăcută și regret că nu am avut posibilitatea să merg mai întâi la Protecția Consumatorului înainte de a returna produsele.",delivery is negative; product is negative; service is negative; staff competency is negative
"Pentru produsele care nu sunt disponibile in magazin livrarea pe comanda dureaza foarte foarte mult. Multe magazine on-line se misca mult mai repede, mult peste standarul dvs.",434442,delivery - negative,26,manual,"Pentru produsele care nu sunt disponibile in magazin livrarea pe comanda dureaza foarte foarte mult. Multe magazine on-line se misca mult mai repede, mult peste standarul dvs.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Pentru produsele care nu sunt disponibile in magazin livrarea pe comanda dureaza foarte foarte mult. Multe magazine on-line se misca mult mai repede, mult peste standarul dvs. </s>",delivery is negative,"Livrarea pentru produsele care nu sunt disponibile in stoc este extrem de întârziată, multe magazine online funcționează cu o eficiență mult mai mare decât a dvs.",delivery is negative
nu stiu cum sa fac sa pun pe card si celelate cumparaturi facute la Decatolon; am doar produsele,434443,misc - neutral,26,manual,nu stiu cum sa fac sa pun pe card si celelate cumparaturi facute la Decatolon; am doar produsele,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: nu stiu cum sa fac sa pun pe card si celelate cumparaturi facute la Decatolon; am doar produsele </s>,misc is neutral,"Nu înțeleg cum pot adăuga cumpărăturile pe cardul meu, inclusiv cele făcute la Decatolon; am doar produsele",misc is neutral
"Daca se poate tine sub control mai bine plimbarile cu biciclete,trotinete si jucatul de fotbal prin magazin ar fi grozav. In Franta nu am gasit asa ceva.",434444,environment - negative,26,manual,"Daca se poate tine sub control mai bine plimbarile cu biciclete,trotinete si jucatul de fotbal prin magazin ar fi grozav. In Franta nu am gasit asa ceva.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Daca se poate tine sub control mai bine plimbarile cu biciclete,trotinete si jucatul de fotbal prin magazin ar fi grozav. In Franta nu am gasit asa ceva. </s>",environment is negative,"Daca magazinul ar putea limita intrarea bicicletelor, trotinetelor si a activitatilor de fotbal in interior, ar fi mult mai bine. In Franta nu am intalnit o problema similara.",environment is negative
"Am venit sa luam o bicicleta pt copii, la telefon nu a raspuns nimeni sa putem intreba daca este in stoc. Nu o aveati.  A trebuit sa o comandam online iar livrarea dureaza exprem de mult, estimeaza sfarsitul lunii sau chiar mai tarziu... Intr-un magazin cu un astfel de prestigiu este necesar sa aveti stocuri fizice cu toate produsele. Informatiile mentionate on-line privind stocurile nu sunt la zi. Am intrat intr-una din zile intr-un magazin si am vazut ca aveati o anume bicicleta in numar de 12 bucati  iar a doua zi, on-line aparea ca fiind indisponibila la acelasi magazin, or sansele de a se vinde 12 bucati de pe o zi pe alta sunt f mici.",434445,"{'choices': ['delivery - negative', 'shop diversity - negative', 'shop organization - negative', 'staff competency - negative']}",26,manual,"Am venit sa luam o bicicleta pt copii, la telefon nu a raspuns nimeni sa putem intreba daca este in stoc. Nu o aveati. A trebuit sa o comandam online iar livrarea dureaza exprem de mult, estimeaza sfarsitul lunii sau chiar mai tarziu... Intr-un magazin cu un astfel de prestigiu este necesar sa aveti stocuri fizice cu toate produsele. Informatiile mentionate on-line privind stocurile nu sunt la zi. Am intrat intr-una din zile intr-un magazin si am vazut ca aveati o anume bicicleta in numar de 12 bucati iar a doua zi, on-line aparea ca fiind indisponibila la acelasi magazin, or sansele de a se vinde 12 bucati de pe o zi pe alta sunt f mici.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am venit sa luam o bicicleta pt copii, la telefon nu a raspuns nimeni sa putem intreba daca este in stoc. Nu o aveati. A trebuit sa o comandam online iar livrarea dureaza exprem de mult, estimeaza sfarsitul lunii sau chiar mai tarziu... Intr-un magazin cu un astfel de prestigiu este necesar sa aveti stocuri fizice cu toate produsele. Informatiile mentionate on-line privind stocurile nu sunt la zi. Am intrat intr-una din zile intr-un magazin si am vazut ca aveati o anume bicicleta in numar de 12 bucati iar a doua zi, on-line aparea ca fiind indisponibila la acelasi magazin, or sansele de a se vinde 12 bucati de pe o zi pe alta sunt f mici. </s>",delivery is negative; shop diversity is negative; shop organization is negative; staff competency is negative,"Am căutat o bicicletă pentru copil, dar nu am putut afla dacă era în stoc din cauza lipsei de răspuns la telefon. La magazin, nu aveați produsul disponibil și a trebuit să îl comandăm online, cu o livrare care durează foarte mult, estimată undeva spre sfârșitul lunii sau chiar mai târziu. Un magazin cu prestigiu ar trebui să aibă stocuri fizice pentru toate produsele și informații actualizate online despre disponibilitate. Am observat într-o zi că aveți o bicicletă anume în număr de 12 bucăți, dar a doua zi, aceeași bicicletă apărea ca fiind indisponibilă pe site, ceea ce pare ciudat și ne face să punem la îndoială organizarea magazinului.",delivery is negative; shop diversity is negative; shop organization is negative; staff competency is negative
"Haosul creat de copii veniti cu parinti doar pentru a si pierde timpul in magazin. Un adevarat pericol pentru ei si pentru noi.Am vazut doi copii cazand, unul de pe o bicicleta si altul de pe un al vehicul asa zisa tricilcleta. Articolele folosite in mare parte de copii, lasate vraiste in magazin.",434453,"{'choices': ['environment - negative', 'shop organization - negative']}",26,manual,"Haosul creat de copii veniti cu parinti doar pentru a si pierde timpul in magazin. Un adevarat pericol pentru ei si pentru noi.Am vazut doi copii cazand, unul de pe o bicicleta si altul de pe un al vehicul asa zisa tricilcleta. Articolele folosite in mare parte de copii, lasate vraiste in magazin.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Haosul creat de copii veniti cu parinti doar pentru a si pierde timpul in magazin. Un adevarat pericol pentru ei si pentru noi.Am vazut doi copii cazand, unul de pe o bicicleta si altul de pe un al vehicul asa zisa tricilcleta. Articolele folosite in mare parte de copii, lasate vraiste in magazin. </s>",environment is negative; shop organization is negative,"Magazinul a devenit un loc periculos și haotic din cauza copiilor care vin cu părinții doar pentru a-și pierde timpul. Am asistat la două incidente în care copiii au căzut, unul de pe o bicicletă și altul de pe un vehicul pentru copii, ceea ce demonstrează lipsa de organizare și supraveghere a spațiului comercial. De asemenea, articolele sunt lăsate întâmplător în jur, ceea ce accentuează starea de dezordine.",environment is negative; shop organization is negative
"Cam dezamagit ca faptul ca cecul de fidelitate nu merge folosit online.Acum ce ar trebui sa fac, sa strabat 300km pana la cel mai apropiat magazin Decathlon?",434458,tech support - negative,26,manual,"Cam dezamagit ca faptul ca cecul de fidelitate nu merge folosit online.Acum ce ar trebui sa fac, sa strabat 300km pana la cel mai apropiat magazin Decathlon?","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cam dezamagit ca faptul ca cecul de fidelitate nu merge folosit online.Acum ce ar trebui sa fac, sa strabat 300km pana la cel mai apropiat magazin Decathlon? </s>",tech support is negative,Sunt dezamagit de faptul că nu pot folosi cecul de fidelitate online și acum sunt nevoit să fac o călătorie lungă pentru a ajunge la un magazin Decathlon.,tech support is negative
mise pare ca este destul de bun si frumos GG osa main venim,434460,misc - neutral,26,manual,mise pare ca este destul de bun si frumos GG osa main venim,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: mise pare ca este destul de bun si frumos GG osa main venim </s>,misc is neutral,"Mie mi se pare că este suficient de bun și arată frumos, de aceea am venit.",misc is neutral
"foarte putine articole sportive pentru fotbal, respectiv ieri 09.10.2017 erau doar putine modele de pantofi sport cu crampoane pentru copii, iar cele care erau avea preturi destul de mari!",434468,"{'choices': ['shop diversity - negative', 'price - negative']}",26,manual,"foarte putine articole sportive pentru fotbal, respectiv ieri 09.10.2017 erau doar putine modele de pantofi sport cu crampoane pentru copii, iar cele care erau avea preturi destul de mari!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: foarte putine articole sportive pentru fotbal, respectiv ieri 09.10.2017 erau doar putine modele de pantofi sport cu crampoane pentru copii, iar cele care erau avea preturi destul de mari! </s>",shop diversity is negative; price is negative,"Găsisem foarte puține articole sportive pentru fotbal în magazin, mai exact ieri, pe 09.10.2017, doar câteva modele de pantofi sport cu crampoane pentru copii erau disponibile și, în plus, prețurile lor erau destul de ridicate.",shop diversity is negative; price is negative
