id,text_cleaned,absa_input,absa_target,text_bt_RoEnRo,text_bt_RoEnChRo
434049,"Prost indicate preturile una e la raft si alta la casa ,lipsa personalului pe raioane .Nu poti obtine o informatie decat de la casele de marcat.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Prost indicate preturile una e la raft si alta la casa ,lipsa personalului pe raioane .Nu poti obtine o informatie decat de la casele de marcat. </s>",shop organization is negative; staff availability is negative,"Preţurile sunt prost indicate, unul este pe raft şi celălalt acasă, lipsa personalului în local.","Prețurile erau foarte mici, unul era pe rafturi, altul era acasă, nu era suficient personal."
434050,"Dupa 10 luni materialul s-a taiat in dreptul cutei care se formeaza in timpul mersului. Iar cei de la Decathlon au refuzat sa ii schimbe pe motiv ca """"garantia"""" este doar pentru cusaturi si lipituri...........","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Dupa 10 luni materialul s-a taiat in dreptul cutei care se formeaza in timpul mersului. Iar cei de la Decathlon au refuzat sa ii schimbe pe motiv ca """"garantia"""" este doar pentru cusaturi si lipituri........... </s>",product is negative; quality is negative; return warranty is negative,"După 10 luni materialul a fost tăiat pentru a se potrivi cutia care se formează în timpul mersului pe jos și Decathlon a refuzat să-l schimbe pe motiv că ""garanția"" este doar pentru cusături și lipici.","După 10 luni, materialul a fost tăiat pentru a se potrivi cu cutia formată în timpul mersului, iar zece competiții au refuzat să-l schimbe, motivând că ""garanția"" se aplică doar pentru îmbinare."
434051,"Am comandat niste produse. Au sosit dupa 3 saptamani . Am aflat intamplator ca sunt sosite in magazine Tg-Mures, de la fratele meu care isi comanadase si el ceva.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am comandat niste produse. Au sosit dupa 3 saptamani . Am aflat intamplator ca sunt sosite in magazine Tg-Mures, de la fratele meu care isi comanadase si el ceva. </s>",delivery is negative,"Am comandat nişte produse, au ajuns trei săptămâni mai târziu, şi am aflat din întâmplare că au ajuns la magazinele Tg-Mures, de la fratele meu care a comandat ceva el însuşi.","Am descoperit că au ajuns la magazinul TG-Mures, unde am găsit un pachet de produse care nu erau de ajuns."
434063,"Vin aici pentru ca reusesc sa gasesc produse in functie de necesitatile mele si mai mult de atat toate la un loc. Sunt multumit si de calitatea unora dintre produse insa, de multe ori produsele sunt amestecate intre ele, iar preturile lipsesc la unele din ele. Nu ar fi o problema daca am gasi personalul dispus sa ne ajute insa totdeauna au cate ceva de facut. Nu invinui personalul pentru ca ii vad alergand mereu, insa se vede si se simte un deficit de angajati!Cu stima.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Vin aici pentru ca reusesc sa gasesc produse in functie de necesitatile mele si mai mult de atat toate la un loc. Sunt multumit si de calitatea unora dintre produse insa, de multe ori produsele sunt amestecate intre ele, iar preturile lipsesc la unele din ele. Nu ar fi o problema daca am gasi personalul dispus sa ne ajute insa totdeauna au cate ceva de facut. Nu invinui personalul pentru ca ii vad alergand mereu, insa se vede si se simte un deficit de angajati!Cu stima. </s>",quality is positive; shop diversity is positive; shop organization is negative; staff availability is negative,"Vin aici pentru că pot găsi produse care îmi satisfac nevoile şi mai mult, toate într-un singur loc. Sunt mulţumit de calitatea unora dintre produse, dar adesea produsele sunt amestecate şi preţurile lipsesc în unele dintre ele. Nu ar fi o problemă dacă am putea găsi personalul dispus să ne ajute, dar ei au întotdeauna ceva de făcut. Nu dau vina pe personal pentru că îi văd alergând tot timpul, dar poţi vedea şi simţi lipsa de angajaţi! Cu respect.","Vin aici pentru că pot găsi într-un singur loc produsele care îmi satisfac nevoile. Sunt mulțumit de calitatea anumitor produse, dar adesea produsele sunt amestecate, prețurile lipsesc în unele dintre ele."
434071,Livrarea se poate face si dupa masa?Majoritatea oamenilor se lucreaza pina la ora15.MULTUMESC,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Livrarea se poate face si dupa masa?Majoritatea oamenilor se lucreaza pina la ora15.MULTUMESC </s>,misc is neutral,Majoritatea oamenilor lucrează până la ora 15:00.,"Nu e nevoie să fie la serviciu, pentru că e o zi de muncă, dar e nevoie să fie la serviciu."
434073,"Ca și părere generală, magazinul și personalul sunt ok. Singurul aspect negativ ar fi faptul ca sunt lăsati copiii sa se joace cu diverse produse lăsate spre testare(bănuiesc) dar nu le explica nimeni cum sa le utilizeze. Am fost lovit foarte puternic în picior de un skateboard utilizat de un copil, care, sunt convins ca nu a fost instruit de niciun reprezentant al magazinului. Am părăsit magazinul cu foarte mare dificultate după o perioada lunga petrecuta pe o băncuța, pentru recuperare.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ca și părere generală, magazinul și personalul sunt ok. Singurul aspect negativ ar fi faptul ca sunt lăsati copiii sa se joace cu diverse produse lăsate spre testare(bănuiesc) dar nu le explica nimeni cum sa le utilizeze. Am fost lovit foarte puternic în picior de un skateboard utilizat de un copil, care, sunt convins ca nu a fost instruit de niciun reprezentant al magazinului. Am părăsit magazinul cu foarte mare dificultate după o perioada lunga petrecuta pe o băncuța, pentru recuperare. </s>",staff competency is positive; environment is negative,"În general, magazinul și personalul sunt în regulă. Singurul aspect negativ ar fi că ei le-au lăsat copiilor să se joace cu diverse produse lăsate pentru testare (presupun) dar nimeni nu le explică cum să le folosească. Am fost lovit foarte tare în picior de o skateboard folosită de un copil, care, sunt convins că nu a fost instruit de nici un reprezentant al magazinului. Am părăsit magazinul cu mare dificultate după o lungă perioadă petrecută pe o bancă, pentru recuperare.","Ca o opinie generală, magazinul și angajații sunt buni. Singurul lucru negativ este că ei au lăsat copiii să se joace cu diferite produse rămase pentru a fi testate (aș ghici) dar nimeni nu a explicat cum să le folosească."
434084,"As prefera să nu se exagereze cu probarea echipamentelor ( biciclete, trotinete, et ) nu este un spariu de joacă.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: As prefera să nu se exagereze cu probarea echipamentelor ( biciclete, trotinete, et ) nu este un spariu de joacă. </s>",environment is negative,"Aş prefera să nu exagerez cu echipamentul de testare (biciclete, scutere, etc.) nu e un loc de joacă.","Nu vreau să testez prea mult echipamentul (biciclete, skateboard-uri etc.)"
434087,"Am vizitat raionul de biciclete cautand in mod special accesorii pentru bicicleta.Primul lucru care nu mi-a placut a fost lipsa etichetelor de la raft. Am cautat eticheta pentru un bidon dar a fost imposibil de localizat. In plus bidoanele erau complet amestecate pe rafturi.Acelasi lucru in zona de ciorapi pentru ciclism. Am cumparat la promotie ciorapi albi pentru ciclism la pretul de 13 lei perechea. Am luat si ciorapi negrii, de data aceasta un pack de 2 perechi. Pretul nu era afisat pentru acest pack. Am vazut ulterior la casa ca 2 perechi de ciorapi negrii costa dublu (44 lei) fata de 2 perechi de ciorapi albi, e drept, vandute separat. Dar am acceptat pretul asa ca va rog sa retineti doar lipsa etichetelor de la raft.Cireasa de pe tort a fost la casa, cand operatoarea de la casa a scanat accidental un produs (tablete pentru rehidratare Isostar) de 2 ori. Aparatul a emis 2 sunete de scanare (mie sunetele mi-au atras atentia) dar care nu au fost luate in considerare de operatoare. Dupa ce am achitat am verificat bonul fiscal si am constatat ca tabletele de rehidratare au fost introduse eronat de 2 ori.M-am adresat altui operator care a reactionat imediat si a acceptat reclamatia FARA a verifica insa produsele pe care le cumparasem. Poate chiar aveam 2 produse in sacosa...Banii pentru al doilea produs mi-au fost returnati imediat.In concluzie dezordinea de la raft si neatentia personalului, nu pot compensa zambetul contorizat la iesirea din magazin.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am vizitat raionul de biciclete cautand in mod special accesorii pentru bicicleta.Primul lucru care nu mi-a placut a fost lipsa etichetelor de la raft. Am cautat eticheta pentru un bidon dar a fost imposibil de localizat. In plus bidoanele erau complet amestecate pe rafturi.Acelasi lucru in zona de ciorapi pentru ciclism. Am cumparat la promotie ciorapi albi pentru ciclism la pretul de 13 lei perechea. Am luat si ciorapi negrii, de data aceasta un pack de 2 perechi. Pretul nu era afisat pentru acest pack. Am vazut ulterior la casa ca 2 perechi de ciorapi negrii costa dublu (44 lei) fata de 2 perechi de ciorapi albi, e drept, vandute separat. Dar am acceptat pretul asa ca va rog sa retineti doar lipsa etichetelor de la raft.Cireasa de pe tort a fost la casa, cand operatoarea de la casa a scanat accidental un produs (tablete pentru rehidratare Isostar) de 2 ori. Aparatul a emis 2 sunete de scanare (mie sunetele mi-au atras atentia) dar care nu au fost luate in considerare de operatoare. Dupa ce am achitat am verificat bonul fiscal si am constatat ca tabletele de rehidratare au fost introduse eronat de 2 ori.M-am adresat altui operator care a reactionat imediat si a acceptat reclamatia FARA a verifica insa produsele pe care le cumparasem. Poate chiar aveam 2 produse in sacosa...Banii pentru al doilea produs mi-au fost returnati imediat.In concluzie dezordinea de la raft si neatentia personalului, nu pot compensa zambetul contorizat la iesirea din magazin. </s>",promotions is positive; shop organization is negative; staff competency is positive,"Am vizitat secțiunea de biciclete căutând în mod special accesorii pentru biciclete.Primul lucru care nu mi-a plăcut a fost lipsa etichetelor de pe raft.Am căutat eticheta pentru o cutie dar a fost imposibil de localizat.În plus, cutii erau complet amestecate pe rafturi.Același lucru s-a întâmplat și în zona șosetelor de ciclism.Am cumpărat la promoție șosete de ciclism albe pentru 13 lei perechea.Am luat și șosete negre, de data aceasta un pachet de 2 pachete.Prețul nu a fost afișat pentru acest pachet.Am văzut mai târziu la adresa casei că 2 perechi de pantofi negri costau 44 lei și 2 perechi de pantofi albi erau vândute separat.Dar am acceptat reclamația,","Am vizitat secțiunea de biciclete, în special pentru accesorii de biciclete. Primul lucru care nu mi-a plăcut a fost lipsa etichetelor pe raft. Am căutat o etichetă, dar nu am găsit-o. În plus, copilul era complet amestecat pe raft."
434090,"inteleg ca se schimba colectia, dar sa fie zi de sambata in care magazinul era plin de cumparatori, iar rafturile goale, nu inteleg.si cativa angajati care incercau sa aseze cate ceva pe rafturi....","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: inteleg ca se schimba colectia, dar sa fie zi de sambata in care magazinul era plin de cumparatori, iar rafturile goale, nu inteleg.si cativa angajati care incercau sa aseze cate ceva pe rafturi.... </s>",shop organization is negative; staff availability is negative,"Înţeleg că colecţia se schimbă, dar să fie o sâmbătă când magazinul era plin de cumpărători şi rafturile erau goale, nu înţeleg.","Înțeleg că colecția s-a schimbat, dar sâmbătă magazinul era plin de clienți și nu mai avea nimic, așa că am fost nevoiți să mă duc la magazinul de la ora șapte, și am fost nevoiți să mă duc la magazinul de la ora șapte, și am fost nevoiți să mă duc la magazinul de la ora șapte, și am fost nevoiți să mă duc la magazinul de la ora șapte."
434092,Nu ám primit coletul.Anul trecut ám fost foarte mulțumită.In anul acesta nu sunt mulțumită! !!,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu ám primit coletul.Anul trecut ám fost foarte mulțumită.In anul acesta nu sunt mulțumită! !! </s>,delivery is negative,"Anul trecut am fost foarte fericit, dar anul acesta nu sunt fericit.",Nu am primit pachetul. Anul trecut eram fericit. Anul acesta nu sunt fericit!
434095,A durat mai mult de o saptamana de la data comenzii pana a ajuns la mine.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: A durat mai mult de o saptamana de la data comenzii pana a ajuns la mine. </s>,delivery is negative,A durat mai mult de o săptămână de la data ordinului să ajungă la mine.,"A fost o zi foarte grea pentru mine, dar am fost foarte fericit că am ajuns aici."
434096,"Mi-a placut ideea testarii produselor in magazin numai ca acum s-a ajuns in extrem. Se joaca tenis de picior, se lovesc mingiile cu capul, etc.. Ce conteaza ca lovesc pe ceilalti cumparatori?La ultima vizita pe holul principal, doi 'domni' jucau fotbal de picior lovind de la articole la vizitatori fara nici o jena. Stiu asta deoarece am fost lovit in timp ce ma uitam dupa niste produse. Apoi cel mic era la un pas sa fie accidentat de niste copiii care fugeau cu bicicletele pe culoar.Inteleg politica libertina a magazinului dar ma astept ca sa tina totusi lucrurile sub control. Mentionez ca am precizat intamplarea la casa dar am primit doar un 'nu putem sa controlam oamenii, incercati sa aveti mai multa grija"""". Pacat...","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mi-a placut ideea testarii produselor in magazin numai ca acum s-a ajuns in extrem. Se joaca tenis de picior, se lovesc mingiile cu capul, etc.. Ce conteaza ca lovesc pe ceilalti cumparatori?La ultima vizita pe holul principal, doi 'domni' jucau fotbal de picior lovind de la articole la vizitatori fara nici o jena. Stiu asta deoarece am fost lovit in timp ce ma uitam dupa niste produse. Apoi cel mic era la un pas sa fie accidentat de niste copiii care fugeau cu bicicletele pe culoar.Inteleg politica libertina a magazinului dar ma astept ca sa tina totusi lucrurile sub control. Mentionez ca am precizat intamplarea la casa dar am primit doar un 'nu putem sa controlam oamenii, incercati sa aveti mai multa grija"""". Pacat... </s>",environment is negative; staff competency is negative,"Mi-a plăcut ideea de a testa produsele în magazin, dar acum a ajuns la extreme. Ei joacă tenis, lovesc mingi cu capul etc. Ce contează că au lovit alți cumpărători? La ultima vizită în sala principală, doi ""domni"" jucau fotbal lovind obiecte vizitatorilor fără nici o jenă. Știu asta pentru că am fost lovit în timp ce căutam câteva produse. Apoi cel mic era pe cale să fie lovit de câțiva copii care alergau cu bicicletele lor pe culoar. Înțeleg politica de libertate a magazinului, dar mă aștept să țineți totul sub control. Am menționat că am menționat ce s-a întâmplat acasă, dar am primit doar un ""nu putem controla oamenii, încercați să fiți mai atenți"""".","Îmi place ideea de a testa produsele în magazin, dar acum a fost prea mult. Ei joacă tenis, lovește cu capul și așa mai departe. Ce au de-a face cu alți cumpărători? La ultima vizită la salonul principal, doi ""schizi"" jucau fotbal și au lovit cu brațul la inimă vizitatorii."
434104,"Dureaza mult prea mult 15 zile, se duc la o luna","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Dureaza mult prea mult 15 zile, se duc la o luna </s>",misc is neutral,"Durează mult prea mult. 15 zile, ajung la o lună.","A durat prea mult, 15 zile, au plecat o lună."
434105,"Magazinul acoperă o gamă diversă de sporturi dar...să fim serioși, puneți pe picior de egalitate polo sau badmingtonul cu fotbalul. Am căutat o minge adecvată pentru tenis de picior, fotbal ocazional. Am stat vreo 30 min să le încerc...De fapt nu aveam decât două opțiuni de marca:Adidas si Kipsta. Nu m-a ajutat nimeni de la magazin, cred că era un singur lucrător în afara carierei. La Decathlon trebuie să te mulțumești cu puținele informații de pe eticheta. Angajații sunt veșnic ocupați să asambleze sau să aranjeze produsele pe rafturi. Intr-un fel e bine, când nu prea ai bani de cheltuială, zici ca vizitezi un muzeu, nimeni nu te îmbie să cumperi ceva. Recomand a se pune accent pe fotbal (mingi, încălțăminte și imbracaminte sport, etc) si biciclete, că mijloc de relaxare, nu neapărat ciclism. Da, stiu, mai si înoată românii, mai joacă tenis, polo, mai călăresc câte un cal, dar hai sa umplem magazinul cu ochelari de înot și mingi de tenis, badminton si alte nimicuri și când vrem să cumpărăm o minge si o pereche de teniși nu găsim. Per ansamblu sunt tentat să revin în magazin, doar-doar s-o mai schimba ceva, poate voi cumpăra vreodată un tricou, vreun Adidas sau Nike dar nu cred. Niste carpe sintetice chinezesti la preț de marfa premium. Cred că știți și dvs ce vindeți mai bine si ce nu vindeți mai deloc.Eu așa constat, că vindeți role si biciclete pt. copii, dar poate e o impresie eronată. Am ieșit din magazin de multe ori fără să cumpăr nimic. Nu aveam voie să nu las măcar 10 lei, pe un fluier, pe un briceag, un bidon, ceva...Dar nu mi-a sărit în ochi...","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Magazinul acoperă o gamă diversă de sporturi dar...să fim serioși, puneți pe picior de egalitate polo sau badmingtonul cu fotbalul. Am căutat o minge adecvată pentru tenis de picior, fotbal ocazional. Am stat vreo 30 min să le încerc...De fapt nu aveam decât două opțiuni de marca:Adidas si Kipsta. Nu m-a ajutat nimeni de la magazin, cred că era un singur lucrător în afara carierei. La Decathlon trebuie să te mulțumești cu puținele informații de pe eticheta. Angajații sunt veșnic ocupați să asambleze sau să aranjeze produsele pe rafturi. Intr-un fel e bine, când nu prea ai bani de cheltuială, zici ca vizitezi un muzeu, nimeni nu te îmbie să cumperi ceva. Recomand a se pune accent pe fotbal (mingi, încălțăminte și imbracaminte sport, etc) si biciclete, că mijloc de relaxare, nu neapărat ciclism. Da, stiu, mai si înoată românii, mai joacă tenis, polo, mai călăresc câte un cal, dar hai sa umplem magazinul cu ochelari de înot și mingi de tenis, badminton si alte nimicuri și când vrem să cumpărăm o minge si o pereche de teniși nu găsim. Per ansamblu sunt tentat să revin în magazin, doar-doar s-o mai schimba ceva, poate voi cumpăra vreodată un tricou, vreun Adidas sau Nike dar nu cred. Niste carpe sintetice chinezesti la preț de marfa premium. Cred că știți și dvs ce vindeți mai bine si ce nu vindeți mai deloc.Eu așa constat, că vindeți role si biciclete pt. copii, dar poate e o impresie eronată. Am ieșit din magazin de multe ori fără să cumpăr nimic. Nu aveam voie să nu las măcar 10 lei, pe un fluier, pe un briceag, un bidon, ceva...Dar nu mi-a sărit în ochi... </s>",shop diversity is positive; staff availability is negative; shop organization is negative; staff competency is negative; price is negative; quality is negative; product is negative,"Magazinul acoperă o gamă variată de sporturi, dar...să fim serioși, puneți pe picior egalitatea de polo sau badminton cu fotbalul. Căutam o minge potrivită pentru piciorul de tenis, ocazional fotbal. Am petrecut aproximativ 30 de minute pentru a le încerca...De fapt, am avut doar două opțiuni de marcă: Adidas și Kipsta. Nimeni nu m-a ajutat de la magazin, cred că a fost un lucrător în afara carierei. La Decathlon trebuie să fii mulțumit de puținele informații de pe etichetă. Angajații sunt mereu ocupați cu asamblarea imprimărilor sau cu aranjarea produselor pe raft. Într-un fel este bine când nu ai mulți bani de cheltuit, cum ar fi o vizită la muzeu, și crezi că nimeni nu î","În magazin există tot felul de sporturi, dar... să ne gândim serios, echivalează mingea cu fotbalul cu un picior. Căutam o minge potrivită pentru un picior de tenis, ocazional fotbal. Mi-a luat aproximativ 30 de minute să încerc... De fapt, aveam doar două mărci de ales: Adidas și Kipsta."
434118,"Mi se pare foarte ciudat ca in momentul in care faci comanda, faci si plata sa nu primesti un mail de la firma vanzatoare prin care sa fi instiintat ca e totul in regula. Sa fi anuntat cu privire la livrare si la primirea altor solicitari (montaj, montaj optionale, etc..)Mai trebuie sa lucrati la magazinul online intrucat nu sunteti in rand cu obiceiurile oricarui magazin online din Romania.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Mi se pare foarte ciudat ca in momentul in care faci comanda, faci si plata sa nu primesti un mail de la firma vanzatoare prin care sa fi instiintat ca e totul in regula. Sa fi anuntat cu privire la livrare si la primirea altor solicitari (montaj, montaj optionale, etc..)Mai trebuie sa lucrati la magazinul online intrucat nu sunteti in rand cu obiceiurile oricarui magazin online din Romania. </s>",service is negative; tech support is negative,"Mi se pare foarte ciudat că atunci când plasezi comanda, faci plata și nu primești un e-mail de la compania vânzător pentru a fi informat că totul este în regulă. Pentru a fi informat despre livrare și primirea altor solicitări (montaj, asamblare opțională etc.) Trebuie să lucrezi în continuare la magazinul online pentru că nu ești obișnuit cu niciun magazin online din România.","Mi se pare ciudat că atunci când comanzi, plăteşti, nu primeşti un e-mail de la vânzător să-ţi spună că totul e în regulă. Notificări despre livrare şi primirea altor cereri (asamblare, asamblare opţională etc.)."
434122,"Calificativele de mai sus trebuie raportate/ajustate la faptul ca in acel moment 2 sau 3 persoane cred ca erau nou angajate, fiind in instruire.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Calificativele de mai sus trebuie raportate/ajustate la faptul ca in acel moment 2 sau 3 persoane cred ca erau nou angajate, fiind in instruire. </s>",misc is neutral,"Calităţile de mai sus trebuie să fie legate/ajustate de faptul că, la acel moment, 2 sau 3 persoane cred că au fost angajate recent, fiind în curs de formare.",Calitățile de mai sus ar trebui să fie corelate/ajustate cu faptul că 2 sau 3 dintre ei au crezut că au fost angajați recent și că au fost în curs de instruire.
434125,"Totul a fost super ok pana la ultima comanda, produsele trebuiau aduse din depozitul international, termen de 12 zile, doar ca a trecut acel termen si mai am inca de asteptat, sper ca nu inca 12 zile !!!!!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Totul a fost super ok pana la ultima comanda, produsele trebuiau aduse din depozitul international, termen de 12 zile, doar ca a trecut acel termen si mai am inca de asteptat, sper ca nu inca 12 zile !!!!! </s>",delivery is negative,"Totul a fost super ok până la ultima comandă, produsele trebuiau aduse din depozitul internațional, termenul limită de 12 zile, doar că termenul limită a trecut și încă trebuie să aștept, sper că nu încă 12 zile!!!!!","În cazul în care nu există o comandă, atunci este posibil ca o comandă de tip ""A"" să fie trimisă direct din depozitul internațional, dar pentru o comandă finală, produsul trebuie să fie trimis din depozitul internațional, iar data limită este de 12 zile."
434130,"Stau foarte prost cu returnarea banilor.Am trimis un colet pentru returnare de 30 de zile si nici pana astazi nu am primit banii.Mereu cand ii sun imi spun acelasi lucru. """"Joi este ziua de returnare a banilor, va rugam asteptati.""""","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Stau foarte prost cu returnarea banilor.Am trimis un colet pentru returnare de 30 de zile si nici pana astazi nu am primit banii.Mereu cand ii sun imi spun acelasi lucru. """"Joi este ziua de returnare a banilor, va rugam asteptati."""" </s>",return warranty is negative; staff competency is negative,Am trimis un pachet pentru o returnare de 30 de zile şi încă nu am primit banii.,"Am avut probleme cu rambursările. Am trimis un pachet pentru o rambursare de 30 de zile, dar nu am primit banii până azi."
434134,Produsele de pe site contin prea putine poze si informatii foarte sumare.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produsele de pe site contin prea putine poze si informatii foarte sumare. </s>,tech support is negative,Produsele de pe site conțin foarte puține imagini și foarte puține informații.,Site-ul are puține imagini și informații despre produse.
434137,"Am avut nevoie de ceva indicatii si personalul mi s-a parut cam acru. Consider ca sunt pusi acolo pentru a oferi indicatii, presupun. In special tipa de la casa. Am sa revin in magazin pentru ca in proportie de 90% am gasit ceea ce am cautat.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am avut nevoie de ceva indicatii si personalul mi s-a parut cam acru. Consider ca sunt pusi acolo pentru a oferi indicatii, presupun. In special tipa de la casa. Am sa revin in magazin pentru ca in proportie de 90% am gasit ceea ce am cautat. </s>",staff competency is negative; shop diversity is positive,"Aveam nevoie de câteva sfaturi şi personalul părea puţin amar, cred că sunt acolo să dea sfaturi, cred, mai ales fata de la casă, mă voi întoarce la magazin pentru că am găsit 90% din ceea ce căutam.","Am nevoie de unele indicații, personalul pare a fi un pic amar, și cred că ei sunt acolo pentru a da indicații, cred, în special pentru fetele de casă, care sunt în mod evident, nu sunt în regulă, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt de acord cu mine, nu sunt"
434138,"Nu erau disponibile toate masurile..cele mai multe la incaltarile dorite erau 40,38, eu avand nevoie de 39, am renuntat si am ales alt model desi as fi dorit pe modelul respectiv..nu am avut pe cine intreba daca exista si 38 eu nagasind expuse","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu erau disponibile toate masurile..cele mai multe la incaltarile dorite erau 40,38, eu avand nevoie de 39, am renuntat si am ales alt model desi as fi dorit pe modelul respectiv..nu am avut pe cine intreba daca exista si 38 eu nagasind expuse </s>",shop diversity is negative; staff availability is negative,"Nu toate mărimea erau disponibile.. cele mai multe dintre pantofi am vrut au fost 40.38, am nevoie de 39, am renunțat și a ales un alt model deși mi-ar fi plăcut acel model.. nu am avut pe nimeni să întreb dacă au fost 38 am fost purtând expuse","Nu toate mărimea erau disponibile, eu voiam pantofi de 40,38 în majoritate, aveam nevoie de 39, am renunțat, am ales un alt model, deși mi-a plăcut modelul acela, nu m-a întrebat nimeni dacă port 38."
434140,"Am achiziționat aseară două trotinete, una albă și una neagră, cea neagră având ambalajul puțin deteriorat (cutia îndoită la unul din capete, probabil în urmă deschiderii, folia bubble wrap care trebuia să fie pe aripa/frana din spate era pusă pe mânere, aripa fiind goală comparativ cu cea de la trotineta albă care avea si un carton pe lângă folia de protecție, punga cu manualul de instrucțiuni și bareta era desfăcută), nu țin că ambalajul să fie intact, doar expuneam semnele care m-au făcut să mă gândesc că ar fi fost folosită sau expusă.Problema gravă a ieșit la iveală ceva mai târziu când le-am scos la o primă plimbare prin parc, cea albă impecabil in funcționare și fiabilitate, cea neagră însă de la primii pași avea un zgomot ciudat la roata din față, nu constant dar destul de des. Am continuat puțin plimbarea sperând că n-o să se mai audă dar n-a fost așa, după ce am dat o tură și cu cea albă care nu scotea niciun sunet am făcut cale întoarsă spre casă dezamăgit...Am mai observat apoi, acasă, că cea albă are niste stickere pe laterale, care la cealaltă lipsesc. Tot acasă am întors-o cu roțile în sus să mă asigur că de acolo era zgomotul. Cred că e o bilă spartă în rulment și sper să se poată rezolva problema întrucât rulmenții nu intră în garanție. :)","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am achiziționat aseară două trotinete, una albă și una neagră, cea neagră având ambalajul puțin deteriorat (cutia îndoită la unul din capete, probabil în urmă deschiderii, folia bubble wrap care trebuia să fie pe aripa/frana din spate era pusă pe mânere, aripa fiind goală comparativ cu cea de la trotineta albă care avea si un carton pe lângă folia de protecție, punga cu manualul de instrucțiuni și bareta era desfăcută), nu țin că ambalajul să fie intact, doar expuneam semnele care m-au făcut să mă gândesc că ar fi fost folosită sau expusă.Problema gravă a ieșit la iveală ceva mai târziu când le-am scos la o primă plimbare prin parc, cea albă impecabil in funcționare și fiabilitate, cea neagră însă de la primii pași avea un zgomot ciudat la roata din față, nu constant dar destul de des. Am continuat puțin plimbarea sperând că n-o să se mai audă dar n-a fost așa, după ce am dat o tură și cu cea albă care nu scotea niciun sunet am făcut cale întoarsă spre casă dezamăgit...Am mai observat apoi, acasă, că cea albă are niste stickere pe laterale, care la cealaltă lipsesc. Tot acasă am întors-o cu roțile în sus să mă asigur că de acolo era zgomotul. Cred că e o bilă spartă în rulment și sper să se poată rezolva problema întrucât rulmenții nu intră în garanție. :) </s>",service is negative; product is positive; return warranty is negative,"Am cumpărat două scutere aseară, una albă și una neagră, cea neagră cu ambalajul ușor deteriorat (cutia pliată la un capăt, probabil în spatele deschiderii, folia cu bule care trebuia să fie pe aripă/frâna din spate era pe mâner, aripa fiind goală în comparație cu scuterul alb care avea o cutie de carton lângă folia de protecție, geanta cu manualul de instrucțiuni și bareta fiind desfăcută), nu păstrând ambalajul intact, arătând doar semne care m-au făcut să cred că a fost folosit sau expus. Problema serioasă a ieșit la lumină mai târziu când am crezut că sunt o plimbare alunecoasă, cea albă a fost pliată într-un mod nesigur și cea neagră era nesigură, dar fo","Am cumpărat două scooter-uri aseară, unul alb și unul negru, cu ambalajul negru puțin deteriorat (cutia se pliază la un capăt, probabil în spatele deschiderii, ar trebui să fie ambalate pe mâner pe aripă/pe spate, comparativ cu scooter-ul alb, aripa era goală, avea o cutie de carton protejată lângă, cu geanta de instrucțiuni și pălăria extinsă), păstrate fără ambalaj complet, doar arătând semne care mă făceau să cred că a fost folosită sau expusă."
