text,id,aspects_polarities,annotator,all_categories,all_categories_old,all_polarities,data_origin,text_cleaned,cmlm_text
"Gama de produse difera de la un magazin la altul - vorbind in general despre DecathlonNu prea  gasesti acelasi produs la fiecare magazin, cu toate ca nu sunt produse scumpe - expl la mag din Cluj gaseai in doua nuante (negru, albastru) noile bratari de telefon pt alergare, pe cand la Brasov doar in culoarea neagra. Gama de pantofi de alergare (mai scumpe un pic dar tehnic mai OK) este mai slaba la Brasov vs Cluj. Si alte produse standard care ar tb sa apara in fiecare magazin, dar din pacate nu prea. Iar daca iti tb ceva ce nu gasesti la Brasov nu iti aduce la comanda (chiar si transfer dintr-un alt magazin) pe motiv ca este valoare foarte mica etc, etc - !!!!!",434494,"{'choices': ['price - negative', 'service - negative', 'shop diversity - negative', 'shop organization - negative']}",26,price; service; shop diversity; shop organization,price; service; shop diversity; shop organization,Negative; Negative; Negative; Negative,manual,"Gama de produse difera de la un magazin la altul - vorbind in general despre DecathlonNu prea gasesti acelasi produs la fiecare magazin, cu toate ca nu sunt produse scumpe - expl la mag din Cluj gaseai in doua nuante (negru, albastru) noile bratari de telefon pt alergare, pe cand la Brasov doar in culoarea neagra. Gama de pantofi de alergare (mai scumpe un pic dar tehnic mai OK) este mai slaba la Brasov vs Cluj. Si alte produse standard care ar tb sa apara in fiecare magazin, dar din pacate nu prea. Iar daca iti tb ceva ce nu gasesti la Brasov nu iti aduce la comanda (chiar si transfer dintr-un alt magazin) pe motiv ca este valoare foarte mica etc, etc - !!!!!",". gama de produse difera de la un oras la altul - vorbind in general despre nu prea gasesti acelasi produs la fiecare pret, cu toate ca nu sunt diferite - exl la noi din cluj sunt in doua nuante ( rosu, albastru ) produse de ten pt copii, pe cand la brasov doar in albast culori. gama de culori de ten ( mai scumpe un pic dar mult mai ok ) este mai slaba la brasov vs cluj. si alte produse de care ar tb sa fie in fiecare magazin, dar din pacate nu prea. iar daca iti tb ceva ce nu gasesti la brasov nu iti aduce la brasov ( chiar si transfer dintr - un alt magazin ) pe motiv ca este valoare foarte mica etc, etc -!!!!!"
"Am cumparat aceasta bicicleta pt fiica mea de 3 ani. De cand am cumparat`o am constatat ca roata spate este infranata. Am schimbat cu alta bicicleta, baieti de la decathlon au ajustat frana la cea noua, dupa maxim 500m de pedalat, roata iar s-a infranat. In acelasi timp am observant ca fiica mea tot tragea stanga, cand ridici bicicleta, din cauza modului cum este asezat cablul de frana, ghidonul era tras catre stanga in permanenta. Este foarte greu pt un copil care abia invata sa mearga pe bicicleta, sa invete cu roata spate infranata si cu bicicleta care trage spre stanga in permanenta. Banuiesc ca sunt probleme de fabricatie care ar trebui rectificate de producator, mai ales ca vorbim de o bicicleta pt o varsta foarte frageda.",434496,"{'choices': ['product - negative', 'staff competency - negative', 'service - negative']}",26,product; staff competency; service,product; staff competency; service,Negative; Negative; Negative,manual,"Am cumparat aceasta bicicleta pt fiica mea de 3 ani. De cand am cumparat`o am constatat ca roata spate este infranata. Am schimbat cu alta bicicleta, baieti de la decathlon au ajustat frana la cea noua, dupa maxim 500m de pedalat, roata iar s-a infranat. In acelasi timp am observant ca fiica mea tot tragea stanga, cand ridici bicicleta, din cauza modului cum este asezat cablul de frana, ghidonul era tras catre stanga in permanenta. Este foarte greu pt un copil care abia invata sa mearga pe bicicleta, sa invete cu roata spate infranata si cu bicicleta care trage spre stanga in permanenta. Banuiesc ca sunt probleme de fabricatie care ar trebui rectificate de producator, mai ales ca vorbim de o bicicleta pt o varsta foarte frageda.",". am luat aceasta bicicleta pt fiica mea de 3 ani. de cand am cumparat ` o am vazut ca roata spate este infranata. am mers cu alta bicicleta, baieti de la bmw au ajustat frana la cea noua, dupa maxim 500m de mers, roata iar s - a blocat. in acelasi timp am vazut ca fiica mea tot tragea inapoi, cand mergea bicicleta, din cauzaa cum este asezat cablul de frana, ghidonul era tras spre stanga in permanenta. este foarte greu pt un copil care abia invata sa mearga pe bicicleta, sa invete cu roata spate infranata si cu bicicleta care trage spre stanga in permanenta. banuiesc ca sunt probleme de design care ar trebuie de producator, mai ales ca vorbim de o bicicleta pt o varsta foarte frageda."
"ma duc cur drag in magazin eu si prietenul meu , in fiecare weekend , vrem sa vedem oferte la legaturi de placa , la bocanci , la harpalete, ;la biciclete , acesori pt. biciclete, consider ca puteti  mai mult de atat.",434500,promotions - negative,26,promotions,promotions,Negative,manual,"ma duc cur drag in magazin eu si prietenul meu , in fiecare weekend , vrem sa vedem oferte la legaturi de placa , la bocanci , la harpalete, ;la biciclete , acesori pt. biciclete, consider ca puteti mai mult de atat.",". ma duc dine in parc eu si prietenul meu, in fiecare weekend, ca sa vedem oferte la legaturi de placa, la bocanci, la cabalete, ; la scule, si pt. biciclete, pentru ca puteti mai mult de atat."
Buna ziua!Nu am beneficiat de serviciile atelierului Decathlon Pallady.E o eroare.Multumesc,434506,service - negative,26,service,service,Negative,manual,Buna ziua!Nu am beneficiat de serviciile atelierului Decathlon Pallady.E o eroare.Multumesc,? buna ziua! nu am nevoie de serviciile din decathlon palladg. e o eroare. multumesc
A durat prea mult asteptarea (aproximativ 15 min) de la momentul emiterii bonului fiscal pana la momentul emiterii facturii.,434509,service - negative,26,service,service,Negative,manual,A durat prea mult asteptarea (aproximativ 15 min) de la momentul emiterii bonului fiscal pana la momentul emiterii facturii.,client a durat prea mult asteptarea ( aproximativ 15 min ) de la momentul plății bonului fiscal pana la data emiterii facturii.
"Foarte slabi, s-au dezlipit dupa 3 luni. Nu se pot returna pe garantie. Garantia este de doar 1 luna  :(",434510,"{'choices': ['product - negative', 'return warranty - negative', 'quality - negative']}",26,product; return warranty; quality,product; return warranty; quality,Negative; Negative; Negative,manual,"Foarte slabi, s-au dezlipit dupa 3 luni. Nu se pot returna pe garantie. Garantia este de doar 1 luna :(",". foarte bune, s - au dus dupa 3 luni. nu se pot returna pe loc. garantia este de doar 1 luna : ("
"La data de 20. iunie am comandat şapte articole. Am primit numai şase dupa şapte zile, la data de 27 iunie. Un articol  a fost murdar(Sosetele). N-am găsit a rubrica reclamatiilor la  site ul magazinului online.",434511,"{'choices': ['service - negative', 'tech support - negative', 'product - negative']}",26,service; tech support; product,service; tech support; product,Negative; Negative; Negative,manual,"La data de 20. iunie am comandat șapte articole. Am primit numai șase dupa șapte zile, la data de 27 iunie. Un articol a fost murdar(Sosetele). N-am găsit a rubrica reclamatiilor la site ul magazinului online.",". la data de 20. iunie am trimis șapte articole. am primit numai șase dupa șapte zile, la data de 27 iunie. un produs a fost murdar ( sosetele ). n - am gasit la rubrica reclamatiilor la site ul magazinului online."
"Recomandarea mea este sa se respecte termenul limita. Am lasat un numar de telefon pentru a fi contactati pe miercuri ( ducand echipamentele duminica), nu ne-a sunat nimeni ca sunt gata, iar la o saptamana dupa am mers totusi sa le ridicam. Poate au fost gata mai devreme, dar nimeni nu ne-a contactat. In rest calitatea serviciilor a fost buna, raportata la pretul achitat.",434515,"{'choices': ['price - positive', 'service - positive', 'service - negative', 'staff competency - negative']}",26,price; service; service; staff competency,price; service; staff competency,Positive; Positive; Negative; Negative,manual,"Recomandarea mea este sa se respecte termenul limita. Am lasat un numar de telefon pentru a fi contactati pe miercuri ( ducand echipamentele duminica), nu ne-a sunat nimeni ca sunt gata, iar la o saptamana dupa am mers totusi sa le ridicam. Poate au fost gata mai devreme, dar nimeni nu ne-a contactat. In rest calitatea serviciilor a fost buna, raportata la pretul achitat.",". recomandarea mea este sa se respecte termenul limita. am dat un numar de telefon pentru a fi contactati pe mail ( duceand echipamentele duminica ), nu ne - a sunat nimeni ca sunt gata, iar la o zi dupa am reusit totusi sa le vedem. poate au fost gata mai devreme, dar nimeni nu ne - a contactat. in rest calitatea a fost ok, raportata la calitate."
"Am comandat un suport de biciclete care mi-a ajuns dupa nu stiu cate zile. Cand am primit mail ca va fi predata comanda curierului, am mai solicitat sa adauge inca o bara pt acel suport de biciclete, mi s-a spus ca nu se poate ca va fi trimisa ulterior cealalta comanda... urmand sa platesc curierul...  Ambele au ajuns odata desi una a fost comandata cu vreo 4 zile inainte si era pe stoc... si nici macar nu ati vrut sa ma ajutati sa nu mai platesc curierul pt a doua comanda. Nu am sa va recomand. Imi pare rau ca am ales sa cumpar de la voi.",434516,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",26,delivery; service; staff competency,delivery; service; staff competency,Negative; Negative; Negative,manual,"Am comandat un suport de biciclete care mi-a ajuns dupa nu stiu cate zile. Cand am primit mail ca va fi predata comanda curierului, am mai solicitat sa adauge inca o bara pt acel suport de biciclete, mi s-a spus ca nu se poate ca va fi trimisa ulterior cealalta comanda... urmand sa platesc curierul... Ambele au ajuns odata desi una a fost comandata cu vreo 4 zile inainte si era pe stoc... si nici macar nu ati vrut sa ma ajutati sa nu mai platesc curierul pt a doua comanda. Nu am sa va recomand. Imi pare rau ca am ales sa cumpar de la voi.",". am comandat un suport de roti care mi - a ajuns dupa nu stiu cate zile. cand am inteles ca va fi livrat comandt, am mai rugat sa adauge inca o bara pentru acel suport de biciclete, mi s - a spus ca nu se poate ca va fi si ulterior cealalta bara... urmand sa platesc curierul... ambele au ajuns odata desi una a fost facuta cu vreo 4 zile inainte si era pe stoc... si nici macar nu ati vrut sa ma ajutati sa nu mai platesc si pt a doua comanda. nu am sa va recomand. imi pare rau ca am ales sa cumpar de la voi."
"Am asteptat in rand sa se elibereze o casa,a venit unul prin fata si a achitat inaintea noastra !",434522,service - negative,26,service,service,Negative,manual,"Am asteptat in rand sa se elibereze o casa,a venit unul prin fata si a achitat inaintea noastra !",". am asteptat in fata sa se faca o casa, a venit unul prin fata si a achitat inaintea noastra!"
Am luat niste bocanci si sa vedem cum vor in uz  :),434523,misc - neutral,26,misc,misc,Neutral,manual,Am luat niste bocanci si sa vedem cum vor in uz :),. am luat niste bocanci si sa vedem cum vor in curand : )
"Niciodata nu gasesc niciun asistent/consultant pentru a cere diverse informatii. Mereu sunt prin alte raioane aranjand marfa, in loc sa fie disponibili. Cel putin ar putea sa intrebe cand trec pe langa vizitatori daca au nevoie de ajutor.",434528,"{'choices': ['staff competency - negative', 'staff availability - negative']}",26,staff competency; staff availability,staff competency; staff availability,Negative; Negative,manual,"Niciodata nu gasesc niciun asistent/consultant pentru a cere diverse informatii. Mereu sunt prin alte raioane aranjand marfa, in loc sa fie disponibili. Cel putin ar putea sa intrebe cand trec pe langa vizitatori daca au nevoie de ajutor.",". niciodata nu gasesc niciun asistent / consultant pentru a furniza informatii. mereu sunt prin alte parti aranjand marfa, in loc sa fie acolo. cel putin ar putea sa intrebe cand trec pe la vizitatori daca au nevoie de ajutor."
"Produsele nu sunt disponibile, dureaza foarte mult pana sunt livrate acasa, piesele nu se potrivesc la montaj  (am cumparat o bicicleta de fitness)",434535,"{'choices': ['shop diversity - negative', 'delivery - negative', 'product - negative']}",26,shop diversity; delivery; product,shop diversity; delivery; product,Negative; Negative; Negative,manual,"Produsele nu sunt disponibile, dureaza foarte mult pana sunt livrate acasa, piesele nu se potrivesc la montaj (am cumparat o bicicleta de fitness)",". daca nu sunt disponibile, dura foarte mult pana sunt aduse acasa, si nu se potrivesc la montaj ( am cumparat o bicicleta de fitnesat )"
Foarte greu sa faci o factură. Nu e prima data și de fiecare data aștept cel puțin 10 minute. Nu  am luat în calcul cazul în care trebuie sa stau la doua cozi: cea de la casa unde plătesc și cea de la singura casa unde se fac retururi și facturi.,434536,service - negative,26,service,service,Negative,manual,Foarte greu sa faci o factură. Nu e prima data și de fiecare data aștept cel puțin 10 minute. Nu am luat în calcul cazul în care trebuie sa stau la doua cozi: cea de la casa unde plătesc și cea de la singura casa unde se fac retururi și facturi.,. foarte greu sa faci o plata. nu e prima data și de fiecare data aștept cel puțin 10 minute. nu am luat în calcul cazul în care trebuie sa stau la doua cozi : cea de la banca unde plătesc și cea de la magazie unde se fac retururi și retur.
Se găsește f.greu personal care sa ajuteCând se găsește cineva nu este de la acel raion și nu poate ajuta Angajații sunt foarte triști și plictisiți Acestea le-am întâmpinat la ultimele vizite,434537,"{'choices': ['staff availability - negative', 'staff competency - negative']}",26,staff availability; staff competency,staff availability; staff competency,Negative; Negative,manual,Se găsește f.greu personal care sa ajuteCând se găsește cineva nu este de la acel raion și nu poate ajuta Angajații sunt foarte triști și plictisiți Acestea le-am întâmpinat la ultimele vizite,. se găsește f. greu personal care sa ajute dacă se găsește cineva nu este de la acel hotel și nu poate ajuta angajații sunt foarte puțini și plictisiți acestea le - am întâmpinat la ultimele vizite
"Incerc sa sun si imi raspunde robotul! Selectez numarul aferent departamentului dorit! Suna pret de cateva secunde, apoi se inchide!Multumesc pentru promptitudine!",434540,service - negative,26,service,service,Negative,manual,"Incerc sa sun si imi raspunde robotul! Selectez numarul aferent departamentului dorit! Suna pret de cateva secunde, apoi se inchide!Multumesc pentru promptitudine!","! incerc sa sun si imi raspunde robotul! selectez postul aferent departamentului tehnic! suna pret de cateva secunde, apoi se inchide! multumesc pentru promptitudine!"
"numarul de telefon pentru a lua legatura cu un operator este o adevarata aventura... rabdare ..recomandarea este sa aveti un telefon cu speaker si sa va vedeti de treaba in timp ce asteptati sa """"prindeti"""" un operator!!!",434542,staff availability - negative,26,staff availability,staff availability,Negative,manual,"numarul de telefon pentru a lua legatura cu un operator este o adevarata aventura... rabdare ..recomandarea este sa aveti un telefon cu speaker si sa va vedeti de treaba in timp ce asteptati sa """"prindeti"""" un operator!!!","- numarul de tel pentru a lua legatura cu un operator este o adevarata povara... rabdare.. recomandarea este sa aveti un telefon cu speaket si sa va vedeti de treaba in timp ce asteptati sa "" "" sune "" "" un operator!!!"
"Roata de pe fata a fost putin descentrata, cum am lasat-o in service asa am luat-o. Reglajul schimbatoarelor nu s-a facut corespunzator. De ex, nu mai puteam schimba Foaie mare Pinion mic. Dupa ce am revenit pentru reglaj s-a remediat problema dar nu mai rula bine pe foaie mijlocie pinion mare.",434544,"{'choices': ['product - negative', 'service - negative', 'service - positive']}",26,product; service; service,product; service,Negative; Negative; Positive,manual,"Roata de pe fata a fost putin descentrata, cum am lasat-o in service asa am luat-o. Reglajul schimbatoarelor nu s-a facut corespunzator. De ex, nu mai puteam schimba Foaie mare Pinion mic. Dupa ce am revenit pentru reglaj s-a remediat problema dar nu mai rula bine pe foaie mijlocie pinion mare.",". roata de pe fata a fost foarte descentrata, cum am pus - o in mana asa am luat - o. reglajul fin nu s - a facut corespunzator. de ex, nu mai puteam schimba foaie mare pinion mic. dupa ce am platit pentru ca s - a inchis problema dar nu mai rula bine pe foaie pinion mare."
Comenzile facute in magazinele Decathlon ar trebui sa se efectueze mai repede,434551,delivery - negative,26,delivery,delivery,Negative,manual,Comenzile facute in magazinele Decathlon ar trebui sa se efectueze mai repede,? comenzile in magazinele decathle ar trebui sa se efectuate mai repede
"Cred că ar fi util pentru Decatlon ca după ce vinde un produs să se intereseze se """"soarta"""" lui și după 2 sau 3 ani. Mă refer aici la problemele întâmpinate de cumpărător și deci ce piese de schimb trebuie să apară în magazin.",434552,service - negative,26,service,service,Negative,manual,"Cred că ar fi util pentru Decatlon ca după ce vinde un produs să se intereseze se """"soarta"""" lui și după 2 sau 3 ani. Mă refer aici la problemele întâmpinate de cumpărător și deci ce piese de schimb trebuie să apară în magazin.",". cred că ar fi util pentru decatlon ca după ce vinde un produs să se intereseze de "" "" starea "" "" lui și după 2 sau 3 ani. mă refer aici la problemele legate de produs și deci ce fel de produs trebuie să apară în review."
"nu am realizat constient pana acum dar ma intorc cu placere la Decathlon din cauza produselor de calitate, cu pret onest, atmosfera din interiorul Decathlon precum si spatiul imens care nu-ti da senzatia ca te """"sufoci""""",434555,"{'choices': ['environment - positive', 'price - positive', 'product - positive', 'quality - positive', 'shop organization - positive']}",26,environment; price; product; quality; shop organization,environment; price; product; quality; shop organization,Positive; Positive; Positive; Positive; Positive,manual,"nu am realizat constient pana acum dar ma intorc cu placere la Decathlon din cauza produselor de calitate, cu pret onest, atmosfera din interiorul Decathlon precum si spatiul imens care nu-ti da senzatia ca te """"sufoci""""",". nu am realizte constient pana acum dar ma intorc cu placere la decathlon din cauza produselor de calitate, cu designalitate, mediul din interiorul decathlon precum si spatiul in care nu - ti da seama ca te "" "" sufoci "" """
Cred ca ar fi foarte util sa existe o casa de marcat doar pentru atelier,434556,service - negative,26,service,service,Negative,manual,Cred ca ar fi foarte util sa existe o casa de marcat doar pentru atelier,. cred ca ar fi foarte util sa ai o casa de marcat doar pentru atelier
"Am dorit sa cumpar un suport de bdod pe care il vazusem in alt magazin exemplu bucuresti si nu l-am gasit.Al doilea aspect cred ca toti am aprecia daca ar exista mai putin praf in magazin .Nu stiu daca tine exclusiv de personal pentru ca sunt destul de amabili si activi ,dar poate gasiti o solutie.",434557,"{'choices': ['shop diversity - negative', 'environment - negative', 'staff competency - positive']}",26,shop diversity; environment; staff competency,shop diversity; environment; staff competency,Negative; Negative; Positive,manual,"Am dorit sa cumpar un suport de bdod pe care il vazusem in alt magazin exemplu bucuresti si nu l-am gasit.Al doilea aspect cred ca toti am aprecia daca ar exista mai putin praf in magazin .Nu stiu daca tine exclusiv de personal pentru ca sunt destul de amabili si activi ,dar poate gasiti o solutie.",". am vrut sa cumpar un suport de laptop pe care il caut in alt loc din bucuresti si nu l - am gasit. al doilea lucru cred ca toti am aprecia daca ar exista mai mult praf in oras. nu stiu daca tine exclusiv de ei pentru ca sunt destul de amabili si activi, dar poate gasiti o solutie."
Daca s-ar putea implementa o aplicatie prin care s-ar putea verifica prețul produsului după codul de bare așa cum au angajații cititoarelor acelea.,434562,service - negative,26,service,service,Negative,manual,Daca s-ar putea implementa o aplicatie prin care s-ar putea verifica prețul produsului după codul de bare așa cum au angajații cititoarelor acelea.,. daca s - ar putea implementa o metodă prin care s - ar putea verifica prețul produsului după codul de bare așa cum au angajații magazii.
Pentru mine personal: prea multi copii nestapiniti pe metru patrat cu parinti foarte indolenti.,434563,environment - negative,26,environment,environment,Negative,manual,Pentru mine personal: prea multi copii nestapiniti pe metru patrat cu parinti foarte indolenti.,. pentru mine personal : prea multi copii nestapiniti pe metru patrat cu parinti foarte indolenti.
Mai multa seriozitate la comenzile on line- timpul in care este realizata comanda.,434565,delivery - negative,26,delivery,delivery,Negative,manual,Mai multa seriozitate la comenzile on line- timpul in care este realizata comanda.,. mai multa seriozitate la comenzile on line - ului in care este realizata oferta.
"Imi place ca pot testa produsele in magazin fara sa fiu cicalit de angajati sau de paza, si abia apoi ma pot decide asupra achizitionarii produsului.",434566,"{'choices': ['service - positive', 'staff competency - positive']}",26,service; staff competency,service; staff competency,Positive; Positive,manual,"Imi place ca pot testa produsele in magazin fara sa fiu cicalit de angajati sau de paza, si abia apoi ma pot decide asupra achizitionarii produsului.",". imi place ca pot testa ceva in magazin fara sa fiu cicalit de cineva sau de paza, si abia apoi ma pot decide asupra formei produsului."
"Preturi mici pentru calitate buna :) Gasesc tot ce caut si ceva in plus. Ar putea fi mai multi angajati, nu era nimeni pe culoare sa ma ajute, dar cand l-am gasit (pina la urma) a fost de un real folos.",434567,"{'choices': ['price - positive', 'quality - positive', 'shop diversity - positive', 'staff availability - negative', 'staff competency - positive']}",26,price; quality; shop diversity; staff availability; staff competency,price; quality; shop diversity; staff availability; staff competency,Positive; Positive; Positive; Negative; Positive,manual,"Preturi mici pentru calitate buna :) Gasesc tot ce caut si ceva in plus. Ar putea fi mai multi angajati, nu era nimeni pe culoare sa ma ajute, dar cand l-am gasit (pina la urma) a fost de un real folos.",". multumtari pentru calitate buna : ) gasesc tot ce caut si ceva in plus. ar mai fi mai multi altii, nu era nimeni pe forum sa ma ajute, dar cand l - am gasit ( pina la urma ) a fost de un real folos."
"Multumit de serviciile profesionale ,termenul de livrare a fost mai mare dat faptului ca in Piatra Neamt nu este punct Decathlon.Recomand.",434568,"{'choices': ['service - positive', 'delivery - negative']}",26,service; delivery,service; delivery,Positive; Negative,manual,"Multumit de serviciile profesionale ,termenul de livrare a fost mai mare dat faptului ca in Piatra Neamt nu este punct Decathlon.Recomand.",". multumit de masini profesionale, timpul de livrare a fost mai mare dat fiind ca in piatra neamt nu este punct decathlon. recomand."
"Desi la prima incercare nu s-au potrivit, am reusit sa gasesc dimensiunea potrivita la a doua proba ! In rest sunt O.K. !",434573,misc - neutral,26,misc,misc,Neutral,manual,"Desi la prima incercare nu s-au potrivit, am reusit sa gasesc dimensiunea potrivita la a doua proba ! In rest sunt O.K. !","! desi la prima incercare nu s - au vazut, am reusit sa gasesc dimensiunea optima la a doua proba! in rest sunt o. k.!"
varietatea produselor redusa pentru anumite game.flexibilitate mai mare in rezervarea unui produs.,434574,"{'choices': ['shop diversity - negative', 'service - negative']}",26,shop diversity; service,shop diversity; service,Negative; Negative,manual,varietatea produselor redusa pentru anumite game.flexibilitate mai mare in rezervarea unui produs.,. calitate redusa pentru anumite game. flexibilitate mai mare in rezervare unui produs.
"Cateodata, cand este si aglomerat, trebuie sa fii atent la copii pentru ca sunt lasati nesupravegheati si circula cu viteza fie pe bicicleta, trotineta, etc..De obicei evit s amerg in weekend pentru ca nu pot fi atent la produse, ci sa nu fiu lovit.",434575,environment - negative,26,environment,environment,Negative,manual,"Cateodata, cand este si aglomerat, trebuie sa fii atent la copii pentru ca sunt lasati nesupravegheati si circula cu viteza fie pe bicicleta, trotineta, etc..De obicei evit s amerg in weekend pentru ca nu pot fi atent la produse, ci sa nu fiu lovit.",". da, cand este si afara, tre sa fii atent la copii pentru ca sunt lasati afara si circula cu ei fie pe bicicleta, role, etc.. de obicei prefer s amerc in weekend pentru ca nu pot fi atent la produse, ci sa nu fiu lovit."
"am ramas surprins placut de faptul ca nu am gasit in magazinul din Sibiu ce mi-am dorit ,dar l-au comandat la alt magazin Decathlon din alt oras si marfa va intra in posesia mea in cateva zile",434579,"{'choices': ['service - positive', 'shop diversity - negative']}",26,service; shop diversity,service; shop diversity,Positive; Negative,manual,"am ramas surprins placut de faptul ca nu am gasit in magazinul din Sibiu ce mi-am dorit ,dar l-au comandat la alt magazin Decathlon din alt oras si marfa va intra in posesia mea in cateva zile",". am ramas surprins placut de faptul ca nu am gasit in magazinul din sibiu ce mi - am dorit, dar l - au comandat la alt magazin decathlg din alt oras si poate va intra in casa mea in cateva zile"
"Aveti unele produse, pretul carora este mai mare decat in alte magazine cu articole sportive. In rest, imi plac magazinele decathlon si imi place atmosfera.",434587,"{'choices': ['price - negative', 'environment - positive']}",26,price; environment,price; environment,Negative; Positive,manual,"Aveti unele produse, pretul carora este mai mare decat in alte magazine cu articole sportive. In rest, imi plac magazinele decathlon si imi place atmosfera.",". aveti unele modele, pretul carora este mai mare decat in alte magazil cu articole sport. in plus, imi plac la decathlon si imi place atmosfera."
Nu mi s-a parut normal sa fiu anunțată la casă ca nu pot returna o bursieră. Nu-mi place sa probez un costum de baie sau o bursieră in magazin.,434588,return warranty - negative,26,return warranty,return warranty,Negative,manual,Nu mi s-a parut normal sa fiu anunțată la casă ca nu pot returna o bursieră. Nu-mi place sa probez un costum de baie sau o bursieră in magazin.,. nu mi s - a parut normal sa fiu pusa la faptul ca nu pot returna o rochie. nu - mi place sa probez un costum de baie sau o camară in magazin.
"Mai trebuie lucrat la aprovizionare..degeaba sunt oferte si preturi bune la anumite produse, daca nu sunt pe stoc..",434594,"{'choices': ['price - positive', 'promotions - positive', 'shop diversity - negative']}",26,price; promotions; shop diversity,price; promotions; shop diversity,Positive; Positive; Negative,manual,"Mai trebuie lucrat la aprovizionare..degeaba sunt oferte si preturi bune la anumite produse, daca nu sunt pe stoc..",". mai bine lucrat la asta.. degeaba sunt oferte si preturi bune la anumite produse, daca nu sunt pe stoc.."
"Sunt Si am fost deosebit de multumit de profesionalismul, promptitudinea Si solicitudinea domnulul Gabriel la reevizia bicicletei mele.",434595,"{'choices': ['service - positive', 'staff competency - positive']}",26,service; staff competency,service; staff competency,Positive; Positive,manual,"Sunt Si am fost deosebit de multumit de profesionalismul, promptitudinea Si solicitudinea domnulul Gabriel la reevizia bicicletei mele.",". sunt si am fost deosebit de multumit de profesionalismul, grija si solicitudinea domnulului gabriel la adresa bicicletei mele."
Sunt foarte multumita de bicicleta si de promtitudinea cu care a fost livrata.  Multumesc Decathlon.,434596,"{'choices': ['product - positive', 'delivery - positive']}",26,product; delivery,product; delivery,Positive; Positive,manual,Sunt foarte multumita de bicicleta si de promtitudinea cu care a fost livrata. Multumesc Decathlon.,. sunt foarte multum de bicicleta si de viteza cu care a fost livrata. multumesc decathlre.
Foarte profesional si amabili. Preturi bune si un ambient placut:),434597,"{'choices': ['staff competency - positive', 'price - positive', 'environment - positive']}",26,staff competency; price; environment,staff competency; price; environment,Positive; Positive; Positive,manual,Foarte profesional si amabili. Preturi bune si un ambient placut:),. foarte profesional si curat. gazde bune si un ambient placut : )
Foarte multi copilasi care folosesc echipamentele din magazin. Prea multa agitatie.,434600,environment - negative,26,environment,environment,Negative,manual,Foarte multi copilasi care folosesc echipamentele din magazin. Prea multa agitatie.,. foarte multi oameni care folosesc echipamentele din magazin. prea multa munca.
"Îmi face o deosebită plăcere să vă vizitez magazinul și de câte ori timpul îmi permite chiar o fac. Chiar mâine doresc să mai fac o vizită, deoarece trebuie să achiziționez câteva articole de sezon.Într-un cuvânt sunt foarte mulțumit de magazinul dumneavoastră.",434602,misc - neutral,26,misc,misc,Neutral,manual,"Îmi face o deosebită plăcere să vă vizitez magazinul și de câte ori timpul îmi permite chiar o fac. Chiar mâine doresc să mai fac o vizită, deoarece trebuie să achiziționez câteva articole de sezon.Într-un cuvânt sunt foarte mulțumit de magazinul dumneavoastră.","mulțum îmi face o mare plăcere să vă vizitez magazinul și de câte ori timpul îmi permite chiar o fac. chiar mâine doresc să mai fac o vizită, deoarece trebuie să achiziționez câteva piese de haine. într - un cuvânt sunt foarte mândru de oferta dumneavoastră."
"Am cerut ajutorul unui domn aflat la un birou pe sala care a telefonat imediat pe cineva pentru a ajunge la mine, in 2 minute cineva ma consilia, un tip prompt si atent.La casa m-am plans ca nu am reusit in trecut sa emit cardul deoarece platforma PC nu e intuitiva cu cei care si-au creat cardul online si vin doar pt emitere. Casiera a avut bunavointa sa ma ajute, dar putin sceptica si negativista. In general, totul bine !",434604,"{'choices': ['staff competency - positive', 'staff competency - negative', 'tech support - negative']}",26,staff competency; staff competency; tech support,staff competency; tech support,Positive; Negative; Negative,manual,"Am cerut ajutorul unui domn aflat la un birou pe sala care a telefonat imediat pe cineva pentru a ajunge la mine, in 2 minute cineva ma consilia, un tip prompt si atent.La casa m-am plans ca nu am reusit in trecut sa emit cardul deoarece platforma PC nu e intuitiva cu cei care si-au creat cardul online si vin doar pt emitere. Casiera a avut bunavointa sa ma ajute, dar putin sceptica si negativista. In general, totul bine !",". am cerut ajutorul unui domn de la un birou pe sala care a trimis imediat pe cineva pentru a ajunge la mine, in 2 minute cineva ma consilia, un tip prompt si atent. la casa m - am trezit ca nu am fost in stare sa fac bonuri deoarece laul nu e ok cu cei care si - au creat cardul online si vin doar pt asta. casiera a avut grija sa ma ajute, dar putin rea si negativista. in general, totul bine!"
"Am fost multumita pentru ca am gasit usor ceea ce cautam (ochelari de inot si slip barbatesc). Cabinele de proba erau aglomerate, insa acest lucru s-ar putea datora zilei si orei (sambata, ora 12 sau 13).",434607,"{'choices': ['environment - negative', 'shop diversity - positive']}",26,environment; shop diversity,environment; shop diversity,Negative; Positive,manual,"Am fost multumita pentru ca am gasit usor ceea ce cautam (ochelari de inot si slip barbatesc). Cabinele de proba erau aglomerate, insa acest lucru s-ar putea datora zilei si orei (sambata, ora 12 sau 13).",". am fost acolo pentru ca am gasit exact ceea ce cautam ( ochelari de soare si slip barbatesc ). cabinele de proba erau pline, insa acest lucru s - ar putea datora zilei si orei ( sambata, ora 12 sau 13 )."
