id,text_cleaned,all_categories,data_origin
868135,"Firma de curierat e problema ..de produse aunt multumit dar cand vine vorba de livrare ..lasa de dorit!. Ca de obicei, multumit de calitatea produselor si serviciilor oferite.",delivery; product; quality; service,random-concatenation
868131,"Va lipsesc scannere fixe de preturi. Macar 2 pe magazin.. In ceea ce priveste agentii de paza. Vreu sa multumesc pe acesta cale agentului, nu cunosc numele, datorita caruia am recuperat telefonul mobil pe care il uitasem pe banca de probat la raionul de incaltamite. Acesta a predat telefonul la receptie De acolo l-am recuperat dupa ce d-ra de la receptie a anuntat prin statia magazinului pierderea telefonului. Va multumesc si va confirm ca vin cu placere in magazin de cate ori am ocazia.",service; security; service; staff competency,random-concatenation
868129,"Ceara aplicata a tinut 3 ture, s-a polizat mult prea mult din talpa(a inceput sa se vada lipitura cantului in partea inferioara a schiului fara ca talpa sa mai fi fost polizata si reparata pana acuma), termenul nu a fost respectat.. Amabilitatea si promptitudinea personalului ne ajuta sa luam decizii optime in timp scurt. Pentru copii este o incantare sa testeze produsele care le sunt adresate.",service; staff competency; environment; staff competency,random-concatenation
868127,"Doua case deschise cu cate 8-10 persoane la rând , iar in magazin multi angajati care nu erau ocupati.. Cateodata nu prea gasesti angajatii sa te ajute,unele rafturi sunt prea inalte(am 1.68) si nu cred ca am vazut un cititor de preturi,sa pot verifica singura,reducerile nu sunt foarte vizibile pentru client.In rest,atmosfera este super,iti inspira lejeritate si libertate,nu esti presat sa cumperi in calitate de client",service; staff competency; staff availability; service; shop organization; environment,random-concatenation
868128,"Copiii care erau pe biciclete, trotinete si erau raspanditi prin tot magazinul incercand sa se plimbe cu ele. Chiar cred ca ar trebui sa fie lasati doar printr-o anume zona si sa li se interzica sa se plimbe printre toate rafturile cu bicicletele si trotinetele. Nu as avea nimic impotriva celor care stiu sa foloseasca aceste produse, dar in mare parte cei care """"umblau liberi"""" nu stiau sa foloseasca produsele si eu m-am ferit de vreo 3 sa nu intre in mine. Din punctul meu de vedere asta este un mare minus.. Ultima vizita a fost ca toate celelalte - am venit, am intrebat, am gasit, am cumparat. Desi acum a fost mai din scurt, de obicei se baga fii-mea de opt ani pe fir si vine si ea sa """"testeze"""" produsele, gandindu-se ce sa mai ceara pentru multele ei zile de sarbatorit.",environment; service,random-concatenation
868128,"Spatiu mai mare pentru a putea exprima aspectele pozitive sau negative ale unui produs. Personal foarte amabil, bine organizați, avantaj mare la schimbarea produselor cu cardul Decathlon",tech support; staff competency; shop organization; service,random-concatenation
868130,O mai mare amabilitate la casa. Inainte erau puse produsele in pungi la casa. Acum au fost aruncate intr-o cutie la casa si am fost nevoiti sa le punem noi in pungi. Am solicitat si pungi. Preturi lipsa la raft. Produse fara ambalaj.. Nu am gasit pe cineva sa-mi asigure o consultatie in achizitia unui skateboard pentru copilul meu,service; shop organization; staff competency; staff availability,random-concatenation
868122,"pretul unui produs apare pe raft si cutia acestuia , dar produsul in sine nu este . Timp de o saptamana am tot fost si aceeasi situatie . mai ales ca de fiecare data am intrebat despe produs si nu s-au luat masuri.La casa s-a scanat un produs de mai multe ori ,am observat putin dupa iesire , pt. returnarea banilor am asteptat aprox, 20 de min.Personal fara nici un chef de viata . Amabilitate zero !. Tot ce e mai bun si pe plac am gasit la DECATHLON",service; shop organization; staff competency; misc,random-concatenation
868118,"Din păcate am comandat un produs și am primit alt produs.Asta e nu am returnat pt.ca nu am mai vrut sa pierd vremea pt 50Ron dar ,va fii ultima comanda online,garantat!!. Nu prea se gasesc lucratori care sa te indrume sau cu care sa te consulti. Raionul de pescuit arata ca dupa un tsunami, indiferent de ziua si ora la care mergi in magazin.",service; shop organization; staff availability; staff competency,random-concatenation
868114,"Sunt dezamăgită de ultima vizită, deoarece pe bon mi s-a adăugat în plus și un produs de 19,99 lei pe care nu l-am achiziționat. Am văzut pe bon când am ajuns acasă și nu m-am mai întors să fac reclamație.Al doilea aspect: punctele nu au fost adăugate pe cardul de fidelitate.. Livrare prompta, produse de calitate si la un pret rezonabil.Va multumim!",service; staff competency; delivery; quality; price,random-concatenation
868112,Produsele prezente in magazin nu au un standard de calitate si garantie marcat pe ele. Este de apreciat promptitudinea cu care se gestioneaza comenzile pentru produsele care nu se regasesc pe stoc.,quality; return warranty; delivery,random-concatenation
868119,"Firma de curierat nu estimeaza cand soseste comanda. Te anunta cu 2 minute inainte. Dezamagitor!. Sunt foarte multumit de calitatea produselor,cat si de promptitudinea livrarii.",delivery; quality; delivery,random-concatenation
868120,"(-) Produsele de acelasi fel sunt imprastiate in mai multe locuri - in unele lipsesc anumite marimi(-) Cauti mult dupa un angajat pe care sa-l intrebi ceva. Curatenia lasa de dorit si f.multe produse imprastiate(acest lucru nu neaparat din vina d-voastra).Accesul vizitatorilor la biciclete,trotinete,skateboard-uri etc. cu care se deplaseaza prin magazin,nu creeaza un confort ptr.ceilalti clienti!!!",shop organization; staff availability; shop organization; environment,random-concatenation
868122,"Am comandat pe online niste cizme. Peste 1-2 zile ma suna o fata ca nu au 42 si stabilisem sa imi aduca in magazin o pereche din alta parte. In 3-4 zile ajunge. Sun si stupoare!!! Nu era nici o comanda facuta. Am mai asteptat inca cateva zile sa vina de la constanta parca. Deci la online si organizare au nota 4!!! Slab rau! Personalul nu isi da interesul. Dezamagit!. buna ziua,am facut asera comanda on line, am primito email de inregistrare OECBTUVET , dar pe contul meu decathlon nu mai sunt detalii despre comanda si nu sa poate urmari comanda pe internet ..... zice ca informatile introduse nu exista pe baza de date. vreau mai multe informatie despre status comanda si timp de livrare.Va multumesc",service; shop organization; staff competency; tech support; tech support,random-concatenation
868125,Nu ai ce sa alegi. Tot ce este pe rafturi este din sezoanele anterioare și nici măcar nu au preturi reduse!. Sungura persoana care a interactionat cu mine a fost casiera (foarte zambitoare si amabila).Restul personalului - invizibil.,promotions; shop diversity; staff competency; staff availability,random-concatenation
868124,"Nu am putut schimba o pereche de ghete de fotbal copii pt ca a trecut prea mult timp. Erau purtate doar o data, ca noi!. momentan nu am ceva de adaugat, per total sunt multumit.",return warranty; misc,random-concatenation
868124,"nu se tin de cuvant la finalizare produs.racordaje rachete,am venit cand s-a zis de 3ori nu a fost gata.. Produse bune, calitative dar magazinul putin imprastiat. Unele preturi la produse lipseau. Probleme la comanda online, nu a fost procesata de sistem dar personalul magazinului a fost foarte amabil si am rezolvat problema.",service; staff competency; product; quality; tech support; staff competency; shop organization,random-concatenation
868122,"Am fost nemultumit de faptul ca , desi am furnizat cardul, acesta nu a fost scanat la achizitionarea produselor si puctele atribuite acestora nu mi-au fost acordate.Asta s-a intamplat inainte de Craciun si m-a facut sa mai ajung cu greu in magazine.. Am găsit ceea ce aveam nevoie, cu toate ca era înaintea Crăciunului. Mai greu cu personalul după care am alergat puțin, însă ei strângeau după alți oameni, deci nu era vina lor.",service; shop diversity; staff availability,random-concatenation
868122,"Preț diferit la raft în magazin față de prețul afișat pe internet : Ex: Rucsac Arpenaz 40 L - 47,90 lei/internet și 54,90 lei /magazin/raft !! Aparat de imprimat cardul de client defect !! De abia după multe insistențe au repornit sistemul blocat să poată elibera cardul !! Cozi la casele de marcat , funcționau doar 3 restul fiind închise !!. Scanarea cosului nu functiona si obliga casierul sa lucreze de 2 ori, deci rezulta un timp de asteptare mai mare la casa. Sistemul de a comunica prin telefon la o distanta de 5 metri era inutil. Produse putine la ramura rugby . provin dintr-un oras unde inca nu exista magazin Decathlon si imi comand multe produse online de la un lant englezesc . Incercati sa mariti vanzarile online printr-o politica corespunzatoare si foarte deschisa.",shop organization; service; service; shop diversity,random-concatenation
868122,"vanzatoare noua nu stia sa foloseasca cardavantaj, a durat mult pana am platit.curatenia in magazin lasa de dorit.. se desfaceau cutii cu marfa...lipsa angajati pe raioane.. Rapid,reparație bună, preț mic din păcate personalul puțin cam aglomerat și nu prea reușesc timp de explicații",staff competency; staff availability; environment; price; staff availability; service,random-concatenation
868121,"la 9:50 o singura casa deschisa, ptr retururi. Dupa ce s-a format coada de 6 persoane ni s-a spus ca e casa doar de retururi si s-au mai deschis 2 case.. La magazinul din Timisoara casele au fost mutate, dar din punctul meu de vedere noua lor pozitionare nu e mai buna. Daca se strang mai multe persoane se creeaza cozi haotice.De asemenea as prefera sa existe posibilitatea platilor cu cardul la toate casele.",service; staff competency; service; shop organization,random-concatenation
868123,Am comandat 60 de veste pentru fotbal de adulti in data de 25 aprilie 2016 si in data de 3 mai a fost livrata comanda.Coletul a venit insotit de factura in care se regasesc 30 de veste pentru adulti portocalii si 3 de veste pentru adulti verzi... in pachet am gasit 22 veste adulti portocalii si 8 pentru copii si 1 BUC vesta pentru adulti verde si 29 veste pentru copii verzi.......... multumesc decatlon pentru seriozitate.... inchideti magazinul online daca nu stiti sa il utilizati!. Era super aglomerat fiind in primele zile de la deschidere. In rest OK. Am gasit ce imi trebuia.,delivery; service; environment; shop diversity,random-concatenation
868124,"Softul intern nu a functionat, nimeni nu a mai sunat inapoi a doua zi pt informatiile necesare in ciuda promisiunilor.. Gama de produse oferite este mai mica decat in alte magazine Decathlon, iar preturile difera in cazul unor produse aflate la reducere fata de alte magazine.",tech support; staff competency; shop diversity; promotions,random-concatenation
868120,"Personal insuficient.Am stat o ora pana sa obtin o informatie despre o bicicleta ce nu avea pret la raft.. Se impune o crestere a schemei de perdonal si produse diversificate! Am cautat produse pentru femei( trening, costne de baie etc....nu am gasit!)",staff availability; shop organization; shop diversity; staff availability,random-concatenation
868121,"Prea multi (mult prea multi) copii liberi si parinti nepasatori... O zona dedicata copiilor (eventual ingradita! ;) ) m-ar determina sa vin in magazin cu mai multa placere.Daca imi doresc sa fiu lovit peste picioare, ma pot lovi singur. Daca imi doresc sa ascult urlete, merg la Zoo si ascult maimutele. In magazin nu imi doresc asta!. Decathlon Sibiu. Sectorul biciclete foarte aglomerat. Personal insuficient sau ma rog, greu de găsit pentru a cere informații. Toți sunt ocupați.",environment; environment; staff availability,random-concatenation
868119,"ar trebui sa animati miscarea de la case unde , desi erau mai multi prin preajma, doar o singura domnisoara ne servea si asta bineinteles incet. in plus, mai raspundea si la telefon!!!! am stat 15 minute ca sa-mi ajunga randul. of, of!. Nu am intalnit niciun angajat pe raion, dar ne-am descurcat.Am avut o singura optiune de culoare pt produsul cumparat, aceeasi culoare ca anul trecut, dar marime diferita.Doamnele de la curatenie ne-au spus sa le facem loc, venisera sa stearga oglinzile, nu conta ca noi probam un articol si voiam sa vizualizam cum ne sta.Casa de marcat functiona foarte incet, aveati probleme cu sistemul. Doar 4 case deschise si coada de 10 persoane.",service; staff availability; staff competency; staff availability; shop diversity; staff competency; service,random-concatenation
868118,"Jalnic. Toate produsele le aveti in """"stoc informatic"""". Niciun angajat, nici cei din magazin, nici cei de la Call-center nu au raspuns la nicio intrebare sau daca incearca, se contrazic intre ei. O harababura totala. Sunt """"extaziat"""" ca am asteptat 14 zile (termenul de livrare) cu banii blocati in cont ca sa va lamuriti ca nu mai aveti un produs in stoc, iar dupa ce am anulat comanda pe care VOI nu ati fost in stare sa o onorati, mai astept 14 zile sa imi deblocati banii din cont :). In general e un magazin foarte ok de la care mi-as cumpara toate produsele de care am nevoie pentru alergat.",service; shop organization; staff competency; misc,random-concatenation
868118,"In magazin e haos, toti copii si nu numai alearga fie pe trotinete, fie pe alte obiecte din magazin, fie arunca cu mingi, striga si ei si parintii, etc. E haos si balamuc total, cel putin in weekend, cand e mai aglomerat! A devenit o provocare sa reusesti sa ajungi la raionul unde ai nevoie sau sa cauti ce ai nevoie, trebuie sa ai grija sa nu te loveasca cineva care alearga fara sa tina cont de ceilalti clienti. Poate n-ar fi rau sa stabiliti niste limite sau, mai degraba, sa le impuneti! :). Recomand, cel putin pe timp de vara, amenajarea unui loc de joaca/sport (cort) in afara magazinului pentru probarea bicicletelor, trotinetelor, skater-uri, etc. pentru a nu mai fi nevoit sa te feresti.Personalul nu stie daca mai sunt produse in afara de cele de la raft.",environment; environment; staff competency,random-concatenation
868119,"am facut cumparaturi in valoare de pana in trei sute de lei si abia la casa am aflat ca daca mai cumparam ceva de circa treizeci de lei as fi beneficiat de rate la plata cu cardul avantaj asa cum am intentionat. as fi avut ce sa cumpar dar pentru ca nu am stiut de plafon...... am plecat nemultumita !. Impresia este buna, dar trebuie sa faceti ceva in sensul maximizarii profitului fara sa perturbati asistenta de specialitate a copiilor alora care vor sa te ajute, dar sunt fff putini...si fara sa umflati atat de mult preturile. Marfurile sunt din China, doar... Le luati la preturi foarte avantajoase, cu mult, mult mai mici si ni le vindeti aici ca marfuri de lux... Pai credeti ca este elegant ce faceti? In Franta nu este asa... Deh, suntem in Romania...O sa recomand magazinul pentru ca mi-a placut, dar trebuie sa faceti ceva, macar in lunile de cadouri...",service; price; promotions,random-concatenation
868121,"Degresantul se foloseste mai mult decat uleiul si am deja doua doze pline de ulei si daca sunt impreuna tot trebuie sa mai cumpar si ulei.. Magazin ingrijit , personal amabil , prezent in tot magazinul pentru orice informatii.",misc; environment; staff competency; staff availability,random-concatenation
868123,"Nici nu pot sa urmaresc comanda AEQXZALME. Introduc numarul de telefon si nu gaseste nimic. Introduc e-mail si la fel. Parca nici nu a fost inregistrataMai bine mergeti in magazin sa faceti cumparaturi... Cel mai super mi se pare faptul ca poti testa trotinete, skateboard, biciclete chiar in magazin!!",tech support; service,random-concatenation
868116,"S-A FACUT REDUCERE PENTRU UN SET INCOMPLET, CEEA CE A FOST FOARTE BINE.. Multumesc agentei de paza care mi-a recuperat telefonul mobil uitat undeva printre rafturi!",promotions; security,random-concatenation
868115,"Posibilitatea de a schimba sau face un retur de comanda in magazinul online dupa 30...50 70... min. Amabilitatea si dispinibilitatea angajatilor, diversitatea produselor si raportul bun pret-calitate.",return warranty; staff competency; staff availability; shop diversity; price; quality,random-concatenation
868115,"Am dat comanda pe 08 si produsele au ajuns pe 24, de parcă au venit pe jos! :). Desi data livrarii era estimata pentru 24.12, marfa a ajuns in magazin pe 29.12.17. Client service slab, personal reactiv, fara initiativa. De evitat.",delivery; delivery; service; staff competency,random-concatenation
868125,"cand fac acest comentariu ma bazez pe comparatia cu magazinul similar din Militari Bucuresti.Este o mare diferenta !. Nu mi-a ajuns comanda, deloc. Deci nu pot avea o opinie.",misc; delivery,random-concatenation
868130,"La casa coada ...nu mergea cel putin la casa unde am fost eu...plata cu cardul...produse...slab....in martie nimic pentru primavara...sau mai nimic diversitate....slab personal obosit plictisit la deschirea magazinului ca niciodata dezamagit..... Am comandat o pereche de sandale care era in stoc in mai multe magazine,numaila Tg Mures nu era culoarea respectiva.Cele 72 de ora de livrare s au tranformat in 936 pna in prezent si nci urma de produs.La intrebare pusa de mine telefonic am primit raspunsul:cand vine va contactam.....",service; shop diversity; staff competency; shop diversity; delivery,random-concatenation
868129,"The material is only good for winter. Getting very hot in them. Nici un angajat pe raion, nu ai de la cine sa afli o informație.",misc; staff availability,random-concatenation
868131,"Preturi mai atractive la sfarsit de colectie , reduceri de cel putin 50 % , nu 10-15% cum aveti afisat .. Am venit cu bicicleta la revizie și mi sa cerut să oblas acolo cinci zile.",promotions; service,random-concatenation
868131,"Nu gasesti in general un angajat pe raioane. Astepti prea mult pana primesti un raspuns.. O am de 3 saptamani si nu o recomand. Am fost cu ea la magazin dupa cateva zile ca nu avea toate reglajele facute si caraia lantul de zici ca se rupea, azi mi-a cazut lantul.O sa o duc retur si sa-mi recuperez banii.",staff availability; service; product; quality,random-concatenation
868131,"Mai multa ordine, chiar daca am ajuns spre sfarsitul programului, poate ar fi nevoie de mai multi angajati, fie si numai pe perioada sezonului. In orice magazin din strainatate lucrurile functioneaza altfel ca la noi, cred, din 2 motive: personal mai mult si mai educat in cultul muncii. Nu doar sa se obtina profit maxim aducand satisfactii proprietarilor firmei dar lasind pe locul al 15-lea angajatul......... foarte greu gasesti pe cineva sa intrebi,sau sa iti dea vreo relatie...te pune sa te uiti pe raft...urat...daca lucrau la firma mea zburau demult...",shop organization; staff availability; staff competency; staff availability; staff competency,random-concatenation
868127,"Functiona doar o casa de marcat..erau la rând vreo 7-10 persoane la casa de marcat.De asemenea, am mai așteptat vreo 20 de min lângă casă de marcat pentru ca un produs...singurul care era expus cu mărimea M...nu avea cod de bare.. Am dat comanda in 10.01.2018 și nu am primit coletul nici în. 25.01.2018 deși data estimată era 24.01.2018",service; shop organization; delivery,random-concatenation
868131,Am comandat săgeți 28 inch /1000 spine si am primit 32inch/600spine. Este trist ca promovati promotii fara sa aveti stocuri suficiente.,delivery; promotions; shop diversity,random-concatenation
868131,de suplimentat personalul de la casa atunci cand se face COADA !. produsele aveau un pret la prezentare iar la casa alt pret.personalul are o scarba fata de serviciu si clienti.cabinele de proba sunt infecte si pline de haine luate pt proba.,service; shop organization; environment; staff competency,random-concatenation
868131,"Atitudinea angajatilor si felul in care a decurs returul produselor neconforme este un lucru demn de toata aprecierea in schimb atitudinea paznicului m-a facut sa ma simt un infractor. De la intrare am fost luat la intrebari""""Unde este bonul?, nu poti sa faci nimic daca n-ai bon"""" plus ca a fost prezent langa mine la orice raion incercam un produs nou pt a-l inlocui pe cel returnat. A durat aproape 3 saptamani pentru 1 comanda online.....termenul muult prea mare de livrare....",return warranty; security; staff competency; delivery,random-concatenation
868127,"Am vrut sa cumpar o bicicleta pliabila, dar nu am reusit. Toti consultantii erau ocupati. Am cautat si tricouri de inot cu protectie solara dar nu am gasit.. In ziua in care trebuia sa primesc comanda am primit telefon ca nu au produsul in depozit.",shop diversity; staff availability; service,random-concatenation
868129,"am dus schiurile la revizie, mi s-a spus ca a 2-a zi pot sa le ridic. A 2-a zis am fost sa ridic schiurile si nu erau gata, mi-au spus sa revin mai tarziu sau urmatoarea zi. Mi s-a oferit o revizie gratis, sper sa se tina de cuvant :). Pretul afisat la raft nu reflecta pretul produselor cumparate! Organizarea este slaba... din acest motiv am fost indus in eroare si am cumparat alt produs decat cel pe care il doream. Din pacate constat in ultima perioada o degradare a serviciilor. Era un magazin de 5 la care mergeam cu placere.... din pacate e la timpul trecut.",service; service; shop organization,random-concatenation
868126,"echipamentul este oarecum ok, plus: echipament solid, reglajele scaun usoare si rapide, pozitie comodaminus: La treaptele inferioare de putere scoate mici zgomote si lipsa senzori puls pe manerele superioare.Aplicatia e-connected este sub orice critica: greoaie, necesita spatiu mare de memorie ( nu incarca sesiunile de antrenament personalizate pe telefoane mai slabe..nici pe Iphone SE asa ca nu este de real ajutor). Un singur angajat se ocupa de personalizare si de biciclete. Am asteptat 10 minute pana sa imi ia produsul sa il personalizeze!!! Nu era incalzita nici presa pentru imprimare...",product; product; tech support; staff availability; service,random-concatenation
868125,"Produsele sunt ok dar am asteptat cam mult pana la sosirea comenzi. Nu se poate rezerva un produs in magazin decat cu plata in avans...si daca nu-mi vine sau relitatea este diferita de fotografii,mi se returneaza suma platita?",product; delivery; service,random-concatenation
868124,"Fiind iarna ma asteptam la o reducere de preturi pt produsele de pescuit. Din pacate m-am inselat. :(. Am primit produsul cu ambalajul rupt, distrus, cu bucăți lipsa din el.",promotions; delivery,random-concatenation
868125,"Am comandat două mingi,am primit doar una,am comandat apărătoare tibie de o anumită culoare și am primit altă culoare.. Am cumpărat ace pt umflat mingea recomandate de un angajat, fără sa știu ca nu se potrivesc decât la pompa speciala. Am ajuns la mașină și am constatat ca nu se potrivesc la compresorul mașinii. Am încercat sa le returnez, dar mi s-a spus ca nu este posibil pt ca e desfăcut ambalajul. Era destul de dificil sa îmi dau seama ca nu se potrivesc fără sa desfac ambalajul. Cred ca se puteau folosi, totuși, în magazin pt umflarea mingilor de la vânzare.",delivery; return warranty; staff competency,random-concatenation
868129,"Copiii circula nestingheriti in afara culuarului central si te lovesc fara nicio jena cu biciclete,trotinete,role etc.. Am fost foarte dezamagit de pachetul siguranta (revizie bicicleta). Pe langa faptul ca baietii nu vroiau sa imi greseze tija de sa, acest lucru regasindu-se in lista cu serviciile oferite in cadrul pachetului de siguranta, mi-au mai si rupt surubul de prindere sa si mi l-au inlocuit cu unul de proasta calitate.. iar ca sa mi-l scoata pe cel rupt, ai distrus filetul.. bravo Decathlon, angajati numai copii care habar n-au sa aiba grija de o bicicleta.",environment; service; staff competency,random-concatenation
868128,"Am facut o comanda intr-o zi de duminica, avand termen de livrare vineri, saptamana urmatoare. In ziua livrarii sunt sunata si mi se spune ca produsele nu sunt pe stoc. In ziua livrarii!!! In conditiile in care am comandat niste produse afisate cu stoc pe site. Nu pot sa o iau decat ca pe o bataie de joc. De ce va mai faceti un website daca nu stiti sa gestionati fluxurile?. Am stat 40 min sa predau bicicleta. Apoi inca 4 zile pana sa o primesc si tot eu am sunat dupa status-ul ei.La predare le-am zis ce probleme are si tot asa mi-au predat-o fara sa ii faca nimic.Lantul tot sare de pe pinioane, hal de reglaj facut.Bicicleta era de vaselina si cand l-am rugat sa o stearga a facut nazuri.Am asteptat 25 min sa mi se predea bicicleta.",service; shop organization; staff competency; delivery; service; staff competency,random-concatenation
868125,"Magazinul era in reamenajare...agentul de paza din zona caselor pur si simplu m-a agresat cu prezenta sa langa mine..in conditiile in care studiam un produs..apoi am realizat ca practic ma urmarise tot in tot magazinul...inadmisibil..invalificabil..mi-a aruncat cateva priviri absolut rautacioase..nu voi reveni in acest magazin prea curand...era un domn chel...precizez ca eram imbracat ok si nici nu consider ca sunt vreun dubios..daca voi mai reveni in magazin voi verifica daca acest domn mai este acolo. Multumesc. Lipsa personaluli pe raion.Nu am primit ambalaj pentru produsul cumparat [cutie pentru incaltaminte cumparata]. Nu am fost intrebat daca doresc asa ceva.La casa nu am fost intrebat daca am card...daca vreau sa il fac, desi il aveam activat online.",security; staff competency; staff availability; service; staff competency,random-concatenation
868125,"Am facut comanda vineri, sun marti sa intreb ce se intampla cu comanda mea si aflu ca este deja impachetata, gata de livrare. Miercuri, doar o zi mai tarziu aflu ca nu mai au pe stoc unul dintre produsele comandate. Nu voi mai face niciodata comanda pe acest site si nu recomand nimanui sa il foloseasca.. E nevoie de promotii atractive, securizarea spatiilor de joaca, exista risc de accidente",service; tech support; promotions; environment,random-concatenation
868125,"este foarte greu sa gasesti un produs de pe site in magazin.ar trebui sa existe mai multe detalii la nivelul produsului pentru a le gasi usor in magazin (implicit, pentru a nu mai apela la personalul Decathlon. Asadar preturile reduse la articolele ce ies din oferte au reduceri foarte miciTot timpul se reorganizeaza magazinul si e debandadaLipsa preturi pe articole",tech support; shop organization; shop organization; promotions,random-concatenation
868120,"Unele preturi difera de la un magazin la altul, la stndurile de incercari este haos, copii nesupravegheati folosesc suprafata magazinului ca loc de joaca pana se plictisesc.. Produsele de imbracaminte se gasesc greu pentru masuri mari (eu port XL-XXL). Foarte multe produse XS, S, nici macar nu le pot proba. Recomand disponibilitatea produselor pentru toate numerele.Varietatea de culori nu este prea mare, predominand negrul. Se gasesc greu produse in culori mai deschise.In timp ce probam o bluza, mi-a """"disparut"""" caciula din buzunarul canadienei. Sunt multe persoane gura-casca si trebuie sa fii foarte atent in jurul tau ca sa nu-ti """"dispara"""" ceva.",environment; shop organization; shop diversity; security,random-concatenation
868123,"Foarte greu se incarca paginile filtrate pe Android.La skateboardul achizitionat scrie pe site ca e pt 4-7 ani. Dar in cartea atasata produsului scrie ca sub 8 ani, copiii trebuie supravegheati de un adult. Si e greu de carat pt un copil. Ar fi trebuit sa apara la descrierea lui si greutatea.. Din punctul meu de vedere, fata de alti ani, a devenit un mic talcioc.Nu mai este nimic profesional.",tech support; environment; service,random-concatenation
868126,am facut comanda in 31 mai 2016 si in data de 2 iunile nici nu am primit vreun raspuns. acum stau la telefon pt a lua legatura cu un consultant de 41 de minute si toti sun ocupati. operatorii sportivi. nu se poate asa ceva la un magazin de firma. am sunat la Decathlon in franta paris tot pentru o comanda pentru anvelope bicicleta si accesorii si am fost preluat in 6 minute iar comanda mea este pe drum si se livreaza sambata 4 iunie. . deci nu dati dovada de seriozitae stimati angajati sportivi.. Recomand ca pretul de transport sa fie disponibil in cosul de cumparaturi inainde de a da check-out,delivery; staff competency; staff availability; tech support,random-concatenation
868126,"Depinde ce vrei sa prinzi, poti schimba firul si celelalte.. Personal insuficient. O singura persoana aflata si la informatii si la case.",misc; staff availability,random-concatenation
868126,"It's difficult to find someone to answer questions about producs on sale. Usually most of them know less than myself, after I spent some time looking for the desired product on internet.In my case, I knew exatcly what I wanted to buy, a binocular which was placed in a locker. I had to wait 15 mins for someone to unlock the locker and he didn't know too much about binoculars.The lack of customer care makes the visit to Decathlon unpleasant from my point of view.. Buna ziua, as dori o mai buna aprovizionare, mai multe produse, mai variate. Magazinul Decathlon din Brasov, dar si din Romania in general, lasa impresia ca detine produse care nu se vand in alte tari. Ofertele se termina repede si rafturile raman goale pt mult timp....",misc; promotions; shop diversity,random-concatenation
868125,"Am fost insotit de 3 copii (3, 5 si 8 ani). Am facut cumparaturi relativ voluminoase si grele. Pentru inscriptionarea tricourilor copiilor am apelat la serviciul atelier. Plata acestui serviciu se face ...la case! An trebuit sa ma intorc la case (doar doua deschise, unde erau cozi foarte lung), cu cumparaturile si trei copii mici. Nicio facilitate (intelegere sau macar politete!) pentru aceasta situatie. Mi se indica autoritar ca trebuie sa stau la coada, adica la una dintre cele doua cozi lungi formate chiar daca am cumparaturile facute si 3 copii mici.. dezordine la produse - nu am gasit numarul dorit la haine - sunt aruncate peste tot - si lipsesc preturile (cad, sistemul de prindere nu e bun).si nu sunt scanere de pret - macar sa il poti scana sa vezi pretul, pana ajungi la casa.",service; staff competency; shop diversity; service; shop organization,random-concatenation
868122,"Magazinul Decathlon din Focsani este binevenit si m-am bucurat foarte mult ca s-a infiintat si la Focsani unul.. formularul de inlocuire nu are indicatii foarte clare, iar clientul nu are nici o garantie ca poate primi produsul """"inlocuitor"""" chiar daca pe site apare ca fiind pe stoc!In plus nu ai nici un raspuns cand vei fi sunat ...iar asta dureaza foarte mult!In concluzie: daca ai noroc sa nimeresti din prima incercare produsul corespunzator, atunci serviciile pot fi notate cu excelent; daca nu si ai nevoie sa-ti fie inlocuite... atunci nota ar fi mai degraba spre slab.Voi recomanda site-ul Decathlon, dar cu aceasta rezerva.",misc; service; service; tech support,random-concatenation
868125,"Am fost intampit de omul de la paza care mi-a zis sa las rucsacul la casute. l-am intrebat daca isi asuma responsabilitatea in caz ca imi dispare laptopul, tableta, diverse acte, multimetrul, 2 truse de scule si a dat din umeri. Asta in timp ce fete intrau fara probleme cu rucsace mai mari ca ale mele in spate.Asta e atitudinea oficiala a magazinului ? Daca nu trebuia sa ii iau copilului o bicicleta nu as mai fi intrat si probabil pe viitor o sa va evit.. Produsele erau imprastiate prin magazin. Stateau cu teama sa nu ma loveasca cineva fie cu trotineta, fie cu bicicleta sau waveboardul. Era haos. Mergeau cu viteza si peste tot",security; shop organization; environment,random-concatenation
868125,"Am adus bicicleta o dată și nu i s-a rezolvat problema pe care o avea la schimbatorul de foi.Mi s-a recomandat Sa mai vin o dată pentru o centrarea de roti.Am adus-o ă doua oară si problema schimbatorului nu a fost rezolvată a doua oară.Am plătit de două ori pentru ceva ce trebuia rezolvat de prima dată.. Personal tanar, amabil dar insuficient. Nu trebuie lasata atata libertate de incercare a produselor (biciclete, role, etc). Provoaca disconfort celorlalti clienti.",service; staff competency; staff competency; staff availability; environment,random-concatenation
