id,text_cleaned,all_categories,all_polarities,text_bt_RoEnRo,text_bt_RoEnChRo
434063,"Vin aici pentru ca reusesc sa gasesc produse in functie de necesitatile mele si mai mult de atat toate la un loc. Sunt multumit si de calitatea unora dintre produse insa, de multe ori produsele sunt amestecate intre ele, iar preturile lipsesc la unele din ele. Nu ar fi o problema daca am gasi personalul dispus sa ne ajute insa totdeauna au cate ceva de facut. Nu invinui personalul pentru ca ii vad alergand mereu, insa se vede si se simte un deficit de angajati!Cu stima.",quality; shop diversity; shop organization; staff availability,Positive; Positive; Negative; Negative,"Vin aici pentru că pot găsi produse care îmi satisfac nevoile şi mai mult, toate într-un singur loc. Sunt mulţumit de calitatea unora dintre produse, dar adesea produsele sunt amestecate şi preţurile lipsesc în unele dintre ele. Nu ar fi o problemă dacă am putea găsi personalul dispus să ne ajute, dar ei au întotdeauna ceva de făcut. Nu dau vina pe personal pentru că îi văd alergând tot timpul, dar poţi vedea şi simţi lipsa de angajaţi! Cu respect.","Vin aici pentru că pot găsi într-un singur loc produsele care îmi satisfac nevoile. Sunt mulțumit de calitatea anumitor produse, dar adesea produsele sunt amestecate, prețurile lipsesc în unele dintre ele."
434065,Am fost sa ridic o comanda online. Ni s-a comunicat ca a fost ridicata de o alta persoana. A fost nevoie de insistente si rugaminiti pt a se verifica ca nu fusese ridicata.,service; staff competency,Negative; Negative,"M-am dus să iau o comandă online, și ni s-a spus că a fost luată de altcineva, și a fost nevoie de multă insistență și rugăciune pentru a ne asigura că nu a fost luată.","Am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online, am fost la un magazin de cumpărături online,"
434071,Livrarea se poate face si dupa masa?Majoritatea oamenilor se lucreaza pina la ora15.MULTUMESC,misc,Neutral,Majoritatea oamenilor lucrează până la ora 15:00.,"Nu e nevoie să fie la serviciu, pentru că e o zi de muncă, dar e nevoie să fie la serviciu."
434072,"Personalul nu are habar cum este organizat site-ul, contul online, se cheama unul pe altul etc. Am stat mai mult de 15 min pentru eliberarea unui card de membru, nu există corelare intre numele de client (cod de client) si cupoanele de reducere/fidelitate sau cum s-or chema acelea. In fine, cred ca e mai mult problema managementului pt că daca el stabileste clar atributiile fiecaruia, si personalul va umbla ca musca fara cap.",staff competency; service,Negative; Negative,"Personalul nu are nici o idee cum este organizat site-ul, contul online, cum se numesc unii pe alții etc. Am așteptat mai mult de 15 minute pentru emiterea unui card de membru, nu există nicio corelație între numele clientului (codul clientului) și cupoanele de reducere / loialitate sau cum se numesc. Ei bine, cred că este mai mult o problemă de management, deoarece dacă el stabilește în mod clar atributele fiecăruia, iar personalul va merge ca o muscă fără cap.","Stafful nu știe cum sunt organizate site-urile, conturile online, cum se numesc unii pe alții și așa mai departe. Am așteptat mai mult de 15 minute ca să fie eliberate cardurile de membru, nu există nicio corelație între numele clientului (codul clientului) și voucherul de reducere/loialitate sau cum îi cheamă ei."
434073,"Ca și părere generală, magazinul și personalul sunt ok. Singurul aspect negativ ar fi faptul ca sunt lăsati copiii sa se joace cu diverse produse lăsate spre testare(bănuiesc) dar nu le explica nimeni cum sa le utilizeze. Am fost lovit foarte puternic în picior de un skateboard utilizat de un copil, care, sunt convins ca nu a fost instruit de niciun reprezentant al magazinului. Am părăsit magazinul cu foarte mare dificultate după o perioada lunga petrecuta pe o băncuța, pentru recuperare.",staff competency; environment,Positive; Negative,"În general, magazinul și personalul sunt în regulă. Singurul aspect negativ ar fi că ei le-au lăsat copiilor să se joace cu diverse produse lăsate pentru testare (presupun) dar nimeni nu le explică cum să le folosească. Am fost lovit foarte tare în picior de o skateboard folosită de un copil, care, sunt convins că nu a fost instruit de nici un reprezentant al magazinului. Am părăsit magazinul cu mare dificultate după o lungă perioadă petrecută pe o bancă, pentru recuperare.","Ca o opinie generală, magazinul și angajații sunt buni. Singurul lucru negativ este că ei au lăsat copiii să se joace cu diferite produse rămase pentru a fi testate (aș ghici) dar nimeni nu a explicat cum să le folosească."
434084,"As prefera să nu se exagereze cu probarea echipamentelor ( biciclete, trotinete, et ) nu este un spariu de joacă.",environment,Negative,"Aş prefera să nu exagerez cu echipamentul de testare (biciclete, scutere, etc.) nu e un loc de joacă.","Nu vreau să testez prea mult echipamentul (biciclete, skateboard-uri etc.)"
434085,Am întrebat mai mulți angajați de prețul unui produs și mi s-a zis ca nu e departamentul lor. Ar ajuta sa existe scaner de preț,service; shop organization; staff competency,Negative; Negative; Negative,"Am întrebat câțiva angajați despre prețul unui produs, și mi s-a spus că nu este departamentul lor.",Am întrebat câțiva angajați care sunt prețurile produselor.
434086,"dupa mai mult de 48 ore de la comanda nu am primit confirmarea acesteia , iar telefonic nu pot fi contactati pentru a primi informatii privind comanda si coordonate livrare. Total nemultumit !",service; staff competency,Negative; Negative,"După mai mult de 48 de ore de la comandă nu am primit confirmarea, iar telefonul nu poate fi contactat pentru a primi informaţii despre comandă şi pentru a coordona livrarea.","Nu am primit nicio confirmare, dar am fost în contact cu cei de la Casa Albă, care au anunţat că vor să ne dea un nou mesaj."
434087,"Am vizitat raionul de biciclete cautand in mod special accesorii pentru bicicleta.Primul lucru care nu mi-a placut a fost lipsa etichetelor de la raft. Am cautat eticheta pentru un bidon dar a fost imposibil de localizat. In plus bidoanele erau complet amestecate pe rafturi.Acelasi lucru in zona de ciorapi pentru ciclism. Am cumparat la promotie ciorapi albi pentru ciclism la pretul de 13 lei perechea. Am luat si ciorapi negrii, de data aceasta un pack de 2 perechi. Pretul nu era afisat pentru acest pack. Am vazut ulterior la casa ca 2 perechi de ciorapi negrii costa dublu (44 lei) fata de 2 perechi de ciorapi albi, e drept, vandute separat. Dar am acceptat pretul asa ca va rog sa retineti doar lipsa etichetelor de la raft.Cireasa de pe tort a fost la casa, cand operatoarea de la casa a scanat accidental un produs (tablete pentru rehidratare Isostar) de 2 ori. Aparatul a emis 2 sunete de scanare (mie sunetele mi-au atras atentia) dar care nu au fost luate in considerare de operatoare. Dupa ce am achitat am verificat bonul fiscal si am constatat ca tabletele de rehidratare au fost introduse eronat de 2 ori.M-am adresat altui operator care a reactionat imediat si a acceptat reclamatia FARA a verifica insa produsele pe care le cumparasem. Poate chiar aveam 2 produse in sacosa...Banii pentru al doilea produs mi-au fost returnati imediat.In concluzie dezordinea de la raft si neatentia personalului, nu pot compensa zambetul contorizat la iesirea din magazin.",promotions; shop organization; staff competency; staff competency,Positive; Negative; Positive; Negative,"Am vizitat secțiunea de biciclete căutând în mod special accesorii pentru biciclete.Primul lucru care nu mi-a plăcut a fost lipsa etichetelor de pe raft.Am căutat eticheta pentru o cutie dar a fost imposibil de localizat.În plus, cutii erau complet amestecate pe rafturi.Același lucru s-a întâmplat și în zona șosetelor de ciclism.Am cumpărat la promoție șosete de ciclism albe pentru 13 lei perechea.Am luat și șosete negre, de data aceasta un pachet de 2 pachete.Prețul nu a fost afișat pentru acest pachet.Am văzut mai târziu la adresa casei că 2 perechi de pantofi negri costau 44 lei și 2 perechi de pantofi albi erau vândute separat.Dar am acceptat reclamația,","Am vizitat secțiunea de biciclete, în special pentru accesorii de biciclete. Primul lucru care nu mi-a plăcut a fost lipsa etichetelor pe raft. Am căutat o etichetă, dar nu am găsit-o. În plus, copilul era complet amestecat pe raft."
434090,"inteleg ca se schimba colectia, dar sa fie zi de sambata in care magazinul era plin de cumparatori, iar rafturile goale, nu inteleg.si cativa angajati care incercau sa aseze cate ceva pe rafturi....",shop organization; staff availability,Negative; Negative,"Înţeleg că colecţia se schimbă, dar să fie o sâmbătă când magazinul era plin de cumpărători şi rafturile erau goale, nu înţeleg.","Înțeleg că colecția s-a schimbat, dar sâmbătă magazinul era plin de clienți și nu mai avea nimic, așa că am fost nevoiți să mă duc la magazinul de la ora șapte, și am fost nevoiți să mă duc la magazinul de la ora șapte, și am fost nevoiți să mă duc la magazinul de la ora șapte, și am fost nevoiți să mă duc la magazinul de la ora șapte."
434092,Nu ám primit coletul.Anul trecut ám fost foarte mulțumită.In anul acesta nu sunt mulțumită! !!,delivery,Negative,"Anul trecut am fost foarte fericit, dar anul acesta nu sunt fericit.",Nu am primit pachetul. Anul trecut eram fericit. Anul acesta nu sunt fericit!
434095,A durat mai mult de o saptamana de la data comenzii pana a ajuns la mine.,delivery,Negative,A durat mai mult de o săptămână de la data ordinului să ajungă la mine.,"A fost o zi foarte grea pentru mine, dar am fost foarte fericit că am ajuns aici."
434096,"Mi-a placut ideea testarii produselor in magazin numai ca acum s-a ajuns in extrem. Se joaca tenis de picior, se lovesc mingiile cu capul, etc.. Ce conteaza ca lovesc pe ceilalti cumparatori?La ultima vizita pe holul principal, doi 'domni' jucau fotbal de picior lovind de la articole la vizitatori fara nici o jena. Stiu asta deoarece am fost lovit in timp ce ma uitam dupa niste produse. Apoi cel mic era la un pas sa fie accidentat de niste copiii care fugeau cu bicicletele pe culoar.Inteleg politica libertina a magazinului dar ma astept ca sa tina totusi lucrurile sub control. Mentionez ca am precizat intamplarea la casa dar am primit doar un 'nu putem sa controlam oamenii, incercati sa aveti mai multa grija"""". Pacat...",environment; staff competency,Negative; Negative,"Mi-a plăcut ideea de a testa produsele în magazin, dar acum a ajuns la extreme. Ei joacă tenis, lovesc mingi cu capul etc. Ce contează că au lovit alți cumpărători? La ultima vizită în sala principală, doi ""domni"" jucau fotbal lovind obiecte vizitatorilor fără nici o jenă. Știu asta pentru că am fost lovit în timp ce căutam câteva produse. Apoi cel mic era pe cale să fie lovit de câțiva copii care alergau cu bicicletele lor pe culoar. Înțeleg politica de libertate a magazinului, dar mă aștept să țineți totul sub control. Am menționat că am menționat ce s-a întâmplat acasă, dar am primit doar un ""nu putem controla oamenii, încercați să fiți mai atenți"""".","Îmi place ideea de a testa produsele în magazin, dar acum a fost prea mult. Ei joacă tenis, lovește cu capul și așa mai departe. Ce au de-a face cu alți cumpărători? La ultima vizită la salonul principal, doi ""schizi"" jucau fotbal și au lovit cu brațul la inimă vizitatorii."
434102,"Dezordine, Multe produse si ambalaje printre culoare.Stand de incaltaminte fara pret.( posibil sa fii fost ultimele 6 perechi dintr-un produs, dar nu aveau pret afisat nicaieri pe culoar. Asteptat la case prea mult ( nu merge sistemu, alta casa nu merge imprimanta, la alta casa s-a terminat hartia in casa de marcat) .... din 3 case deachise consecutiv, per total 10 min asteptat la casa.",shop organization; service,Negative; Negative,"Dezordine, o mulțime de produse și ambalaje colorate.Stand de pantofi neprețuite.Poate că au fost ultimele 6 perechi de produse, dar nu era niciun preț afișat nicăieri în culoar.Așteptat prea mult la case (sistemul nu funcționează, o altă casă nu funcționează imprimantă, o altă casă a rămas fără hârtie în casa de marcat).... din 3 case consecutive, în total 10 minute de așteptare la casă.","Ar putea fi ultimele 6 perechi de produse, dar nu a fost nici un preț în coridor. Așteptare prea lungă în casă (sistemul nu funcționează, o altă casă nu funcționează imprimantă, o altă casă nu are hârtie la casier)... 3 case consecutive, în total 10 minute de așteptare."
434104,"Dureaza mult prea mult 15 zile, se duc la o luna",misc,Neutral,"Durează mult prea mult. 15 zile, ajung la o lună.","A durat prea mult, 15 zile, au plecat o lună."
434105,"Magazinul acoperă o gamă diversă de sporturi dar...să fim serioși, puneți pe picior de egalitate polo sau badmingtonul cu fotbalul. Am căutat o minge adecvată pentru tenis de picior, fotbal ocazional. Am stat vreo 30 min să le încerc...De fapt nu aveam decât două opțiuni de marca:Adidas si Kipsta. Nu m-a ajutat nimeni de la magazin, cred că era un singur lucrător în afara carierei. La Decathlon trebuie să te mulțumești cu puținele informații de pe eticheta. Angajații sunt veșnic ocupați să asambleze sau să aranjeze produsele pe rafturi. Intr-un fel e bine, când nu prea ai bani de cheltuială, zici ca vizitezi un muzeu, nimeni nu te îmbie să cumperi ceva. Recomand a se pune accent pe fotbal (mingi, încălțăminte și imbracaminte sport, etc) si biciclete, că mijloc de relaxare, nu neapărat ciclism. Da, stiu, mai si înoată românii, mai joacă tenis, polo, mai călăresc câte un cal, dar hai sa umplem magazinul cu ochelari de înot și mingi de tenis, badminton si alte nimicuri și când vrem să cumpărăm o minge si o pereche de teniși nu găsim. Per ansamblu sunt tentat să revin în magazin, doar-doar s-o mai schimba ceva, poate voi cumpăra vreodată un tricou, vreun Adidas sau Nike dar nu cred. Niste carpe sintetice chinezesti la preț de marfa premium. Cred că știți și dvs ce vindeți mai bine si ce nu vindeți mai deloc.Eu așa constat, că vindeți role si biciclete pt. copii, dar poate e o impresie eronată. Am ieșit din magazin de multe ori fără să cumpăr nimic. Nu aveam voie să nu las măcar 10 lei, pe un fluier, pe un briceag, un bidon, ceva...Dar nu mi-a sărit în ochi...",shop diversity; staff availability; shop organization; staff competency; price; quality; product; shop diversity,Positive; Negative; Negative; Negative; Negative; Negative; Negative; Negative,"Magazinul acoperă o gamă variată de sporturi, dar...să fim serioși, puneți pe picior egalitatea de polo sau badminton cu fotbalul. Căutam o minge potrivită pentru piciorul de tenis, ocazional fotbal. Am petrecut aproximativ 30 de minute pentru a le încerca...De fapt, am avut doar două opțiuni de marcă: Adidas și Kipsta. Nimeni nu m-a ajutat de la magazin, cred că a fost un lucrător în afara carierei. La Decathlon trebuie să fii mulțumit de puținele informații de pe etichetă. Angajații sunt mereu ocupați cu asamblarea imprimărilor sau cu aranjarea produselor pe raft. Într-un fel este bine când nu ai mulți bani de cheltuit, cum ar fi o vizită la muzeu, și crezi că nimeni nu î","În magazin există tot felul de sporturi, dar... să ne gândim serios, echivalează mingea cu fotbalul cu un picior. Căutam o minge potrivită pentru un picior de tenis, ocazional fotbal. Mi-a luat aproximativ 30 de minute să încerc... De fapt, aveam doar două mărci de ales: Adidas și Kipsta."
434111,A trebuit sa merg 1 km la bancomat ca nu au recunoscut cardul meu casele Dvs.,service,Negative,A trebuit să merg un kilometru până la bancomat pentru că nu mi-au recunoscut cardul la voi acasă.,A trebuit să merg un kilometru la ATM pentru că nu mi-au recunoscut cardul la tine acasă.
434112,"Atentie sporita la numarul de case deschise. Rezolvati problemele ce se ivesc la casa unde au loc retururi si se fac facturi.Personalul,in schimb,a fost foarte amabil.",service; staff competency,Negative; Positive,"O atenţie sporită la numărul de case deschise, probleme rezolvate la casa unde se fac declaraţiile şi facturile.","În acest context, este necesar să se pună accentul pe numărul de zile de deschidere, pe problemele de declarații și facturi."
434118,"Mi se pare foarte ciudat ca in momentul in care faci comanda, faci si plata sa nu primesti un mail de la firma vanzatoare prin care sa fi instiintat ca e totul in regula. Sa fi anuntat cu privire la livrare si la primirea altor solicitari (montaj, montaj optionale, etc..)Mai trebuie sa lucrati la magazinul online intrucat nu sunteti in rand cu obiceiurile oricarui magazin online din Romania.",service; tech support,Negative; Negative,"Mi se pare foarte ciudat că atunci când plasezi comanda, faci plata și nu primești un e-mail de la compania vânzător pentru a fi informat că totul este în regulă. Pentru a fi informat despre livrare și primirea altor solicitări (montaj, asamblare opțională etc.) Trebuie să lucrezi în continuare la magazinul online pentru că nu ești obișnuit cu niciun magazin online din România.","Mi se pare ciudat că atunci când comanzi, plăteşti, nu primeşti un e-mail de la vânzător să-ţi spună că totul e în regulă. Notificări despre livrare şi primirea altor cereri (asamblare, asamblare opţională etc.)."
434119,"In general sunt multumit de mag. Decathlon Berceni, insa azi (4.04.17)am fost total dezamagit de organizarea lucratorilor in magazin, in special la raionul de biciclete si service. Este inadmisibil ca la ora 10, in timpul saptamanii, cu 3 clienti in magazin, sa nu mi se poata face un schimb de cauciucuri la bicicleta cumparata tot de la voi. O operatiune care dureaza 5 min maxim, mi se spune ca poate fi facuta in aprox 2-3 ore",staff competency; service,Negative; Negative,"În general sunt mulţumit de Decathlon Berceni, dar astăzi (4.04.17) am fost total dezamăgit de organizarea muncitorilor din atelier, în special în departamentul de biciclete şi servicii. Este inacceptabil ca la ora 10 în timpul săptămânii, cu 3 clienţi în atelier, să nu pot schimba anvelopele de pe bicicleta pe care am cumpărat-o de la tine. O operaţie care durează 5 minute maximum, mi s-a spus că poate fi făcută în aproximativ 2-3 ore","În general, sunt foarte mulțumit de Decathlon Berceni, dar astăzi (4.04.17) am fost foarte dezamăgit de organizarea muncitorilor din atelier, în special în sectorul bicicletei și al serviciilor. Ceea ce este inacceptabil este că, duminică la ora 10, am 3 clienți în atelier și nu pot schimba anvelopele unei biciclete pe care am cumpărat-o de la tine."
434122,"Calificativele de mai sus trebuie raportate/ajustate la faptul ca in acel moment 2 sau 3 persoane cred ca erau nou angajate, fiind in instruire.",misc,Neutral,"Calităţile de mai sus trebuie să fie legate/ajustate de faptul că, la acel moment, 2 sau 3 persoane cred că au fost angajate recent, fiind în curs de formare.",Calitățile de mai sus ar trebui să fie corelate/ajustate cu faptul că 2 sau 3 dintre ei au crezut că au fost angajați recent și că au fost în curs de instruire.
434125,"Totul a fost super ok pana la ultima comanda, produsele trebuiau aduse din depozitul international, termen de 12 zile, doar ca a trecut acel termen si mai am inca de asteptat, sper ca nu inca 12 zile !!!!!",delivery,Negative,"Totul a fost super ok până la ultima comandă, produsele trebuiau aduse din depozitul internațional, termenul limită de 12 zile, doar că termenul limită a trecut și încă trebuie să aștept, sper că nu încă 12 zile!!!!!","În cazul în care nu există o comandă, atunci este posibil ca o comandă de tip ""A"" să fie trimisă direct din depozitul internațional, dar pentru o comandă finală, produsul trebuie să fie trimis din depozitul internațional, iar data limită este de 12 zile."
434129,"Cand este aglomerat in magazin sa fie toate casele deschise. Existenta unei case separate pentru informatii, rezolvare probleme cu cumparaturile, raspuns telefon, transmis mesaje catre magazin. Omul de la casa le face pe toate si implicit se inainteaza greu.",service,Negative,"Când e aglomerat în magazin, toate ușile deschise, o casă separată pentru informații, rezolvarea problemelor de cumpărături, răspunsul la telefon, trimiterea de mesaje la magazin, omul casei face toate astea, și, implicit, e greu să te avansezi.","În magazinele pline de oameni, ușile deschise, informațiile separate, rezolvarea problemelor de cumpărături, răspunsul la telefon, trimiterea de mesaje către clienți, toate acestea, proprietarii de magazine fac, în mod implicit, foarte greu să fie în frunte."
434130,"Stau foarte prost cu returnarea banilor.Am trimis un colet pentru returnare de 30 de zile si nici pana astazi nu am primit banii.Mereu cand ii sun imi spun acelasi lucru. """"Joi este ziua de returnare a banilor, va rugam asteptati.""""",return warranty; staff competency,Negative; Negative,Am trimis un pachet pentru o returnare de 30 de zile şi încă nu am primit banii.,"Am avut probleme cu rambursările. Am trimis un pachet pentru o rambursare de 30 de zile, dar nu am primit banii până azi."
434132,"La departamentul de pescuit este un haos total. Nici 25% din produse nu au preturi, nu sunt scanere ( doar la casa). au aparut lansete de crap care au defecte de fabricatie (nu se cupleaza segmentele). cand reusesti sa gasesti un angajat si spui ca vrei ceva informatii despre un produs de la dep. pescuit toti zambesc ironic si nu te pot ajuta.",shop organization; service; product; staff competency,Negative; Negative; Negative; Negative,"Departamentul de pește este o mizerie totală. 25% din produse nu au preț, nu există scanări (doar acasă). au existat lansări de rahat care au defecte de fabricație (segmentele nu se potrivesc). când reușiți să găsiți un angajat și spuneți că doriți informații despre un produs de la departamentul de pește toată lumea zâmbește ironic și nu vă poate ajuta.","Sectorul pescuitului este o situație de haos. 25% din produse nu au prețuri, nu sunt scanate (doar acasă). Există unele distribuiri de gunoi cu defecte de fabricație (segmentarea nu se potrivește)."
434134,Produsele de pe site contin prea putine poze si informatii foarte sumare.,tech support,Negative,Produsele de pe site conțin foarte puține imagini și foarte puține informații.,Site-ul are puține imagini și informații despre produse.
434136,"Am cumparat online, mi-ati trimis un produs folosit si incomplet. Din punct de vedere experienta, una foarte neplacuta. Voi ati gresit si eu trebuie sa fac toate demersurile ca sa se indrepte greseala. Fara scuze, far nimic. Dezamagitor. Este penibil ca sa ai un pret la produsul cumparat online si altul mult mai mic la rezervare.",service; shop organization; staff competency,Negative; Negative; Negative,"Am cumpărat online, mi-ai trimis un produs folosit și incomplet. Din punctul de vedere al experienței, unul foarte neplăcut. Ai făcut o greșeală și trebuie să iau toate măsurile pentru a corecta greșeala. Fără scuze, nu fac nimic. Dezamăgitor. Este păcat că ai un preț pentru produsul cumpărat online și un altul mult mai mic la rezervare.","Am cumpărat online, iar tu mi-ai trimis un produs incomplet, folosit. Din punct de vedere experiențial, foarte neplăcut. Ai făcut o greșeală, iar eu trebuie să iau toate măsurile pentru a corecta greșeala. Fără scuze, nu am făcut nimic. Dezamăgitor."
434138,"Nu erau disponibile toate masurile..cele mai multe la incaltarile dorite erau 40,38, eu avand nevoie de 39, am renuntat si am ales alt model desi as fi dorit pe modelul respectiv..nu am avut pe cine intreba daca exista si 38 eu nagasind expuse",shop diversity; staff availability,Negative; Negative,"Nu toate mărimea erau disponibile.. cele mai multe dintre pantofi am vrut au fost 40.38, am nevoie de 39, am renunțat și a ales un alt model deși mi-ar fi plăcut acel model.. nu am avut pe nimeni să întreb dacă au fost 38 am fost purtând expuse","Nu toate mărimea erau disponibile, eu voiam pantofi de 40,38 în majoritate, aveam nevoie de 39, am renunțat, am ales un alt model, deși mi-a plăcut modelul acela, nu m-a întrebat nimeni dacă port 38."
434140,"Am achiziționat aseară două trotinete, una albă și una neagră, cea neagră având ambalajul puțin deteriorat (cutia îndoită la unul din capete, probabil în urmă deschiderii, folia bubble wrap care trebuia să fie pe aripa/frana din spate era pusă pe mânere, aripa fiind goală comparativ cu cea de la trotineta albă care avea si un carton pe lângă folia de protecție, punga cu manualul de instrucțiuni și bareta era desfăcută), nu țin că ambalajul să fie intact, doar expuneam semnele care m-au făcut să mă gândesc că ar fi fost folosită sau expusă.Problema gravă a ieșit la iveală ceva mai târziu când le-am scos la o primă plimbare prin parc, cea albă impecabil in funcționare și fiabilitate, cea neagră însă de la primii pași avea un zgomot ciudat la roata din față, nu constant dar destul de des. Am continuat puțin plimbarea sperând că n-o să se mai audă dar n-a fost așa, după ce am dat o tură și cu cea albă care nu scotea niciun sunet am făcut cale întoarsă spre casă dezamăgit...Am mai observat apoi, acasă, că cea albă are niste stickere pe laterale, care la cealaltă lipsesc. Tot acasă am întors-o cu roțile în sus să mă asigur că de acolo era zgomotul. Cred că e o bilă spartă în rulment și sper să se poată rezolva problema întrucât rulmenții nu intră în garanție. :)",service; product; product; return warranty,Negative; Positive; Negative; Negative,"Am cumpărat două scutere aseară, una albă și una neagră, cea neagră cu ambalajul ușor deteriorat (cutia pliată la un capăt, probabil în spatele deschiderii, folia cu bule care trebuia să fie pe aripă/frâna din spate era pe mâner, aripa fiind goală în comparație cu scuterul alb care avea o cutie de carton lângă folia de protecție, geanta cu manualul de instrucțiuni și bareta fiind desfăcută), nu păstrând ambalajul intact, arătând doar semne care m-au făcut să cred că a fost folosit sau expus. Problema serioasă a ieșit la lumină mai târziu când am crezut că sunt o plimbare alunecoasă, cea albă a fost pliată într-un mod nesigur și cea neagră era nesigură, dar fo","Am cumpărat două scooter-uri aseară, unul alb și unul negru, cu ambalajul negru puțin deteriorat (cutia se pliază la un capăt, probabil în spatele deschiderii, ar trebui să fie ambalate pe mâner pe aripă/pe spate, comparativ cu scooter-ul alb, aripa era goală, avea o cutie de carton protejată lângă, cu geanta de instrucțiuni și pălăria extinsă), păstrate fără ambalaj complet, doar arătând semne care mă făceau să cred că a fost folosită sau expusă."
434143,Magazinul dumneavoastra aduce un plus atat in in gama produselor sportive cat si a serviciilor oferite.,product; service; shop diversity,Positive; Positive; Positive,"Magazinul dvs. aduce un plus atât la gama de produse sportive, cât și la serviciile oferite.","În acest caz, magazinul dvs. oferă un avantaj pentru produsele și serviciile dvs. sportive."
434147,BunaProdusu comandat nu a sosit azi este data de 03.06.2018Prim urmare nu mai doresc acest produs ptr a nu se respecta termenul de livrareCu respect,delivery,Negative,"Bun Produsul comandat nu a sosit azi este data 03.06.2018 Prin urmare, eu nu mai vreau acest produs pentru a nu respecta termenul de livrare","Bun, produsul comandat nu a sosit. Astăzi este 3 iunie 2018 și nu mai vreau acest produs pentru că nu a fost livrat la termen."
434149,"Raionul de Alergare lasa de dorit...varietatea produselor este foarte slaba...plus ca nu gasesti toate marimile necesare...cine ALEARGA LA XL si XXL>? Oare nu se intreaba nimeni in domeniul asta? ...Doresc mai multe produse S si M ca fie el/ea de L tot in S/M se inghesuie! Cat timp am cautat pe cineva pe raion, tot personalul era la case!",shop diversity; staff availability,Negative; Negative,"Secţiunea de alergare este lipsă...varietatea de produse este foarte slabă...plus nu poţi găsi toate dimensiunile necesare...care ALERARGA LA XL şi XXL>? Nu întreabă nimeni în acest domeniu?...Vreau mai multe produse S şi M că el / ea de L este, de asemenea, în S / M înghesuit! În timp ce am fost în căutarea pentru cineva pe secţiune, tot personalul a fost acasă!","Partea de alergare lipsește... varietatea produsului este foarte slabă... plus că nu poți găsi toate dimensiunile necesare... cine ALERARGA LA XL și XXL>? Nimeni nu a întrebat acest domeniu?... Vreau mai multe produse S și M, el/ea L este, de asemenea, în S/M aglomerat!"
434152,"In magazin te simti agresat tot timpul de cei care circula cu viteza mare cu trotinete, biciclete, ....... Nu poti sa te uiti linistit la absolut nimic pentru ca esti intr-un pericol permanent. As dori ca toate sporturile sa se mute afara si magazinul sa ramana ceva linistit in care sa poti compara, studia si cumpara.",environment,Negative,"În magazin te simți atacat tot timpul de oameni care se mișcă cu viteză mare cu scutere, biciclete,....... nu te poți uita la absolut nimic calm pentru că ești în pericol constant. Aș vrea ca toate sporturile să se mute și magazinul să rămână ceva liniștit unde poți compara, studia și cumpăra.","În magazin sunt mereu oameni cu motociclete, biciclete... nu poţi privi nimic cu calm, fiindcă eşti în pericol constant."
434153,Cabinele de proba sunt problema mea și asta din cauza clienților care le ocupă timp nejustificat de mult. După 15 min de așteptare am plecat fără să probez produsele,service,Negative,"Cabinele de testare sunt problema mea, şi asta pentru că clienţii iau prea mult timp.","Testarea este problema mea, pentru că clienții îmi iau prea mult timp."
434156,Am primit un vaucher care culmea cand am mers sa il folosesc era expirat.Foarte urat.,service,Negative,Am primit un voucher care a expirat când am fost să-l folosesc.,"Am primit un cupon de reducere, dar era expirat când am ajuns să-l folosesc."
434157,Sa se ofere la proba un numar limitat de produse .,misc,Neutral,Să oferim un număr limitat de produse pentru testare.,"În acest moment, există o serie limitată de produse disponibile pentru testare."
434158,"Am fost total nemultumit pentru ca a trebuit sa astept dupa produs aproape 2 luni, comanda fiind facuta in magazin. Nimeni nu m-a contactat initial, am fost eu nevoit de doua ori sa merg in magazin si sa intreb de comanda, desi produsul trebuia sa vina in maxim o saptamana...",service; delivery,Negative; Negative,"Am fost total nemulţumit pentru că a trebuit să aştept produsul aproape 2 luni, comanda fiind făcută în magazin.","Nu sunt deloc mulțumit, pentru că trebuie să aștept aproape două luni pentru a obține produsul, iar apoi trebuie să mă întorc la el."
