text,id,aspects_polarities,annotator,all_categories,all_categories_old,all_polarities,data_origin,text_cleaned
"Astept sa imi vina cardul de 1 luna si jumatate, plus de asta cand am fost ultima data si am cumparat un produs am spus angajatului ca am card de fidelitate si sa ma caute in baza de data pentru a putea acumula puncte, cica nu merge nu stiu ce sistem, halal magazin, sunt  profund dezamagita, este de nerecomandat.",433596,"{'choices': ['service - negative', 'staff competency - negative']}",26,service; staff competency,service; staff competency,Negative; Negative,manual,"Astept sa imi vina cardul de 1 luna si jumatate, plus de asta cand am fost ultima data si am cumparat un produs am spus angajatului ca am card de fidelitate si sa ma caute in baza de data pentru a putea acumula puncte, cica nu merge nu stiu ce sistem, halal magazin, sunt profund dezamagita, este de nerecomandat."
"Foarte de treaba baietii de la atelier dar nu au fost in stare sa-mi regleze deraiorul pe fata de la o bicicleta BTWIN Triban 500 noua. A trebuit sa ma intorc de vreo 6 ori cu ea la reglat,  si sa platesc pentru o reglare deficitara desi bicicleta nu avea mai mult de o luna. In final am ales sa ma duc la un atelier de cartier unde mi-au facut-o cum trebuie din prima incercare.  Cineva ar trebui ori sa ii invete sa regleze corect bicletele vandute de propriul magazin ori ar trebui sa angajati mai multi oameni la atelier pentru ca nu i-am vazut sa stea o secunda locului. Daca sunt suprasolicitati, mi se pare normal sa faca greseli.. Multumesc.",433599,"{'choices': ['service - negative', 'staff availability - negative', 'staff competency - negative']}",26,service; staff availability; staff competency,service; staff availability; staff competency,Negative; Negative; Negative,manual,"Foarte de treaba baietii de la atelier dar nu au fost in stare sa-mi regleze deraiorul pe fata de la o bicicleta BTWIN Triban 500 noua. A trebuit sa ma intorc de vreo 6 ori cu ea la reglat, si sa platesc pentru o reglare deficitara desi bicicleta nu avea mai mult de o luna. In final am ales sa ma duc la un atelier de cartier unde mi-au facut-o cum trebuie din prima incercare. Cineva ar trebui ori sa ii invete sa regleze corect bicletele vandute de propriul magazin ori ar trebui sa angajati mai multi oameni la atelier pentru ca nu i-am vazut sa stea o secunda locului. Daca sunt suprasolicitati, mi se pare normal sa faca greseli.. Multumesc."
Am comandat marimea XXL la o pereche de pantaloni pentru vanatoare si am primit marimea M cu eticheta XXL atasata langa.,433604,service - negative,26,service,service,Negative,manual,Am comandat marimea XXL la o pereche de pantaloni pentru vanatoare si am primit marimea M cu eticheta XXL atasata langa.
Intru cam o data pe saptamana in magazin si caut anumite produse. Multe dintre produselele pe care le doresc sunt in cantitati foarte mici sau nu se gasesc marimile (port marimi comune nu speciale). La sectorul tir cu arcul foarte putine accesorii iar sageti se gasesc foarte rar si doar de o singura categorie. Deasemenea cozi la casele de marcat deoarece sunt deschise doar 1 sau 2 case chiar daca este aglomeratie in magazin.,433610,"{'choices': ['shop diversity - negative', 'service - negative']}",26,shop diversity; service,shop diversity; service,Negative; Negative,manual,Intru cam o data pe saptamana in magazin si caut anumite produse. Multe dintre produselele pe care le doresc sunt in cantitati foarte mici sau nu se gasesc marimile (port marimi comune nu speciale). La sectorul tir cu arcul foarte putine accesorii iar sageti se gasesc foarte rar si doar de o singura categorie. Deasemenea cozi la casele de marcat deoarece sunt deschise doar 1 sau 2 case chiar daca este aglomeratie in magazin.
"Dezordine... culoarele erau prea aglomerate ... nu exista loc de trecere,",433614,"{'choices': ['shop organization - negative', 'environment - negative']}",26,shop organization; environment,shop organization; environment,Negative; Negative,manual,"Dezordine... culoarele erau prea aglomerate ... nu exista loc de trecere,"
"am dorit sa comand un anumit produs de pe site si dupa ce amvorbit la telefon  am inteles ca sigura posibilitate era sa comand in magazin.am facut asta si desi o fata din personal mi-a luat comanda cu promisiunea ca voi fi contactat inn 2-3zile dupa o saptamana am revenit in magazin si nimeni nu stia nimic,dar au promis ca se intereseaza si sa revin.dupa inca o zi .a doua au sunat ca itr-adevar au venit produsele si sa merg din nou la magazin.am mers dar erau venite fara nici un fel de etichete intr-o stare jalnica",433615,"{'choices': ['service - negative', 'staff competency - negative', 'product - negative']}",26,service; staff competency; product,service; staff competency; product,Negative; Negative; Negative,manual,"am dorit sa comand un anumit produs de pe site si dupa ce amvorbit la telefon am inteles ca sigura posibilitate era sa comand in magazin.am facut asta si desi o fata din personal mi-a luat comanda cu promisiunea ca voi fi contactat inn 2-3zile dupa o saptamana am revenit in magazin si nimeni nu stia nimic,dar au promis ca se intereseaza si sa revin.dupa inca o zi .a doua au sunat ca itr-adevar au venit produsele si sa merg din nou la magazin.am mers dar erau venite fara nici un fel de etichete intr-o stare jalnica"
Prea mulți copii care folosesc magazinul pe post de loc de joacă s-au ca pistă de biciclete triciclete și tot timpul trebuie să ai grijă să nu fi lovit.,433618,environment - negative,26,environment,environment,Negative,manual,Prea mulți copii care folosesc magazinul pe post de loc de joacă s-au ca pistă de biciclete triciclete și tot timpul trebuie să ai grijă să nu fi lovit.
"Sa fie angajații pt fiecare raion, pentru a fi îndrumat spre ceea ce dorește clientul sa obțină.",433619,staff availability - negative,26,staff availability,staff availability,Negative,manual,"Sa fie angajații pt fiecare raion, pentru a fi îndrumat spre ceea ce dorește clientul sa obțină."
"Am cautat o pereche de ghete de vara - culoare bej, cu plasa (zona raion vanatoare) si am gasit pt a doua oara in cateva zile doar gheata stanga in raft... fff ciudat.Astept de la personalul magazinului sa ma contacteze pentru a putea achizitiona ambii pantofi, adica si stangul si dreptul :))",433620,"{'choices': ['shop organization - negative', 'staff availability - negative']}",26,shop organization; staff availability,shop organization; staff availability,Negative; Negative,manual,"Am cautat o pereche de ghete de vara - culoare bej, cu plasa (zona raion vanatoare) si am gasit pt a doua oara in cateva zile doar gheata stanga in raft... fff ciudat.Astept de la personalul magazinului sa ma contacteze pentru a putea achizitiona ambii pantofi, adica si stangul si dreptul :))"
"Legat de personal: alergi in magazin sa poti gasi pe cineva pt o informatie si atunci cand gasesti o persoana iti spune ca nu este de la raionul respectiv, ca atare nu-ti poate furniza informatia. In ceea ce priveste marfa expusa, asa cum am mai mentionat si cu alte ocazii/sondaje lipsesc cu desavarsire numerele mari. La tricouri, pantaloni sport se opresc la XL sau maxim XXL. Pentru persoanele mai corpolente nu se mai gasesc numere corespunzatoare.",433622,"{'choices': ['staff competency - negative', 'staff availability - negative', 'shop diversity - negative']}",26,staff competency; staff availability; shop diversity,staff competency; staff availability; shop diversity,Negative; Negative; Negative,manual,"Legat de personal: alergi in magazin sa poti gasi pe cineva pt o informatie si atunci cand gasesti o persoana iti spune ca nu este de la raionul respectiv, ca atare nu-ti poate furniza informatia. In ceea ce priveste marfa expusa, asa cum am mai mentionat si cu alte ocazii/sondaje lipsesc cu desavarsire numerele mari. La tricouri, pantaloni sport se opresc la XL sau maxim XXL. Pentru persoanele mai corpolente nu se mai gasesc numere corespunzatoare."
"Am inscriptionat doua randuri de maieuri de departajare de cate 10 bucati cumparate tot de la dvs. din magazin. La prima spalare, 80 % din numerele inscriptionate pe primul rand de maieuri s-au dezlipit iar celelalte 10 deloc. Cred ca presa nu a fost suficient de incalzita la primul rand de inscriptionari. Chiar si colegul dvs. care s-a ocupat de inscriptionat se plangea de calitatea presei.",433623,service - negative,26,service,service,Negative,manual,"Am inscriptionat doua randuri de maieuri de departajare de cate 10 bucati cumparate tot de la dvs. din magazin. La prima spalare, 80 % din numerele inscriptionate pe primul rand de maieuri s-au dezlipit iar celelalte 10 deloc. Cred ca presa nu a fost suficient de incalzita la primul rand de inscriptionari. Chiar si colegul dvs. care s-a ocupat de inscriptionat se plangea de calitatea presei."
"Punctele de pe card o bătaie de joc ,nu te anunță câte puncte ai  prin sms și primești reducerea  la o sumă foarte mare de bani plătită. Pe suprafața magazin vezi copii care se plimbă cu bicicleta ,trotinetâ role .Și nimeni nu le spune că nu au voie prin magazin să plimbe cu ele ,eu am fost lovit de un copil care se plimba cu bicicleta ca pe stradă în magazin",433627,"{'choices': ['environment - negative', 'service - negative']}",26,environment; service,environment; service,Negative; Negative,manual,"Punctele de pe card o bătaie de joc ,nu te anunță câte puncte ai prin sms și primești reducerea la o sumă foarte mare de bani plătită. Pe suprafața magazin vezi copii care se plimbă cu bicicleta ,trotinetâ role .Și nimeni nu le spune că nu au voie prin magazin să plimbe cu ele ,eu am fost lovit de un copil care se plimba cu bicicleta ca pe stradă în magazin"
Nu am primit ce am comandat in ciuda faptului ca a durat foarte mult timp.,433629,delivery - negative,26,delivery,delivery,Negative,manual,Nu am primit ce am comandat in ciuda faptului ca a durat foarte mult timp.
"Am avut un retur de facut,si nu am avut ce model de Adidas sa îmi aleg.cel pe care îl vroiam nu era disponibila mărimea. Am fost nevoit sa aleg ceva, cei de acolo neputând sa îmi dea banii inapoi.",433631,"{'choices': ['service - negative', 'shop diversity - negative']}",26,service; shop diversity,service; shop diversity,Negative; Negative,manual,"Am avut un retur de facut,si nu am avut ce model de Adidas sa îmi aleg.cel pe care îl vroiam nu era disponibila mărimea. Am fost nevoit sa aleg ceva, cei de acolo neputând sa îmi dea banii inapoi."
"Am lasat tricou si pantalon la imprimat si in afara de faptul ca am fost de trei sa le ridic si nu erau gata, mi-au imprimat nr stramb pe tricou. Doresc sa primesc o explicatie pentru acesta situatie.",433633,"{'choices': ['service - negative', 'staff competency - negative']}",26,service; staff competency,service; staff competency,Negative; Negative,manual,"Am lasat tricou si pantalon la imprimat si in afara de faptul ca am fost de trei sa le ridic si nu erau gata, mi-au imprimat nr stramb pe tricou. Doresc sa primesc o explicatie pentru acesta situatie."
"Am cumparat două corturi,primul nu a avut parte de sus vopsită cum trebuie si intra lumina prin el iar ultimul nu are probleme doar ca este foarte călduros.Se comparat ca un cort de 3-400 de lei.Ziua nu se poate sta in el la mare.Am fost două zile cu el la mare si ziua nu puteai sta in el chiar dacă erau deschise toate """"ferestrele"""" .După părerea mea nu merita banii dați pe el.unde mai pui ca am asteptat 4 saptamani dupa primul si inca 4 dupa celălalt......",433635,"{'choices': ['product - negative', 'delivery - negative']}",26,product; delivery,product; delivery,Negative; Negative,manual,"Am cumparat două corturi,primul nu a avut parte de sus vopsită cum trebuie si intra lumina prin el iar ultimul nu are probleme doar ca este foarte călduros.Se comparat ca un cort de 3-400 de lei.Ziua nu se poate sta in el la mare.Am fost două zile cu el la mare si ziua nu puteai sta in el chiar dacă erau deschise toate """"ferestrele"""" .După părerea mea nu merita banii dați pe el.unde mai pui ca am asteptat 4 saptamani dupa primul si inca 4 dupa celălalt......"
"Formularul acesta este mult prea lung. Un user experience pozitiv ar însemna un formular mai scurt.Alt aspect este lipsa stocurilor la produse in magazin. Daca mereu se vinde prima încălțămintea Nr. 42 la adulți bărbați, de ce nu aprovizionați proporțional aceste mărimi?!",433636,"{'choices': ['tech support - negative', 'shop diversity - negative']}",26,tech support; shop diversity,tech support; shop diversity,Negative; Negative,manual,"Formularul acesta este mult prea lung. Un user experience pozitiv ar însemna un formular mai scurt.Alt aspect este lipsa stocurilor la produse in magazin. Daca mereu se vinde prima încălțămintea Nr. 42 la adulți bărbați, de ce nu aprovizionați proporțional aceste mărimi?!"
"Site-ul merge foarte greu si afisati marfuri fara stoc, pentru asta se pierde foarte mult timp in cautare.",433638,"{'choices': ['shop organization - negative', 'tech support - negative']}",26,shop organization; tech support,shop organization; tech support,Negative; Negative,manual,"Site-ul merge foarte greu si afisati marfuri fara stoc, pentru asta se pierde foarte mult timp in cautare."
Lipsa de personal . Nu ai de la cine sa te informezi in legătura cu produsele . Nu găsesti nici un angajat prin preajma .,433647,staff availability - negative,26,staff availability,staff availability,Negative,manual,Lipsa de personal . Nu ai de la cine sa te informezi in legătura cu produsele . Nu găsesti nici un angajat prin preajma .
"Pentru varsta de 12-14 ani, imbracaminte de ski, nu am avut de unde alege, variante de produse/marci/culori nu existau. Domnisoara de la casa (29.11.2015, ora 19.06, casa 3, operator:AIA) a fost nepoliticoasa, la intrebari referitoare la puncte acumulate, cont de fidelitate, card etc raspunsurile erau incomplete, nesatisfacatoare si pe un ton """"de sus"""", ca si cum i-as fi pus niste intrebari idioate. Intrebarile si rugamintea mea au fost sa verifice daca mai am puncte acumulate, cum as putea sa verific si eu punctele, sa verifice daca adresa de mail este corecta, pentru ca eu nu am primit nici un mail anul acesta. Imi plac articolele de la Decathlon si la fiecare sezon, cumparam pentru toata familia. Imi doresc ca vanzatorii si operatorii de la casa sa fie amabili, daca s-ar putea si zambitori ar fi minunat. Sa gasesc oferte variate, de calitate si la preturi accesibile. Uneori am fost foarte multumita de ceea ce am gasit in magazinul din Ploiesti.",433648,"{'choices': ['service - negative', 'shop diversity - positive', 'shop diversity - negative', 'staff competency - negative']}",26,service; shop diversity; shop diversity; staff competency,service; shop diversity; staff competency,Negative; Positive; Negative; Negative,manual,"Pentru varsta de 12-14 ani, imbracaminte de ski, nu am avut de unde alege, variante de produse/marci/culori nu existau. Domnisoara de la casa (29.11.2015, ora 19.06, casa 3, operator:AIA) a fost nepoliticoasa, la intrebari referitoare la puncte acumulate, cont de fidelitate, card etc raspunsurile erau incomplete, nesatisfacatoare si pe un ton """"de sus"""", ca si cum i-as fi pus niste intrebari idioate. Intrebarile si rugamintea mea au fost sa verifice daca mai am puncte acumulate, cum as putea sa verific si eu punctele, sa verifice daca adresa de mail este corecta, pentru ca eu nu am primit nici un mail anul acesta. Imi plac articolele de la Decathlon si la fiecare sezon, cumparam pentru toata familia. Imi doresc ca vanzatorii si operatorii de la casa sa fie amabili, daca s-ar putea si zambitori ar fi minunat. Sa gasesc oferte variate, de calitate si la preturi accesibile. Uneori am fost foarte multumita de ceea ce am gasit in magazinul din Ploiesti."
"La sectorul ,,pescuit""""este haos:produse fara pret,eticheta nu corespunde cu produsul,rolele de ,,nylon"""" scoase din cutii,fir lipsa de pe role.Firul de 0.16 de fluorocarbon are un pret pe raft,alt pret la casa.Site-ul magazinului ,la pescuit,nu seamana cu realitatea.Te orientezi mult mai bine dupa cel francez.Cel putin ,asta e situatia la Sibiu.",433649,"{'choices': ['shop organization - negative', 'tech support - negative']}",26,shop organization; tech support,shop organization; tech support,Negative; Negative,manual,"La sectorul ,,pescuit""""este haos:produse fara pret,eticheta nu corespunde cu produsul,rolele de ,,nylon"""" scoase din cutii,fir lipsa de pe role.Firul de 0.16 de fluorocarbon are un pret pe raft,alt pret la casa.Site-ul magazinului ,la pescuit,nu seamana cu realitatea.Te orientezi mult mai bine dupa cel francez.Cel putin ,asta e situatia la Sibiu."
"Cabine de proba mai curate, cu sistemul de închidere care sa functioneze, lipsa produselor pentru toate categoriile afisate (rafturi goale)",433651,"{'choices': ['environment - negative', 'shop diversity - negative', 'shop organization - negative']}",26,environment; shop diversity; shop organization,environment; shop diversity; shop organization,Negative; Negative; Negative,manual,"Cabine de proba mai curate, cu sistemul de închidere care sa functioneze, lipsa produselor pentru toate categoriile afisate (rafturi goale)"
"Am avut comanda click and collect, cand ajung in magazin comanda mea nu este de gasit.Am ramas cu promisiunea ca o sa i-mi trimita comanda prin curier.",433655,service - negative,26,service,service,Negative,manual,"Am avut comanda click and collect, cand ajung in magazin comanda mea nu este de gasit.Am ramas cu promisiunea ca o sa i-mi trimita comanda prin curier."
"Comanda a avut intarziere de 3 zile, comandata miercuri, trimisa sambata, receptionata marti...",433660,delivery - negative,26,delivery,delivery,Negative,manual,"Comanda a avut intarziere de 3 zile, comandata miercuri, trimisa sambata, receptionata marti..."
Vreau sa stiu punctele acumulate Am cheltuit aproape 850 ron pe articole pescuit  si in contul meu apare zero puncte suma a fost cheltuita duminica 03 04 2016,433664,service - negative,26,service,service,Negative,manual,Vreau sa stiu punctele acumulate Am cheltuit aproape 850 ron pe articole pescuit si in contul meu apare zero puncte suma a fost cheltuita duminica 03 04 2016
"Vorbesc doar de magazinul din Ploiesti, cei de la atelier nu sunt pregatiti in privinta reglajelor bicicletei. In urma cu doua luni am achizitionat  o cursiera, iar reglajul schimbatoarelor a fost dezastruos. Am preferat sa plec cu ea asa dereglata, decat sa stau sa vad ca acel baiat se chinuia sa o regleze si fiecare se dadea cu parerea, in final nici unul nu a reusit sa o regleze.",433668,"{'choices': ['staff competency - negative', 'service - negative']}",26,staff competency; service,staff competency; service,Negative; Negative,manual,"Vorbesc doar de magazinul din Ploiesti, cei de la atelier nu sunt pregatiti in privinta reglajelor bicicletei. In urma cu doua luni am achizitionat o cursiera, iar reglajul schimbatoarelor a fost dezastruos. Am preferat sa plec cu ea asa dereglata, decat sa stau sa vad ca acel baiat se chinuia sa o regleze si fiecare se dadea cu parerea, in final nici unul nu a reusit sa o regleze."
"Mi-am comandat o casca de ski in magazinul Dechatlon din Timisoara.Am lasat numar de telefon sa fiu contactata cand ajunge. Mi s-a spus ca dureaza 2-3 zile.Dupa o saptamana de asteptare, am sunat la magazin. Cu greu  a raspuns cineva care m-a asigurat ca v-a verifica.  Nu am mai fost contactata si nici nu au mai raspuns la telefon. Am sunat la Bucuresti si aflu ca livrarea a fost facuta. In final a ajuns cu totul alt model de casca decat cel pe care mi l-am dorit...",433669,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",26,delivery; service; staff competency,delivery; service; staff competency,Negative; Negative; Negative,manual,"Mi-am comandat o casca de ski in magazinul Dechatlon din Timisoara.Am lasat numar de telefon sa fiu contactata cand ajunge. Mi s-a spus ca dureaza 2-3 zile.Dupa o saptamana de asteptare, am sunat la magazin. Cu greu a raspuns cineva care m-a asigurat ca v-a verifica. Nu am mai fost contactata si nici nu au mai raspuns la telefon. Am sunat la Bucuresti si aflu ca livrarea a fost facuta. In final a ajuns cu totul alt model de casca decat cel pe care mi l-am dorit..."
"se sta foarte mult la casa iar la casa de informatii, retururi personalul slab pregatit si timpul de asteptare este foarte foarte lung",433672,"{'choices': ['service - negative', 'staff competency - negative']}",26,service; staff competency,service; staff competency,Negative; Negative,manual,"se sta foarte mult la casa iar la casa de informatii, retururi personalul slab pregatit si timpul de asteptare este foarte foarte lung"
"Pretul la raft era unul, la casa era altul,doamna era nervoasa pe noi ca am spus asta si ne-a zis ca daca vrem banii inapoi sa mai stam o data la rand. Coada era de vreo zece persoane si functiona o singura casa. Asa ca am stat civilizat la rand de doua ori fara sa am nici o vina in conditiile in care aveam de calatorit vreo 500 de km.Suuper!",433675,"{'choices': ['shop organization - negative', 'staff competency - negative', 'service - negative']}",26,shop organization; staff competency; service,shop organization; staff competency; service,Negative; Negative; Negative,manual,"Pretul la raft era unul, la casa era altul,doamna era nervoasa pe noi ca am spus asta si ne-a zis ca daca vrem banii inapoi sa mai stam o data la rand. Coada era de vreo zece persoane si functiona o singura casa. Asa ca am stat civilizat la rand de doua ori fara sa am nici o vina in conditiile in care aveam de calatorit vreo 500 de km.Suuper!"
"Comanda online a întârziat 3 zile, informatiile despre comanda foarte greu de obținut prin telefon, datele tehnice depre produs incomplete.",433678,"{'choices': ['delivery - negative', 'service - negative', 'staff competency - negative']}",26,delivery; service; staff competency,delivery; service; staff competency,Negative; Negative; Negative,manual,"Comanda online a întârziat 3 zile, informatiile despre comanda foarte greu de obținut prin telefon, datele tehnice depre produs incomplete."
"Nu am găsit la raft produsul pe care, inițial, dorisem să-l comand online (greutăți Gymweight de 1 kg). Așa că, pentru a valorifica totuși vizita în magazin, am cumpărat greutăți Gymweight de 0.75 kg însă, fiind 2 modele diferite, cele alese de mine din raftul cu prețul specificat de 34 de lei, la casă au apărut cu prețul de 54 de lei. Fiind o singură casă deschisă, am blocat puțin fluxul până când s-a lămurit situația și am schimbat greutățile cu modelul mai ieftin.Angajații au fost foarte drăguți și au promis că se vor ocupa de prețurile de la raft, pentru a nu se mai produce astfel de încurcături. În plus, se pare a fost o zi în care erau integrați angajații noi, așa că situația a fost oarecum de înțeles. Lipsa greutăților de 1 kg însă, nu poate fi imputată vânzătorilor.",433681,"{'choices': ['shop diversity - negative', 'shop organization - negative', 'staff competency - positive', 'service - negative']}",26,shop diversity; shop organization; staff competency; service,shop diversity; shop organization; staff competency; service,Negative; Negative; Positive; Negative,manual,"Nu am găsit la raft produsul pe care, inițial, dorisem să-l comand online (greutăți Gymweight de 1 kg). Așa că, pentru a valorifica totuși vizita în magazin, am cumpărat greutăți Gymweight de 0.75 kg însă, fiind 2 modele diferite, cele alese de mine din raftul cu prețul specificat de 34 de lei, la casă au apărut cu prețul de 54 de lei. Fiind o singură casă deschisă, am blocat puțin fluxul până când s-a lămurit situația și am schimbat greutățile cu modelul mai ieftin.Angajații au fost foarte drăguți și au promis că se vor ocupa de prețurile de la raft, pentru a nu se mai produce astfel de încurcături. În plus, se pare a fost o zi în care erau integrați angajații noi, așa că situația a fost oarecum de înțeles. Lipsa greutăților de 1 kg însă, nu poate fi imputată vânzătorilor."
Am asteptat cam mult pana a venit cineva sa preluam echipamentele nevandute. A durat apoi pana a cautat in calculator si pana a listat documentele. Din aceasta cauza m am grabit sa fac cumparaturi si am luat un recipient de aluminiu pt excursii si nu am observat ca era lovit. As dori sa l schimb cu unul bun daca se poate.Va multumesc. O recomandare: vanzarea echipamentelor sa se facă la inceputul sezonului de iarna (pt schiuri clapari cel putin).,433682,"{'choices': ['staff availability - negative', 'staff competency - negative', 'product - negative']}",26,staff availability; staff competency; product,staff availability; staff competency; product,Negative; Negative; Negative,manual,Am asteptat cam mult pana a venit cineva sa preluam echipamentele nevandute. A durat apoi pana a cautat in calculator si pana a listat documentele. Din aceasta cauza m am grabit sa fac cumparaturi si am luat un recipient de aluminiu pt excursii si nu am observat ca era lovit. As dori sa l schimb cu unul bun daca se poate.Va multumesc. O recomandare: vanzarea echipamentelor sa se facă la inceputul sezonului de iarna (pt schiuri clapari cel putin).
"Am cumparat o banda de alergare Proform S7. Este dezamagitoare , scartaie din toate incheieturile. La cat costa si la cat de recomandata este, plus ca au pus pe pe ea si """" cel mai bine  vandut produs"""" ...este un maxim de dezamagire. Banda este foarte grea are 92 de kg pe specificatii , doua persoane nu o pot ridica pentru  ca greutatea nu este balansata . .Cei de la service ne-au spus sa o aducem noi la magazin .....Oau ! Daca asa mi-ar fi facut si cei cu frigiderul ramaneam anchilozati cu totii. Nu au serviciul de trimis acasa pe cineva nici macar contra cost , refuza sa vina si spun ca nu avem decat sa o ungem daca nu o aducem. Mari sfaturi pentru un produs de 3000 de lei . Regret ca nu am cumparat  online ca sa fie nevoiti sa o ia inapoi fara sa comenteze.",433683,"{'choices': ['product - negative', 'price - negative', 'staff competency - negative', 'service - negative']}",26,product; price; staff competency; service,product; price; staff competency; service,Negative; Negative; Negative; Negative,manual,"Am cumparat o banda de alergare Proform S7. Este dezamagitoare , scartaie din toate incheieturile. La cat costa si la cat de recomandata este, plus ca au pus pe pe ea si """" cel mai bine vandut produs"""" ...este un maxim de dezamagire. Banda este foarte grea are 92 de kg pe specificatii , doua persoane nu o pot ridica pentru ca greutatea nu este balansata . .Cei de la service ne-au spus sa o aducem noi la magazin .....Oau ! Daca asa mi-ar fi facut si cei cu frigiderul ramaneam anchilozati cu totii. Nu au serviciul de trimis acasa pe cineva nici macar contra cost , refuza sa vina si spun ca nu avem decat sa o ungem daca nu o aducem. Mari sfaturi pentru un produs de 3000 de lei . Regret ca nu am cumparat online ca sa fie nevoiti sa o ia inapoi fara sa comenteze."
"Exista o gama variata de produse, asa incat te poti reorienta in caz de nevoie. Totusi, pentru femei marimile mari lipsesc cel mai adesea (XL la tricouri fitness sau costume de baie, de exemplu). In plus, la coada la case se sta de obicei mult (10-15 minute). In timpul achitarii, operatorii Decathlon se ocupa si de multe alte lucruri in afara de clientul din fata lor - telefoane de la colegi, discutii cu cei de la paza, discutii cu clientii, etc. E neplacut sa astepti.",433685,"{'choices': ['service - negative', 'shop diversity - positive', 'shop diversity - negative', 'staff competency - negative']}",26,service; shop diversity; shop diversity; staff competency,service; shop diversity; staff competency,Negative; Positive; Negative; Negative,manual,"Exista o gama variata de produse, asa incat te poti reorienta in caz de nevoie. Totusi, pentru femei marimile mari lipsesc cel mai adesea (XL la tricouri fitness sau costume de baie, de exemplu). In plus, la coada la case se sta de obicei mult (10-15 minute). In timpul achitarii, operatorii Decathlon se ocupa si de multe alte lucruri in afara de clientul din fata lor - telefoane de la colegi, discutii cu cei de la paza, discutii cu clientii, etc. E neplacut sa astepti."
"Cred ca aduceti marfa de 2 ori pe an. Rafturile sunt cam goale de la o vreme, zilele trecute era o atmosfera dezolanta.",433688,"{'choices': ['shop diversity - negative', 'environment - negative']}",26,shop diversity; environment,shop diversity; environment,Negative; Negative,manual,"Cred ca aduceti marfa de 2 ori pe an. Rafturile sunt cam goale de la o vreme, zilele trecute era o atmosfera dezolanta."
"O trotineta mult peste concurenta (am folosit 2 ani trotineta cu aceleasi dimesiuni dar fara suspensii achizitionata de la alta firma).Dupa 6,7 iesiri a cedat arcul de la frana spate (a fost schimbat in garantie)Roata din spate fasaie deranjant,nu mai ai nevoie de sonerie se aude de la 15-20 m cand te apropii de cineva....Sper ca in viitor sa nu fasaie mult mai tare.",433690,"{'choices': ['product - negative', 'service - negative']}",26,product; service,product; service,Negative; Negative,manual,"O trotineta mult peste concurenta (am folosit 2 ani trotineta cu aceleasi dimesiuni dar fara suspensii achizitionata de la alta firma).Dupa 6,7 iesiri a cedat arcul de la frana spate (a fost schimbat in garantie)Roata din spate fasaie deranjant,nu mai ai nevoie de sonerie se aude de la 15-20 m cand te apropii de cineva....Sper ca in viitor sa nu fasaie mult mai tare."
"am cumparat 2 living cu usi carpin .....si ...surpriza...reducere=0....(cec de fidelitate....expirat).....asta este......mai stau si 10 min la casa.....sa-mi spuna """"surpriza""""....",433691,"{'choices': ['promotions - negative', 'service - negative']}",26,promotions; service,promotions; service,Negative; Negative,manual,"am cumparat 2 living cu usi carpin .....si ...surpriza...reducere=0....(cec de fidelitate....expirat).....asta este......mai stau si 10 min la casa.....sa-mi spuna """"surpriza""""...."
"Personal prea putin in magazin inainte de sarbatori, iar de sarbatori ar trebui macar 3 zile libere pentru tot personalul.",433692,staff availability - negative,26,staff availability,staff availability,Negative,manual,"Personal prea putin in magazin inainte de sarbatori, iar de sarbatori ar trebui macar 3 zile libere pentru tot personalul."
"Am comandat telefonic o bicicleta. Mi s-a spus ca va fi o bicicleta noua din depozit si nu una care a fost folosita in magazin.La livrare am primit o bicicleta cu coarnele zgariate, cadrul zgariat, schimbatorul de la foaie cu probleme si tija sa cu urme mari de uzura. Toate acestea arata ca bicicleta nu era din depozit.",433693,"{'choices': ['service - negative', 'staff competency - negative']}",26,service; staff competency,service; staff competency,Negative; Negative,manual,"Am comandat telefonic o bicicleta. Mi s-a spus ca va fi o bicicleta noua din depozit si nu una care a fost folosita in magazin.La livrare am primit o bicicleta cu coarnele zgariate, cadrul zgariat, schimbatorul de la foaie cu probleme si tija sa cu urme mari de uzura. Toate acestea arata ca bicicleta nu era din depozit."
Am dus un tricou pentru imprimare si initial nu am primit nici un bon ca sa aflu dupa 2 zile ca nici macar nu a fost luat in considerare.,433695,"{'choices': ['service - negative', 'staff competency - negative']}",26,service; staff competency,service; staff competency,Negative; Negative,manual,Am dus un tricou pentru imprimare si initial nu am primit nici un bon ca sa aflu dupa 2 zile ca nici macar nu a fost luat in considerare.
